,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
6,0.0010374869967658467,0.0010646738884699588,0.0011524166857842066,0.0011235677212786278,0.0010378346091494202,0.0010486232329032822,0.0011811633503801327,0.0010258608884581657,0.0011125231910091111,0.0011132187105113627,0.001085452101754981,0.0011616160971352155,0.001093481714288161,0.0009683104462746186,0.0012457677184111397,0.001444718962030803,0.0012358905265407955,0.0014470460931319505,0.0011604522394375318,0.0015852018704002634,0.0011190456348387624,0.0014639155343258471,0.0011133343210374673,0.0008768596070909276,0.0010897940173365105,0.0009433944068811087,0.001377057528456527,0.0009867607087761894,183903863,183911795,ABCF3|EST201864|-|3q27.1|protein-coding,1,0.001153409600102104
10,0.0009644979618174957,0.0013575521908259663,0.0014836093423080921,0.0017195792806686525,0.0009006683618270388,0.0011777907712441557,0.0010625844974874222,0.001584657515373678,0.0009061102062299456,0.0009519351576200513,0.0010532645113964356,0.0010643835818026155,0.000950727336232361,0.0005631115262545588,0.0008626549189752321,0.0008824116797501864,0.0018325992305260946,0.001082229274458276,0.0013811860041491424,0.0009650304352436702,0.000967070647737083,0.0013025709975035534,0.0014550904589882125,0.001161878403453191,0.0010822298783984062,0.0007172214803847384,0.0016614175157864083,0.0006917111617171157,52002526,52008646,ABHD14B|CIB|HEL-S-299|-|3p21.2|protein-coding,1,0.0011352062260057067
15,0.0009518931646428708,0.001336621893819947,0.0013637139780090582,0.0013591732154334144,0.0009704936964982987,0.001121820405642376,0.0011837775817327703,0.0010698868685084248,0.0010693970331046923,0.0009941202877025873,0.0011710602727506081,0.0011036260067882676,0.0010791068760050918,0.0010621306069376738,0.001168586147972634,0.001352990773965355,0.0012767419442201308,0.0013228701590390368,0.0011117000691189072,0.0013979721716029878,0.0010629483902652942,0.0014850343158046462,0.0014546964280835806,0.0011635239293402955,0.0009600876348896776,0.0009730321894606503,0.0015365655067973221,0.0010896414169337656,38164201,38178733,ACAA1|ACAA|PTHIO|THIO|-|3p22.2|protein-coding,1,0.001185471891609656
23,0.0015650406544305104,0.0012288345106321534,0.0013596036778965406,0.0012384335577640638,0.0016903876665968415,0.0014010019298716122,0.002109081417420152,0.001358069545493559,0.0023843827211459997,0.0016638980011847346,0.002080833047296553,0.0020804532876383067,0.0017814094804199409,0.002081321180965242,0.002730703019292217,0.0015244415490112142,0.0011427585610941447,0.0013274531021250672,0.001776536615703394,0.001350625904716033,0.0020966345159333707,0.001430169789095738,0.0013022064679910307,0.001558724396559946,0.0018964908347436525,0.0016929538582799671,0.001953342332247166,0.0019238632014011588,179280668,179306193,ACTL6A|ACTL6|ARPN-BETA|Arp4|BAF53A|INO80K|-|3q26.33|protein-coding,1,0.0017046305295339392
39,0.0011703323198680444,0.0010497966041869344,0.000847906146939885,0.0008403915271652265,0.0009884730663808797,0.0010894447330846999,0.00087254998762262,0.0007781626694687745,0.001694561719062644,0.0015164631021083973,0.0018449034196474673,0.0015985240547665672,0.0011116796478592807,0.0012467219318441315,0.0014719128959922755,0.0014074206620306613,0.0008108504454310392,0.0015593645713038655,0.0009856471602770578,0.001394451735977099,0.0012513326466814842,0.0016574551366193174,0.001285919857266245,0.0009317104699944183,0.0011554532233648068,0.0013540802097403513,0.0014823832263556576,0.0009749200635625167,52232099,52248343,ALAS1|ALAS|ALAS-H|ALAS3|ALASH|MIG4|-|3p21.2|protein-coding,1,0.0012276004726643696
40,0.004587156266026159,0.00586726545304977,0.003496332741473339,0.0031949236261839286,0.008516664064561499,0.011670458016561733,0.00471285584464709,0.0031164699663652623,0.006288847285863482,0.009905267395844452,0.007087152904848884,0.0056208054198627014,0.0019202643012819298,0.00790560307084756,0.0057610483988794385,0.006552225410151465,0.005369219978088505,0.004478917552490157,0.008123542140698388,0.006826483906723688,0.008255464694201244,0.006889079433792177,0.005441566792966705,0.00568385210479559,0.008688405588633851,0.008608907921645675,0.0068583904720395175,0.008938962198860976,105085557,105295757,ALCAM|CD166|MEMD|-|3q13.11|protein-coding,1,0.006441647605406613
49,0.003036898200952276,0.0025744265317403942,0.0032072184115250583,0.0031134878090291656,0.0022737038051146145,0.003649871110637728,0.0032742912533918816,0.002545104408236664,0.004300698485738542,0.003409822644196622,0.0023392128430108437,0.0020096287740511884,0.003494767864712586,0.0015741714431630543,0.0019990344363204405,0.002406246203987438,0.0030326578897640327,0.002642175806788939,0.002844629531191099,0.0028236049088379606,0.0021547544976909783,0.00302020727714812,0.0019811217166718154,0.0026115867099924493,0.0021009085894889714,0.002329941168037227,0.002312574730974956,0.003431249830847925,134074187,134093427,AMOTL2|LCCP|-|3q22.2|protein-coding,1,0.002731928460115821
51,0.003047325205944898,0.0035679957526811926,0.0026782436868751083,0.0023777373185107096,0.0029986319987802797,0.003686000484361512,0.003083452364649345,0.0023490013046689484,0.0021596658098058745,0.0019251759364939088,0.0032497294484264186,0.0021068612893837884,0.001957424787481779,0.0026999498503609727,0.0021500943330305363,0.002596717088617456,0.0017852610092833107,0.0024045174724705155,0.0022110395493668113,0.0014710391722464375,0.002931957548410169,0.0018159198396035929,0.00298741097528428,0.0026095983662121976,0.002497405872351063,0.003464277471363537,0.0030962134409427042,0.001961922418159393,134196546,134204863,ANAPC13|APC13|SWM1|-|3q22.2|protein-coding,1,0.0025668060641345263
55,0.001832711111709454,0.002543942684533021,0.002184102014026155,0.002192240595196476,0.00196694306515436,0.0023411029808476118,0.0014767725879476026,0.0016453494815628362,0.0014656967955882006,0.0019179320252676146,0.0018777672198874947,0.0018988226802132773,0.0015668573728545554,0.0017530458997826637,0.0015778708050387179,0.001615023134725844,0.0024235161456154573,0.001781746428668855,0.0017627329123956754,0.0016355656535379803,0.0016418557723660119,0.0016523600459828237,0.0020534920594892096,0.0020643807889515003,0.0019307154633816314,0.0020289344477825346,0.0024873416808959808,0.0018646599753327944,43407818,43733086,ANO10|SCAR10|TMEM16K|-|3p22.1-p21.33|protein-coding,1,0.0018994100653120121
56,0.018328694965954177,0.02075818724666683,0.020990327349177586,0.02288629275661401,0.018529865498622195,0.022497740908686597,0.02206102916389575,0.01587261575707881,0.019989072950891883,0.025231110951082224,0.02336244281631137,0.021604903636664067,0.018797853683720528,0.020689282809345302,0.025348651069425302,0.024483602338610157,0.02302282420445725,0.02253614978221927,0.019352603805103757,0.02290998921453477,0.02274729782539571,0.029530406910183445,0.02219681160699462,0.02035652649505797,0.019944092333087974,0.019061915963706898,0.02622008570757435,0.019869206783094843,183892634,183901879,AP2M1|AP50|CLAPM1|mu2|-|3q27.1|protein-coding,1,0.021756413733362772
