filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,9.086631453295645e-05,0.0001013861150195234,0.00011984425227130828,0.00014385035254623526,0.00013725417095292766,9.142323906619174e-05,8.713921024710924e-05,0.0001160586037945127,9.014166060033804e-05,7.187583261168665e-05,-5.569245332352876e-07,1.4246904772414161e-05,3.7856484767955824e-06,5.370869194589722e-05,6.537833834124101e-05
0.5,3.867963925453362e-05,4.424782793070685e-05,4.931655983719898e-05,6.276547277409997e-05,6.818845056378874e-05,3.8893706003379065e-05,3.914038473418119e-05,4.9221920813145556e-05,3.519519152262225e-05,3.186000338971454e-05,-2.140667488454459e-07,5.107443196525659e-06,9.463902405342238e-08,2.7570281251477716e-05,3.6328447174074206e-05
1.0,3.1981082493172115e-05,3.659574051559697e-05,4.043204212997964e-05,5.214281895331929e-05,5.889070008826603e-05,3.2109018810232784e-05,3.231402789089583e-05,4.0150101545071776e-05,2.690874594383147e-05,2.5744691792016114e-05,-1.2793631706066916e-07,4.281712624701133e-06,2.8194058490786563e-07,2.5234073009487822e-05,3.3146008296249915e-05
1.5,2.87174635055814e-05,3.273185477026951e-05,3.655780082038109e-05,4.6551830040328275e-05,5.377409214937475e-05,2.8799753303303664e-05,2.8915460509149745e-05,3.593663596291665e-05,2.3548822582830568e-05,2.3051728125954553e-05,-8.228979772226434e-08,3.816394261119763e-06,6.211648574644375e-07,2.3003007457497706e-05,3.0722364023420194e-05
2.0,2.6270656195498296e-05,2.985659125651976e-05,3.365983841010112e-05,4.245292224111663e-05,4.996913163276393e-05,2.632699435049354e-05,2.6616275484430895e-05,3.307060956957722e-05,2.123942534877753e-05,2.1101775544022628e-05,-5.633815499524414e-08,3.2403157720888658e-06,5.892288405238998e-07,2.12134968923391e-05,2.88673560887413e-05
2.5,2.426909110201824e-05,2.7572576641859624e-05,3.1273860455889364e-05,3.9347572579317064e-05,4.707452721181416e-05,2.430876400998628e-05,2.477211388316597e-05,3.08429758096134e-05,1.9548557913348234e-05,1.955353615472307e-05,-3.9672907968039115e-08,2.800462758693656e-06,4.308846462759667e-07,1.979901466596883e-05,2.752099105709109e-05
3.0,2.2548361474877213e-05,2.576566197447043e-05,2.9233326915662092e-05,3.676071964576096e-05,4.479921820195031e-05,2.2576687019821108e-05,2.3306447941837065e-05,2.9078654532439528e-05,1.819574794386504e-05,1.8342630145749954e-05,-2.832554494389426e-08,2.459214032633364e-06,1.5467238322256453e-07,1.856497170189592e-05,2.645658805620036e-05
3.5,2.10702118921798e-05,2.4197504737241686e-05,2.7426823092901692e-05,3.4528053517844614e-05,4.277354136085862e-05,2.1091053479863718e-05,2.204887356213947e-05,2.7585340119247322e-05,1.7123617536601633e-05,1.7337861875535364e-05,-2.084158768391733e-08,2.148631175102215e-06,-1.5851702634563008e-07,1.740443598124298e-05,2.5435679485323255e-05
4.0,1.9789833015026905e-05,2.280928015438584e-05,2.5830157352738863e-05,3.264428780751885e-05,4.098622708792216e-05,1.980601440233254e-05,2.093858185307905e-05,2.6267317274436264e-05,1.6216404447150343e-05,1.6463097471462205e-05,-1.6181387305635195e-08,1.8706983013067905e-06,-4.371599216974016e-07,1.642788336036851e-05,2.4523129616459956e-05
4.5,1.8689886914052624e-05,2.1655166608792628e-05,2.439486883115863e-05,3.111621120187417e-05,3.9394945514026566e-05,1.87033584914013e-05,1.9936615207522824e-05,2.5067940551580368e-05,1.5434669821591166e-05,1.5694206307374124e-05,-1.3471577348674843e-08,1.7185514012698039e-06,-6.73071720421738e-07,1.5681541380283005e-05,2.3700739206652442e-05
5.0,1.7724990300903928e-05,2.0666216187818818e-05,2.3130850398962194e-05,2.9742219129509982e-05,3.7982763026938335e-05,1.7735986705009404e-05,1.9045584041433046e-05,2.3992446937305148e-05,1.4758122159060482e-05,1.5028019753184473e-05,-1.0996404105476418e-08,1.6206321463857724e-06,-8.615965383429546e-07,1.49840969704495e-05,2.2954743273753862e-05
