filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,3.814337440353173e-05,3.247962954978622e-05,3.8427172060076646e-05,4.0236808525230896e-05,4.583473521147706e-05,3.8264137840396356e-05,7.599690503819817e-05,7.836157850005952e-05,5.4952813665279425e-05,5.95441369955541e-05,-1.2076343686462805e-07,-4.351727548841195e-05,-3.9934406439982874e-05,-1.4716005140048529e-05,-1.3709401784077038e-05
0.5,1.955184918978681e-05,1.679195744397061e-05,1.8944953905571933e-05,2.049266140409512e-05,2.7492713213193284e-05,1.9600498111407348e-05,4.22567289195626e-05,4.0630694783085504e-05,2.7822861355672086e-05,3.690985621774832e-05,-4.8648921620536925e-08,-2.546477147559199e-05,-2.168574087751357e-05,-7.330199951576966e-06,-9.417143004555038e-06
1.0,1.7140884074162678e-05,1.4435009173406561e-05,1.5856120720099016e-05,1.7545910030032087e-05,2.4671410289863036e-05,1.716386784378549e-05,3.833458869834745e-05,3.684317770382076e-05,2.508686792712457e-05,3.480049672776699e-05,-2.2983769622812657e-08,-2.389957952494089e-05,-2.0987056983721745e-05,-7.540957897092483e-06,-1.0129086437903954e-05
1.5,1.6057670364431645e-05,1.3639118433736211e-05,1.4698885290562597e-05,1.6313871910484037e-05,2.3451735379024632e-05,1.6070389105143275e-05,3.64440937058807e-05,3.515864411204429e-05,2.390190162558948e-05,3.372931809254202e-05,-1.2718740711630184e-08,-2.280497527214449e-05,-2.0459758821481692e-05,-7.588029715105443e-06,-1.0277582713517389e-05
2.0,1.5309592320895716e-05,1.321007903306866e-05,1.3917566532904196e-05,1.5525585503805217e-05,2.2606559548166075e-05,1.5317970931744434e-05,3.516393384116023e-05,3.390388619603924e-05,2.3093981178383672e-05,3.3063501723736665e-05,-8.378610848717603e-09,-2.195385480809157e-05,-1.998631966313504e-05,-7.568395674578455e-06,-1.045694217557059e-05
2.5,1.4770592371064618e-05,1.2918702110226926e-05,1.3349488987763423e-05,1.49327296420639e-05,2.1927747367054337e-05,1.4776843283233465e-05,3.4289646581835555e-05,3.290278809796577e-05,2.2497240352292493e-05,3.2535771654454106e-05,-6.25091216884762e-09,-2.137094447160863e-05,-1.9553299110202346e-05,-7.564510710228594e-06,-1.060802428739977e-05
3.0,1.4337747804224692e-05,1.26778375550301e-05,1.2968755541539138e-05,1.443403444953692e-05,2.1352599066044382e-05,1.4342721321655446e-05,3.359692345043009e-05,3.216267857318504e-05,2.2052443430523334e-05,3.207141567303449e-05,-4.973517430753864e-09,-2.0919085895399992e-05,-1.9193923031645905e-05,-7.618408980986414e-06,-1.0718816606990109e-05
3.5,1.3954647444651933e-05,1.2452641500418895e-05,1.2719287092492083e-05,1.4009722743474488e-05,2.0876190131077635e-05,1.3958744582779763e-05,3.300313922781076e-05,3.1568278129349514e-05,2.1682603224330357e-05,3.164222360035632e-05,-4.097138127830068e-09,-2.0550497727391865e-05,-1.884899103685743e-05,-7.672880480855869e-06,-1.0766033469278687e-05
4.0,1.3643524864442805e-05,1.2286067758713432e-05,1.2518179098282235e-05,1.3635165093527573e-05,2.046178768458142e-05,1.364699166683198e-05,3.248090135079127e-05,3.105189119941091e-05,2.1349473546054564e-05,3.124187659783511e-05,-3.4668023891757565e-09,-2.0194833592077835e-05,-1.8533712101128674e-05,-7.714308452526991e-06,-1.0780088913253694e-05
4.5,1.3384595561283782e-05,1.2147280733605425e-05,1.2322702457312108e-05,1.3295551017457198e-05,2.0085572058569628e-05,1.3387587602612271e-05,3.203697613295656e-05,3.066783701663584e-05,2.104372325157543e-05,3.0869996059489065e-05,-2.9920413284887417e-09,-1.9889695399351132e-05,-1.8345134559323734e-05,-7.748172234118231e-06,-1.0784424000919438e-05
5.0,1.3146829095133005e-05,1.2027851197113828e-05,1.2129795804765671e-05,1.2982732346797545e-05,1.9744163937273413e-05,1.3149446372875046e-05,3.16425706541834e-05,3.0341999388282213e-05,2.078498729113058e-05,3.051930489378525e-05,-2.617277742041177e-09,-1.961471945706957e-05,-1.8212203583516542e-05,-7.802254944333035e-06,-1.0775140956511838e-05
