StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
11555,14090,ENSG00000233614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14381,18068,ENSG00000234769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17052,17119,ENSG00000278739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17514,35195,ENSG00000260803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22910,25123,ENSG00000231439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29336,38321,ENSG00000226942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46407,53608,ENSG00000161980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53828,57669,ENSG00000161981,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
58059,76355,ENSG00000007384,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1
74683,74961,ENSG00000278995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77007,85851,ENSG00000103152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84271,138677,ENSG00000103148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90631,91102,ENSG00000269482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125737,127219,ENSG00000228779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153892,166764,ENSG00000206177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168679,169334,ENSG00000225323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172876,173710,ENSG00000188536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176680,177522,ENSG00000206172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180459,181179,ENSG00000086506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185748,186294,ENSG00000268836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188969,229463,ENSG00000007392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231134,231472,ENSG00000206168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234521,272183,ENSG00000167930,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
268301,275980,ENSG00000076344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268727,282084,ENSG00000286901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280450,283010,ENSG00000242173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283164,287215,ENSG00000185615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287440,352723,ENSG00000103126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366969,371289,ENSG00000086504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370788,387113,ENSG00000129925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382097,392960,ENSG00000236829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396725,410367,ENSG00000103202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401858,412487,ENSG00000242612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425649,523011,ENSG00000090565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527712,554636,ENSG00000103326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535316,535368,ENSG00000266124,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
543277,543366,ENSG00000266235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547185,553847,ENSG00000261691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566995,584109,ENSG00000007541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567005,569495,ENSG00000257108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589357,629272,ENSG00000197562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629239,634117,ENSG00000127578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634427,636366,ENSG00000130731,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636817,648474,ENSG00000172366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648473,649200,ENSG00000228201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649311,667833,ENSG00000161996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654611,656194,ENSG00000262528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668100,674174,ENSG00000140983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675671,678268,ENSG00000103269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678504,679777,ENSG00000260394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678645,679061,ENSG00000279441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
