,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
41,4.924752764856197e-05,4.726960050923455e-05,5.370048514254623e-05,52857268,52952435,ENSG00000073712,1,5.007253776678092e-05
46,4.590475615911139e-05,4.3277446180463384e-05,5.2668022375223966e-05,102080742,102139699,ENSG00000080824,1,4.728340823826625e-05
104,2.6177646181008966e-05,2.4366744412423885e-05,2.607472705959575e-05,67294371,67360265,ENSG00000100554,1,2.5539705884342867e-05
107,2.4198352069313395e-05,2.4737844524299048e-05,2.3977056431474634e-05,58244843,58272012,ENSG00000100567,1,2.4304417675029023e-05
130,6.951685046208657e-05,6.497976418572729e-05,6.475792551953956e-05,69380128,69398299,ENSG00000100632,1,6.641818005578448e-05
131,0.00015266125010690682,0.0001377432646570066,0.00017318208228711286,61695513,61748259,ENSG00000100644,1,0.00015452886568367543
135,2.5314404070967216e-05,2.363476915334382e-05,2.774147302395121e-05,103333544,103345025,ENSG00000100664,1,2.556354874942075e-05
150,4.115694783368602e-05,4.4845958830911575e-05,4.3813109584042885e-05,23016543,23035230,ENSG00000100804,1,4.32720054162135e-05
158,2.9301438074473997e-05,2.752560265633443e-05,3.660862141586919e-05,32076114,32159728,ENSG00000100852,1,3.1145220715559206e-05
173,4.345631001064535e-05,4.3409302371441386e-05,5.3515480344139544e-05,39031919,39109646,ENSG00000100934,1,4.679369757540876e-05
193,2.6843542609504715e-05,2.981863938380945e-05,3.591893793955437e-05,74498183,74612378,ENSG00000119681,1,3.086037331095618e-05
242,4.38211191073757e-05,4.046259703251255e-05,4.783991793823366e-05,34561093,34630160,ENSG00000129515,1,4.404121135937397e-05
248,9.04588085575891e-05,9.65373356691321e-05,9.373272531396848e-05,22564907,22589224,ENSG00000129562,1,9.357628984689655e-05
255,3.3580784624615273e-05,3.6410026180354805e-05,3.91963158111888e-05,55124110,55145423,ENSG00000131981,1,3.639570887205296e-05
281,8.453828989836671e-05,8.116243578660451e-05,9.482586762117887e-05,51489100,51730727,ENSG00000139926,1,8.68421977687167e-05
330,0.00011088339597774232,0.00011186733478515802,0.0001190142663192609,22836560,22849041,ENSG00000157227,1,0.00011392166569405375
338,4.50035665824478e-05,4.06856630078155e-05,5.215674454854873e-05,34709113,34714823,ENSG00000165410,1,4.594865804627068e-05
342,4.0174904868823105e-05,3.802483104554177e-05,3.3170874280152075e-05,49618530,49620626,ENSG00000165502,1,3.7123536731505646e-05
379,2.9887913510804524e-05,2.877732399049089e-05,3.230597358279435e-05,49620799,49623481,ENSG00000168282,1,3.032373702802992e-05
389,8.651903502229453e-05,8.418298775714267e-05,0.00010476288349660993,75131469,75176612,ENSG00000170348,1,9.182163542534906e-05
438,2.593566979859571e-05,2.8466918242561087e-05,2.3998278721602455e-05,92116122,92121917,ENSG00000183648,1,2.6133622254253087e-05
487,2.4882909554488218e-05,2.467232863743698e-05,2.762490551502885e-05,22871740,22881713,ENSG00000197324,1,2.572671456898468e-05
500,4.219944779076966e-05,3.943999029347546e-05,4.6492683262315814e-05,90396502,90408268,ENSG00000198668,1,4.271070711552031e-05
555,0.0006465161288853308,0.0006360083314273097,0.0006808171948423073,100981004,100981075,ENSG00000202048,1,0.0006544472183849827
1181,2.6589970046276235e-05,2.3359973368170744e-05,3.0005621048044658e-05,100981975,100982046,ENSG00000272344,1,2.6651854820830544e-05
1185,3.147384209968795e-05,2.9467567482536037e-05,2.2762884930481842e-05,103337849,103337974,ENSG00000272533,1,2.7901431504235273e-05
1225,0.004510959834040522,0.004373071921554751,0.004323550112198844,49853616,49853914,ENSG00000278771,1,0.004402527289264706
