,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
41,7.310209680790816e-05,9.881693199018756e-05,0.00015036872063177453,52857268,52952435,ENSG00000073712,1,0.00010742924980995676
46,8.504928386657195e-05,0.0001222415999404205,0.00017767229635321953,102080742,102139699,ENSG00000080824,1,0.000128321060053404
130,0.00011471680877649912,0.00013997956384320507,0.00015742046675996563,69380128,69398299,ENSG00000100632,1,0.00013737227979322328
131,0.00012133519781642454,0.00016280228739517702,0.00021841942803202082,61695513,61748259,ENSG00000100644,1,0.00016751897108120746
248,9.09865391794826e-05,0.00012315017121234902,0.00016778802569336664,22564907,22589224,ENSG00000129562,1,0.00012730824536173277
281,9.192873766201325e-05,0.00012264699019639384,0.0002637502140869011,51489100,51730727,ENSG00000139926,1,0.00015944198064843604
330,0.0001012975499729946,0.0001799968351977979,0.0001882483605355616,22836560,22849041,ENSG00000157227,1,0.00015651424856878468
389,8.8643691585685e-05,0.00010843871242107014,0.00016438464842843421,75131469,75176612,ENSG00000170348,1,0.00012048901747839645
555,0.0015597376431721105,0.00248196313720616,0.003909979094938371,100981004,100981075,ENSG00000202048,1,0.0026505599584388806
1225,0.01283199137413124,0.007041350673041577,0.009653652805901365,49853616,49853914,ENSG00000278771,1,0.009842331617691394
