,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,2.1971486224935335e-05,3.597352794618975e-05,2.7876714709774147e-05,134286350,134371047,ENSG00000006837,0,2.860724296029975e-05
1,0.0,6.970001303271765e-07,0.0,150190062,150222788,ENSG00000011083,0,2.323333767757255e-07
3,4.365046040485927e-05,3.4594638984573256e-05,3.5749792830103706e-05,139293674,139331677,ENSG00000015479,0,3.7998297406512074e-05
4,6.686037731589895e-05,8.889237997375502e-05,7.451818309100643e-05,51383448,51394730,ENSG00000016082,0,7.67569801268868e-05
5,0.0,1.2473093596786926e-06,7.984698277555227e-07,150401637,150412969,ENSG00000019582,0,6.819263958114051e-07
6,0.0,0.0,0.0,161847063,161899981,ENSG00000022355,0,0.0
7,0.0004326036089333165,0.000392953600255275,0.00041703434980562993,177600132,177610330,ENSG00000027847,0,0.00041419718633140716
8,9.499783312573063e-05,0.00013018179539307675,0.00012070783609811532,850291,892801,ENSG00000028310,0,0.00011529582153897423
10,0.00037872334245549834,0.00033993277585218316,0.0003549939020126688,60596912,60700190,ENSG00000035499,0,0.0003578833401067834
12,0.0,0.0,0.0,180601506,180649624,ENSG00000037280,0,0.0
13,0.00024364012271470463,0.0003335159438037226,0.0003077748851810785,6599239,6633291,ENSG00000037474,0,0.00029497698389983527
19,1.8198214074609325e-05,2.1170569142153835e-05,1.7606563001092595e-05,13690328,14011818,ENSG00000039139,0,1.8991782072618585e-05
21,0.0,0.0,0.0,41142116,41261438,ENSG00000039537,0,0.0
23,1.1016879696279723e-06,1.7088388669554561e-06,0.0,157625679,157671480,ENSG00000039600,0,9.368422788611428e-07
25,0.0,0.0,0.0,24487100,24644978,ENSG00000040731,0,0.0
26,0.00019964199495290302,0.0002797865129660756,0.0002534925502364208,134524312,134583230,ENSG00000043143,0,0.0002443070193851331
27,0.0,0.0,5.59385315550038e-07,170246233,170297815,ENSG00000043462,0,1.8646177185001266e-07
29,0.0002618259167861332,0.00028693310848200833,0.00027269611072465206,113513694,113595285,ENSG00000047188,0,0.00027381837866426455
30,0.0006051296516030065,0.0006305119103821101,0.0006681944739835181,176647387,176659054,ENSG00000048140,0,0.0006346120119895449
31,0.0002923137672128531,0.00027013955645449774,0.00027940202037049787,176383946,176388927,ENSG00000048162,0,0.0002806184480126162
32,0.0002053433945900308,0.00019829681419048032,0.00019401133402507315,60866454,60945073,ENSG00000049167,0,0.00019921718093519476
36,0.00010596992775628478,0.00010974469484993728,0.00010301743903501546,72320367,72368395,ENSG00000049883,0,0.00010624402054707918
37,0.0005056375170513846,0.0005369586864486905,0.0004901383281723609,180233143,180292099,ENSG00000050748,0,0.0005109115105574787
38,0.0,2.4814673725659185e-06,0.0,178237476,178590393,ENSG00000050767,0,8.271557908553062e-07
39,0.00025186906759523203,0.00023682604570912403,0.00021357505632207523,175917873,176034680,ENSG00000051596,0,0.00023409005654214375
40,0.0,8.88412917661298e-07,0.0,133196455,133612541,ENSG00000053108,0,2.9613763922043266e-07
41,0.0005933919928747752,0.0005858854892449647,0.0005558564400854432,153990148,154038936,ENSG00000055147,0,0.0005783779740683943
42,1.903953620953235e-05,2.924844293913548e-05,2.254091472913147e-05,157266079,157395595,ENSG00000055163,0,2.3609631292599766e-05
45,2.082226139722043e-05,2.260832746709173e-05,1.9021402983554824e-05,123089241,123194266,ENSG00000061455,0,2.081733061595566e-05
47,4.056445527404414e-05,4.480660837875854e-05,3.5396191129771635e-05,321714,438291,ENSG00000063438,0,4.025575159419144e-05
49,0.0004558552823633694,0.00044364217331387975,0.0004548382101676551,122843439,123029354,ENSG00000064652,0,0.00045144522194830145
