filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0003524959471061747,0.000974880317795882,0.0018059611928803233,0.0015875578945845506,0.0011689438533803197,0.002143022772676007,0.0019956460160193198,0.00035274297557380514,0.0008693394547615074,0.0012457493723191826,0.001151004275066915,0.0016061556908021563,0.001286102201932442,0.0010499051207275133,-2.470284676304199e-07,0.00010554086303437454,0.0005602118205611406,0.00043655361951763566,-0.0004372118374218366,0.000856920570743565,0.0009457408952918064
0.5,2.6495215470013786e-05,6.821529787300695e-05,0.00010943163966729562,9.683500640447969e-05,7.777301232440673e-05,0.0001380325106780264,0.00013758088520346773,2.650464992819141e-05,6.108249081745907e-05,8.022159547252166e-05,7.325222519276227e-05,0.00010715010105023003,8.47084898410744e-05,6.993228953622577e-05,-9.43445817762421e-09,7.132807055547878e-06,2.9210044194773953e-05,2.358278121171742e-05,-2.9377088725823306e-05,5.3324020836952e-05,6.764859566724196e-05
1.0,1.3667022950521806e-05,3.689703537124187e-05,5.515455144793095e-05,4.904174678872467e-05,4.3176919516974655e-05,7.14567714996562e-05,7.638274976595039e-05,1.3668521017316191e-05,3.427159473108103e-05,4.123679305455702e-05,3.835555541113082e-05,5.842734116211818e-05,4.587153974538165e-05,3.7285381936042966e-05,-1.4980667943850643e-09,2.6254406401608367e-06,1.3917758393373935e-05,1.0686191377593852e-05,-1.5250421645143521e-05,2.5585231754274544e-05,3.9097367829907424e-05
1.5,9.72598990988744e-06,2.7562528317712784e-05,4.1371623524914806e-05,3.61706017831795e-05,3.3448115825315534e-05,5.428447701569243e-05,5.860835478258456e-05,9.726657552185344e-06,2.579151612709546e-05,3.129944887270128e-05,2.868327889276165e-05,4.402457072236488e-05,3.456939105324395e-05,2.816764399830972e-05,-6.676422979040169e-10,1.7710121906173244e-06,1.0072174652213523e-05,7.487322890417852e-06,-1.0576454897049345e-05,1.971508596244848e-05,3.0440710784274842e-05
2.0,7.631705952127548e-06,2.3254978692589347e-05,3.557670181982795e-05,3.044399161755868e-05,2.8462109440795672e-05,4.6768548619861776e-05,5.006280079275324e-05,7.632098088222607e-06,2.1277466801111755e-05,2.6281245810561983e-05,2.3947911643663936e-05,3.703536118864907e-05,2.8907935540137637e-05,2.3956289583315032e-05,-3.921360950594221e-10,1.977511891477592e-06,9.295456009265963e-06,6.496079973894745e-06,-8.5732517478534e-06,1.786061307972414e-05,2.6106511209438205e-05
2.5,6.311572138181474e-06,2.0745822897339563e-05,3.222131096554347e-05,2.704042649778189e-05,2.5175432990395764e-05,4.235876212959424e-05,4.477714178470699e-05,6.3118295124794365e-06,1.850625118677704e-05,2.3168251485260482e-05,2.103332314344731e-05,3.305907719475745e-05,2.5567045320283023e-05,2.1645826223943473e-05,-2.5737429796287794e-10,2.239571710562521e-06,9.05305948028299e-06,6.00710335433458e-06,-7.883644204361688e-06,1.6791716809311217e-05,2.3131315560763517e-05
3.0,5.410901709709326e-06,1.899169411715497e-05,2.9827541736229187e-05,2.469720528867743e-05,2.280038439057843e-05,3.936889169770815e-05,4.1303000429890465e-05,5.4110804184915955e-06,1.6629867050269367e-05,2.1073965576524786e-05,1.8976781167069062e-05,3.0513452879866628e-05,2.32438766880061e-05,2.0317698994704527e-05,-1.7870878226951357e-10,2.361827066885603e-06,8.753576159704401e-06,5.720424121608367e-06,-7.713068489288197e-06,1.612501500970205e-05,2.0985301435185938e-05
3.5,4.770783207818519e-06,1.7709834877622272e-05,2.799779668061278e-05,2.3021981200878328e-05,2.1112028329897016e-05,3.7186776791705076e-05,3.8815064611812774e-05,4.770913302751979e-06,1.5285425485959285e-05,1.9600654456328203e-05,1.7408747498849565e-05,2.8775471932982275e-05,2.1450813176587057e-05,1.957004965806983e-05,-1.3009493345943657e-10,2.424409391662988e-06,8.397142224284576e-06,5.613233702028763e-06,-7.663443603085259e-06,1.573596361511802e-05,1.9245014953742945e-05
4.0,4.298038991399156e-06,1.6679829492279318e-05,2.665316226022037e-05,2.172072150080496e-05,1.9790331235057095e-05,3.554526909923567e-05,3.685878321783849e-05,4.298137464496531e-06,1.4285307481894744e-05,1.8578207375475947e-05,1.6183713818476717e-05,2.7395991188586202e-05,2.0028703650430415e-05,1.8977683182837035e-05,-9.847309737498754e-11,2.394522010384574e-06,8.074954884744423e-06,5.537007682328245e-06,-7.605659953529107e-06,1.5516565448805256e-05,1.7881100035001455e-05
4.5,3.924744248718439e-06,1.5833868951545758e-05,2.5671245169935482e-05,2.0662570144713105e-05,1.869437823470788e-05,3.4216035046213286e-05,3.53360438370198e-05,3.924821144684896e-06,1.3499200874437744e-05,1.7827592186969167e-05,1.5246264636548648e-05,2.623113641046689e-05,1.887015797519888e-05,1.8409071691666004e-05,-7.689596645691417e-11,2.3346680771080136e-06,7.843652982966315e-06,5.416305508164457e-06,-7.5367581757590084e-06,1.5345877071014404e-05,1.6926972145353794e-05
