,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
6,0.001035278863773178,0.0007125077559375845,0.0008056103728149771,0.0007997421987563391,0.0007549274667609427,0.0007860109724508072,0.0011560030667212076,0.0008095192637512703,0.0010522708276264451,0.0008059939311177823,0.001104959731706411,0.0010550516963895597,0.0007562101521436657,0.0009278125431810834,0.000679570579085923,0.000848922113537487,0.0010282686313437624,0.001225718858964092,0.0011380878024983862,0.0009435242742415557,0.0010151580009560865,0.001188281466893518,0.0009747488850833144,0.001034960277932995,0.00109106691734362,0.0013322246472622454,0.0009559938918872266,0.0010730197943561713,0.0012887235886695047,150904923,150924460,ABCF2|ABC28|EST133090|HUSSY-18|HUSSY18|-|7q36.1|protein-coding,1,0.0009786265025236946
18,0.004999716920969575,0.00268713345560333,0.002963478657531247,0.0020648448973745195,0.0031571716669723305,0.004013684680602419,0.0057423558522571826,0.005176667982629293,0.004285678494189536,0.003814912123430262,0.004963836095018408,0.007517740786903435,0.005432929939217558,0.0051975960059686445,0.0038305195895733724,0.0019492566664809495,0.005212128194868392,0.004055086166346793,0.004094829116156838,0.0031552043103224084,0.006054798539975212,0.004687669480986245,0.005165515628001847,0.0059000399988278366,0.006327403959774819,0.005188167186165423,0.004641488732334708,0.005736599597837407,0.0035014337829882506,44143960,44154164,AEBP1|ACLP|-|7p13|protein-coding,1,0.004535099603769251
27,0.0010474353684181226,0.0007119507051427487,0.0008588602144634195,0.0009755846952542058,0.0006986078273741541,0.0008015260066240365,0.0012068195314273852,0.0008313216363671665,0.000844812056128137,0.0007323010032573172,0.001129921836800938,0.0007931756520873603,0.0004813941353143355,0.0007345551364940485,0.0006993400468158152,0.0006379841445024248,0.0007866111985918241,0.0009943410771967177,0.0009053096750385885,0.0007556476972628356,0.0008267843843786913,0.000907912352597901,0.0008041950578162228,0.000783696507829326,0.0012019844014936405,0.0010864953803142565,0.0011334194014584328,0.0009246778754734671,0.0010457890591900106,6050356,6063465,AIMP2|JTV-1|JTV1|P38|-|7p22.1|protein-coding,1,0.0008738777263832253
31,0.0033286056128343138,0.0024045495452515836,0.002221115709999583,0.002736417850649025,0.0025146653548974874,0.0022847885012825973,0.003050942361782434,0.002333177467268126,0.0029580902772930553,0.0018935487683170735,0.0023972015226972473,0.0023932954609494103,0.002329075064745833,0.002521111559628991,0.001688905238234369,0.0018680376387109098,0.002130876724063233,0.0037080665408250053,0.002214155282139971,0.002474725056278364,0.0026509751846197165,0.004302733909529352,0.0028430538849896518,0.0034355411500777565,0.0016370904765267906,0.003216459044200283,0.002612386086511276,0.0025014441726664166,0.002555530986502927,134127102,134143991,AKR1B1|ADR|ALDR1|ALR2|AR|-|7q33|protein-coding,1,0.002593329877016302
36,0.00058574592699104,0.0006847745842232551,0.000612775624061032,0.0005302032566226573,0.0005882370391103468,0.0005437409808352327,0.0007897526930461957,0.0005848213418935624,0.0007142720448288451,0.0006657077599102383,0.0005732448028344934,0.000656542683645322,0.0005069740250761972,0.0005597132306186651,0.0005736265084308592,0.0007030751183019767,0.0007269228963677132,0.0005746336369472774,0.0006014568527079395,0.0006535824888164675,0.0007039020526131992,0.0007264262123014082,0.0008080069249645932,0.000735006638503017,0.0008245554182185011,0.0006384065935330028,0.0007907240167003456,0.0007787702345630512,0.0006898701200120297,91875548,92030698,ANKIB1|-|-|7q21.2|protein-coding,1,0.0006594990243682228
40,0.0035750433059369533,0.0028433464142123073,0.0028264355089769825,0.0029477588577257155,0.001071992640318789,0.0035195161260279917,0.004451970408418982,0.0029882194378466538,0.003027705453290482,0.0013054881909329839,0.003795211950141708,0.0027181589835056064,0.0013157609185671295,0.002471975463641838,0.001676232502510079,0.0005769058922649081,0.003718533547274934,0.004917460045931171,0.002388271281058037,0.002498593708864426,0.0029245736441957594,0.0049396211794711055,0.004206014211512014,0.004363353660017978,0.004732204179587478,0.004923641098797507,0.00448524207805619,0.004255714045267238,0.005198829871365883,36429412,36493401,ANLN|FSGS8|Scraps|scra|-|7p14.2|protein-coding,1,0.0032642680898523737
43,0.002347579983571966,0.001605579548086972,0.0018168066497826119,0.0025252106319287875,0.0019021292924421046,0.0021228687272958602,0.002509265543343131,0.001748356125374564,0.002692202832182033,0.0018066001003841465,0.0021838970211107396,0.002041535324585408,0.0016464350620193006,0.0019421821542503416,0.0013615197331847126,0.0019994156860063893,0.001719213829203115,0.0024673396476226476,0.0026023880502353564,0.0021828239038499423,0.002296805210176398,0.0023520950571228596,0.002448416724643351,0.0021689032531795565,0.0017828824812746778,0.0030722521875411637,0.00225482342585236,0.0026031870560796044,0.0024612140146459973,100797686,100804557,AP1S1|AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A|-|7q22.1|protein-coding,1,0.0021608251467922788
48,0.0032063103169892348,0.00255777830317394,0.0025012598649885634,0.0034293523448371693,0.0032333405983196064,0.002534879079229393,0.0030079914849529157,0.0031170920893387618,0.003131573514689033,0.0028405478260361606,0.0034314721072333156,0.004008739020875432,0.002619514950103181,0.0033199313156602674,0.0027328267176518766,0.002871102277636192,0.0029717578967905596,0.0032577784665477508,0.0022560264391063515,0.0033046060443265818,0.002734907436470761,0.0027686269417523898,0.0032634483762099416,0.003702233397293054,0.0025719443045651726,0.0033856304279796154,0.0031546676373719927,0.0031871653737173098,0.0032960403992232695,127228406,127231759,ARF5|-|-|7q32.1|protein-coding,1,0.0030482256880368886
54,0.0034551105816659805,0.002713752525727988,0.0034410750893089227,0.003188488707103216,0.0028260156773634135,0.002255440279458982,0.003081641989616184,0.002824155572670261,0.003480573899005483,0.0026388808380863023,0.003214014618250551,0.0024157550483297385,0.0022748949192298203,0.0031270953163144606,0.0019412681477962287,0.0023672742184337324,0.003017792012231377,0.0038028665063112315,0.003532352822776991,0.003298995129726127,0.003611284234545834,0.003353495891226995,0.0032321366103483266,0.004032392788990279,0.0028554803477691317,0.0042909616614862,0.0031386315504726716,0.003355826061797276,0.003945481593081208,98923496,98963885,ARPC1A|Arc40|HEL-68|HEL-S-307|SOP2Hs|SOP2L|-|7q22.1|protein-coding,1,0.003128039125487065
55,0.006202867234044674,0.005066774872457252,0.0049706206601590865,0.007326027418764155,0.005417155337330646,0.004638070202207987,0.004831949808205982,0.005676261867933443,0.007818117086069597,0.0067556194227597005,0.0046917270591295725,0.005267939675469484,0.006160950008766519,0.005473407110802191,0.0035156118550830166,0.004884215234359144,0.005803419502522058,0.0062801330982106,0.006522165974120565,0.004649978678524519,0.005978837266867722,0.003680536998608414,0.002998196877928331,0.005889620767531672,0.004505313437591297,0.0063124520075322375,0.004588798732522652,0.00370715695608344,0.004090076885091503,98972298,98992404,ARPC1B|ARC41|p40-ARC|p41-ARC|-|7q22.1|protein-coding,1,0.00530013800126474
