,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.00018591012176961857,0.00021121830231958988,0.00021222701672434386,65438549,65534810,ENSG00000001497,0,0.0002031184802711841
3,0.0003099114152229656,0.0002751204148608393,0.00028521798306181044,117897813,118117340,ENSG00000003096,0,0.00029008327104853844
6,0.0004701383080236353,0.0004192405310983733,0.00047194609614088735,11758159,11775772,ENSG00000005302,0,0.0004537749784209653
9,0.00032676344039723305,0.0003605046271838835,0.0003059702238165153,2903972,2929349,ENSG00000006756,0,0.00033107943046587726
10,0.0003328567554288392,0.0003557220490238119,0.0003911191932692258,7898247,7927739,ENSG00000006757,0,0.000359899332573959
11,0.0,0.0,0.0,154295795,154330350,ENSG00000007350,0,0.0
12,0.0,0.0,0.0,100843324,100874359,ENSG00000007952,0,0.0
13,6.721443070154245e-06,8.125957096548155e-06,1.6937541800839384e-06,47571901,47619857,ENSG00000008056,0,5.513718115595446e-06
14,0.00015800470281029344,0.00021012353601631463,0.00014964189190895785,18425583,18653629,ENSG00000008086,0,0.00017259004357852198
15,0.0,0.0,0.0,124375903,125204312,ENSG00000009694,0,0.0
16,0.00012013729640838385,0.00015612070070716657,0.0001476268857182942,149476988,149521096,ENSG00000010404,0,0.00014129496094461488
17,3.5429464959912236e-06,3.569401008626134e-06,1.0713557784456341e-05,8528874,8732137,ENSG00000011201,0,5.941968429691233e-06
19,0.0001389758541550434,0.00015626205064404587,0.00014354243132254542,49174802,49186528,ENSG00000012211,0,0.0001462601120405449
21,0.0001558194749660868,0.0002579611757647239,0.00022073501417441919,150361422,150514178,ENSG00000013619,0,0.0002115052216350766
22,0.0,2.141338253942717e-06,2.6780113394655917e-06,48676596,48691431,ENSG00000015285,0,1.606449864469436e-06
23,0.00043400565031135934,0.00045297458039050587,0.00045005386250523423,48458537,48470260,ENSG00000017483,0,0.00044567803106903317
26,0.0007035649877437925,0.0007427254172862157,0.0007414813925328851,150980509,150990771,ENSG00000029993,0,0.0007292572658542978
27,0.000174672193127099,0.00027978775259496767,0.000249301326590805,18892298,18984114,ENSG00000044446,0,0.00023458709077095723
28,0.0005227322251292123,0.00047553610312499914,0.0005790669141463356,14006726,14029893,ENSG00000046647,0,0.0005257784141335157
29,0.0006289753280794996,0.000591915373121236,0.0006022281392837916,13734743,13777955,ENSG00000046651,0,0.0006077062801615091
30,0.0003089078244115118,0.00023056164405593868,0.00026641870621268694,13770939,13938638,ENSG00000046653,0,0.00026862939156004577
31,0.0,0.0,0.0,142202342,142205290,ENSG00000046774,0,0.0
32,0.0004094152953892219,0.0004835409691411204,0.0004961288290128138,16587999,16712936,ENSG00000047230,0,0.0004630283645143854
33,1.2123670470821726e-06,4.885678018293205e-06,0.0,37685791,37732130,ENSG00000047597,0,2.0326816884584592e-06
34,0.0003320685701411587,0.0002989089279544693,0.00024154716813615547,17737449,17754988,ENSG00000047634,0,0.0002908415554105945
36,7.194695192580166e-05,7.67479420937902e-05,7.74973046606703e-05,11117651,11665920,ENSG00000047648,0,7.539739956008739e-05
37,1.2195955995600958e-05,2.2935772664083678e-05,1.2293165302827164e-05,49250438,49270477,ENSG00000049768,0,1.5808297987503933e-05
38,0.00020202442331532916,0.00016975510379249142,0.0002065231178732735,49269793,49301461,ENSG00000049769,0,0.00019276754832703137
39,5.084120225220625e-07,0.0,0.0,74732856,74925472,ENSG00000050030,0,1.6947067417402083e-07
40,0.0003692261253584553,0.00043820423633147515,0.0004089770170819699,130202707,130268899,ENSG00000056277,0,0.00040546912625730007
41,6.063174108326219e-05,8.377298455157351e-05,7.857644599999792e-05,2828822,2882820,ENSG00000056998,0,7.43270572116112e-05
42,0.0,0.0,0.0,3041471,3112727,ENSG00000062096,0,0.0
43,0.000541275199567644,0.0005944961628222976,0.0005626634216171357,153334147,153360110,ENSG00000063587,0,0.0005661449280023591
44,0.0005412360206593472,0.0006671158636225058,0.0006814379194932779,150692971,150765108,ENSG00000063601,0,0.0006299299345917103
45,0.0007963547847218616,0.0009599750285834095,0.0008698580532377812,46599251,46759118,ENSG00000065923,0,0.0008753959555143506
46,0.00014126118077466794,0.00019187773366843662,0.0001553314032700599,72578814,72714319,ENSG00000067177,0,0.00016282343923772148
47,0.0002503137040675003,0.0003011137356968633,0.00031821042636830544,54920462,54931431,ENSG00000067445,0,0.00028987928871088966
48,0.000535622567108089,0.0007145339180398974,0.0005282562103675688,153785766,153794512,ENSG00000067829,0,0.0005928042318385185
49,1.3005086481342258e-05,1.1646393348974841e-06,2.913054481468609e-06,153802166,153830565,ENSG00000067840,0,5.694260099236117e-06
50,0.0,0.0,0.0,153517642,153582939,ENSG00000067842,0,0.0
51,3.297555580705086e-05,3.7058659983592886e-05,2.6684342283095466e-05,24465244,24550466,ENSG00000067992,0,3.2239519357913074e-05
54,0.00013918437461042633,0.00021925878341344472,0.00015942472735043373,48539714,48562609,ENSG00000068354,0,0.0001726226284581016
56,0.0006469520662390294,0.0007226784140990564,0.000560584649391455,49113407,49123735,ENSG00000068394,0,0.0006434050432431803
57,0.0001733016644648054,0.0002305771499451252,0.00021534992412658742,48973720,49002264,ENSG00000068400,0,0.0002064095795121727
60,2.166765687636867e-06,0.0,0.0,43766610,43882450,ENSG00000069535,0,7.22255229212289e-07
62,0.0005677953480163891,0.0008637480546167152,0.0006937224575713895,154444141,154450654,ENSG00000071859,0,0.0007084219534014979
63,0.000510632891614738,0.000532544271813161,0.000549429897111123,154506159,154516242,ENSG00000071889,0,0.000530869020179674
64,0.00016976611731298464,0.00019949144518794761,0.00017183824654659513,84058346,84206356,ENSG00000072133,0,0.0001803652696825091
65,0.0,8.658501613088567e-07,0.0,111768011,112082776,ENSG00000072315,0,2.8861672043628556e-07
66,0.0005722542254693973,0.0007814627118620721,0.0006223535063907021,53374149,53422728,ENSG00000072501,0,0.0006586901479073906
68,6.967919630482169e-05,9.092503953314152e-05,8.528485036074e-05,10156975,10237660,ENSG00000073464,0,8.196302873290108e-05
69,2.9588616434776872e-05,1.1923819911275536e-05,0.0,80929500,80930347,ENSG00000073905,0,1.3837478782017469e-05
70,0.0001252280466458265,0.0001590419723900329,0.00016447655256775884,133300103,133415489,ENSG00000076716,0,0.00014958219053453942
71,0.0001799717472961202,0.00018276609022383126,0.0001611923958761266,132369320,132489968,ENSG00000076770,0,0.00017464341113202604
72,1.801489593805679e-06,2.419921340966923e-06,1.8158485891975724e-06,110944285,111227361,ENSG00000077264,0,2.0124198413233915e-06
73,0.0,0.0,0.0,111245099,111270483,ENSG00000077274,0,0.0
76,0.0008907889460139143,0.0010097097408417334,0.0010356131066734317,47561205,47571908,ENSG00000078061,0,0.0009787039311763598
77,0.0,0.0,0.0,78945332,78963727,ENSG00000078589,0,0.0
78,2.1408828266213193e-05,7.394977575658859e-06,1.2331125754839494e-05,79360384,79367667,ENSG00000078596,0,1.3711643865570516e-05
79,0.0003132903730930582,0.0003737555167420631,0.0003110975775065525,67949349,68433913,ENSG00000079482,0,0.0003327144891138913
80,0.000492181843293181,0.0006839968169448685,0.0006471820293893709,107825755,107931637,ENSG00000080561,0,0.0006077868965424734
81,0.0,0.0,0.0,107206611,107244247,ENSG00000080572,0,0.0
82,0.0004941712522619639,0.0006218446296436603,0.0005455109022584509,70444835,70505490,ENSG00000082458,0,0.0005538422613880251
83,0.00047594624688126694,0.0005213981195352339,0.0006194698807571178,55717749,55758774,ENSG00000083750,0,0.0005389380823912063
84,6.354373726907986e-05,0.00012835255423090957,0.00011386705790344681,129981107,130058071,ENSG00000085185,0,0.0001019211164678121
85,0.0005930735007250343,0.0007614675114214314,0.0006197663615083496,77504880,77786233,ENSG00000085224,0,0.0006581024578849384
86,0.0003576403641831746,0.0004244291040449572,0.0003789413043881159,16786432,16844519,ENSG00000086712,0,0.00038700359087208257
87,0.0,0.0,3.599649726639484e-06,18675909,18827921,ENSG00000086717,0,1.1998832422131613e-06
89,9.98851386335134e-05,0.00010465620236770295,0.00010319831688033013,15384799,15493564,ENSG00000087842,0,0.00010257988596051549
91,0.00013669083906960315,0.0001506830198736939,0.00013244691664097077,66162671,66268867,ENSG00000089472,0,0.00013994025852808928
92,0.0004472483551925675,0.00041184768270495584,0.00040417735238147944,107061885,107118823,ENSG00000089682,0,0.00042109113009300094
