,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.00011931051386985087,0.00013639635158202415,0.00013747783655020394,65438549,65534810,ENSG00000001497,0,0.00013106156733402633
3,6.33294688501091e-06,3.418820561147703e-06,3.737956177007568e-06,117897813,118117340,ENSG00000003096,0,4.4965745410553936e-06
6,0.00024467831819253587,0.0002807225715583836,0.0003089287954652216,11758159,11775772,ENSG00000005302,0,0.00027810989507204704
9,0.00012658312398298115,0.0001698948471329532,0.0001708936526353157,2903972,2929349,ENSG00000006756,0,0.0001557905412504167
10,0.00014549398348215667,0.0001767250083986885,0.0001893955322281598,7898247,7927739,ENSG00000006757,0,0.00017053817470300166
11,0.0,0.0,0.0,154295795,154330350,ENSG00000007350,0,0.0
12,5.796692614525094e-06,2.346994059341499e-06,0.0,100843324,100874359,ENSG00000007952,0,2.714562224622198e-06
13,0.0,1.598822977270223e-06,1.748067837964302e-06,47571901,47619857,ENSG00000008056,0,1.1156302717448418e-06
14,0.00011912848303374523,0.00011933053521111551,0.00012807256662874974,18425583,18653629,ENSG00000008086,0,0.00012217719495787017
15,0.0,0.0,0.0,124375903,125204312,ENSG00000009694,0,0.0
16,0.00017764050105468745,0.00017210380914651764,0.00016008418666744074,149476988,149521096,ENSG00000010404,0,0.00016994283228954858
17,1.3876484119118206e-06,8.427571811012851e-07,0.0,8528874,8732137,ENSG00000011201,0,7.434685310043686e-07
18,0.000792118754201463,0.0007759928622638017,0.0009002250001542801,21839617,21885423,ENSG00000012174,0,0.0008227788722065149
19,5.779198987687393e-05,0.00011753972386641901,0.00012137213189180807,49174802,49186528,ENSG00000012211,0,9.8901281878367e-05
20,0.0008371778446649157,0.0009128830053936955,0.0008433293185026933,154401236,154412112,ENSG00000013563,0,0.0008644633895204349
21,0.00031586656338682383,0.00034660430831069135,0.0003680061133824241,150361422,150514178,ENSG00000013619,0,0.00034349232835997976
22,0.0,0.0,0.0,48676596,48691431,ENSG00000015285,0,0.0
23,0.0001834369019611084,0.0002109292307405446,0.00022899470216565531,48458537,48470260,ENSG00000017483,0,0.00020778694495576943
26,0.00013558396004675874,0.00014638910937337854,0.00012504222618071214,150980509,150990771,ENSG00000029993,0,0.00013567176520028315
27,0.00011842922763152206,0.00014804048990327813,0.00015498818364148204,18892298,18984114,ENSG00000044446,0,0.00014048596705876074
28,0.000644614224548997,0.0006771087640872244,0.0005895596522696679,14006726,14029893,ENSG00000046647,0,0.0006370942136352965
29,0.0005031378413232154,0.0006065265734361608,0.0006051502603893805,13734743,13777955,ENSG00000046651,0,0.0005716048917162522
30,4.174952209144258e-05,4.450172653092308e-05,6.449724421160491e-05,13770939,13938638,ENSG00000046653,0,5.0249497611323525e-05
31,0.0,0.0,6.545172462694073e-06,142202342,142205290,ENSG00000046774,0,2.1817241542313577e-06
32,0.00035890795713999486,0.0004726381880905752,0.0004506879631215949,16587999,16712936,ENSG00000047230,0,0.0004274113694507217
33,6.6477854329830256e-06,0.0,0.0,37685791,37732130,ENSG00000047597,0,2.2159284776610085e-06
34,0.00016894348456142046,0.00022149441865048966,0.00025404127933031614,17737449,17754988,ENSG00000047634,0,0.00021482639418074208
36,3.4809488233310936e-05,2.483200501279815e-05,4.329322858316725e-05,11117651,11665920,ENSG00000047648,0,3.431157394309211e-05
37,1.5922434450471155e-06,3.868053073590765e-06,8.458246151679922e-06,49250438,49270477,ENSG00000049768,0,4.639514223439268e-06
38,0.00020090125703232456,0.00029037699262213364,0.00026233314465834955,49269793,49301461,ENSG00000049769,0,0.0002512037981042692
39,0.0,0.0,0.0,74732856,74925472,ENSG00000050030,0,0.0
40,0.00021506546320769834,0.0002535092663585308,0.0002842083804446953,130202707,130268899,ENSG00000056277,0,0.00025092770333697483
41,2.849680364388642e-05,3.296551220920469e-05,2.3427777035427526e-05,2828822,2882820,ENSG00000056998,0,2.829669762950621e-05
42,0.0,0.0,2.9594271256701416e-06,3041471,3112727,ENSG00000062096,0,9.864757085567139e-07
43,0.00038901592353405537,0.00039926123209605097,0.000454152383066843,153334147,153360110,ENSG00000063587,0,0.00041414317956564974
44,0.0004542498325216226,0.00047818929051314713,0.0005496383071518485,150692971,150765108,ENSG00000063601,0,0.000494025810062206
46,0.00016404670664071702,0.00015038503243492985,0.0001531188991305076,72578814,72714319,ENSG00000067177,0,0.0001558502127353848
47,5.267774656918351e-05,8.175898592327523e-05,9.230583861167854e-05,54920462,54931431,ENSG00000067445,0,7.558085703471242e-05
48,0.0004105268803817772,0.00033609352760049767,0.00042270684848522404,153785766,153794512,ENSG00000067829,0,0.000389775752155833
49,2.03745534152229e-05,2.3373163272943107e-05,3.607760594723501e-05,153802166,153830565,ENSG00000067840,0,2.6608440878467004e-05
50,0.0,0.0,0.0,153517642,153582939,ENSG00000067842,0,0.0
51,3.565370865607483e-05,3.181735742116806e-05,4.879899556054749e-05,24465244,24550466,ENSG00000067992,0,3.875668721259679e-05
54,0.00012265573656106092,0.0001249061261169632,0.00012340274152974342,48539714,48562609,ENSG00000068354,0,0.00012365486806925586
56,0.0005156679055669901,0.0004319714821785,0.00046835880578824363,49113407,49123735,ENSG00000068394,0,0.0004719993978445779
57,0.00011779575438126211,0.00011778026706776981,0.00010588139228209794,48973720,49002264,ENSG00000068400,0,0.00011381913791037662
60,1.1881050797980118e-05,2.061625483315118e-06,4.508142935964461e-06,43766610,43882450,ENSG00000069535,0,6.150273072419899e-06
62,0.0006199841429996227,0.0006244374592245145,0.0006443712059634626,154444141,154450654,ENSG00000071859,0,0.0006295976027292
63,0.0005532449285101283,0.0005010744917141319,0.0005120076088701582,154506159,154516242,ENSG00000071889,0,0.0005221090096981394
64,6.872646882360685e-05,8.212157425014651e-05,7.717260010687616e-05,84058346,84206356,ENSG00000072133,0,7.600688106020985e-05
65,0.0,0.0,0.0,111768011,112082776,ENSG00000072315,0,0.0
66,0.00019010386492699274,0.00019233367368954435,0.00027716962222767267,53374149,53422728,ENSG00000072501,0,0.0002198690536147366
68,1.949350634663457e-05,5.051282504943997e-05,3.106576714261512e-05,10156975,10237660,ENSG00000073464,0,3.369069951289656e-05
69,5.79441406346567e-06,0.0,0.0,80929500,80930347,ENSG00000073905,0,1.9314713544885564e-06
71,2.9806629518774036e-05,3.229074464998005e-05,2.35366527581271e-05,132369320,132489968,ENSG00000076770,0,2.8544675642293726e-05
72,1.1759676361194498e-05,3.999506131806047e-06,9.995078726803224e-06,110944285,111227361,ENSG00000077264,0,8.584753739934589e-06
73,6.955921734014013e-06,1.3518473370489223e-05,2.217056729845693e-05,111245099,111270483,ENSG00000077274,0,1.421498746765339e-05
76,0.0005935315878561722,0.0006821035404226578,0.0006497847284484847,47561205,47571908,ENSG00000078061,0,0.0006418066189091049
77,0.0,0.0,0.0,78945332,78963727,ENSG00000078589,0,0.0
78,0.0,0.0,0.0,79360384,79367667,ENSG00000078596,0,0.0
79,0.0004215703082705952,0.0004006483428738587,0.0004291736518935922,67949349,68433913,ENSG00000079482,0,0.0004171307676793487
80,0.000529920403836053,0.0005010608828609061,0.000655292863667751,107825755,107931637,ENSG00000080561,0,0.0005620913834549034
81,0.0,0.0,0.0,107206611,107244247,ENSG00000080572,0,0.0
