,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.00016969310539128067,0.0002002497256207084,0.00013223643201950574,65438549,65534810,ENSG00000001497,0,0.00016739308767716495
3,4.7280064714566925e-05,0.00016375247980278846,2.774024027603998e-05,117897813,118117340,ENSG00000003096,0,7.959092826446512e-05
6,0.00026699788270925334,0.0002690852317978101,0.0002650610321970327,11758159,11775772,ENSG00000005302,0,0.0002670480489013654
9,0.00021145817173204558,0.00010746191674590207,9.73075288401832e-05,2903972,2929349,ENSG00000006756,0,0.00013874253910604363
10,0.0004399625439525448,0.00042505761005746424,0.0003440795360530505,7898247,7927739,ENSG00000006757,0,0.0004030332300210199
11,0.0,0.0,0.0,154295795,154330350,ENSG00000007350,0,0.0
12,1.9671152170879278e-06,1.2908879075300221e-05,2.240407376915225e-06,100843324,100874359,ENSG00000007952,0,5.705467223101124e-06
13,6.7002064538346445e-06,5.862537592710281e-06,1.5262137490468584e-06,47571901,47619857,ENSG00000008056,0,4.696319265197261e-06
14,0.0001362422423390068,0.00016652517205635863,0.00011809695355025327,18425583,18653629,ENSG00000008086,0,0.00014028812264853957
15,0.0,0.0,0.0,124375903,125204312,ENSG00000009694,0,0.0
16,0.00019591824626725114,0.00023488423508400056,0.00013302412434352629,149476988,149521096,ENSG00000010404,0,0.00018794220189825934
17,4.873818332197406e-05,0.00013365149529182138,1.4480712324513885e-05,8528874,8732137,ENSG00000011201,0,6.562346364610311e-05
18,0.0009932047451717474,0.0009205339207380888,0.0008254637377769334,21839617,21885423,ENSG00000012174,0,0.0009130674678955899
19,7.79910626910416e-05,8.380414150122778e-05,5.921759330103338e-05,49174802,49186528,ENSG00000012211,0,7.367093249776759e-05
21,0.00016204400908701477,0.0001010126646475951,0.00022471947233936547,150361422,150514178,ENSG00000013619,0,0.00016259204869132512
22,0.0,0.0,0.0,48676596,48691431,ENSG00000015285,0,0.0
23,0.0002888379285391018,0.0008401539489248566,0.00019567822361045236,48458537,48470260,ENSG00000017483,0,0.00044155670035813695
26,0.00025433634416109554,0.00016075358262424472,0.00019651073961788305,150980509,150990771,ENSG00000029993,0,0.00020386688880107444
27,0.00013812569241046906,0.00021892534535510272,0.00015398258960027314,18892298,18984114,ENSG00000044446,0,0.00017034454245528163
28,0.000546876709204757,0.0006861587557409994,0.0008202876149731738,14006726,14029893,ENSG00000046647,0,0.0006844410266396433
29,0.00046873096021170566,0.00045029691636012774,0.0005569671641740935,13734743,13777955,ENSG00000046651,0,0.000491998346915309
30,1.0408963023813188e-05,1.0435815085980258e-05,5.92754204158999e-06,13770939,13938638,ENSG00000046653,0,8.924106717127813e-06
31,0.0,0.0,0.0,142202342,142205290,ENSG00000046774,0,0.0
32,0.0003264973891003592,0.00042930872252383085,0.00027400047847772103,16587999,16712936,ENSG00000047230,0,0.00034326886336730374
33,4.834145886750125e-06,0.0,0.0,37685791,37732130,ENSG00000047597,0,1.6113819622500417e-06
34,0.00018837392105967897,0.00030456453519742024,0.0003845222861023325,17737449,17754988,ENSG00000047634,0,0.0002924869141198106
35,0.0007397687267401633,0.0009064601062108334,0.0007488436124982016,10015254,10144474,ENSG00000047644,0,0.0007983574818163994
36,1.125013861928804e-05,3.076134733275976e-05,2.7548217742525688e-05,11117651,11665920,ENSG00000047648,0,2.3186567898191165e-05
37,9.725938094656976e-06,3.5458283990186307e-06,7.384777482531444e-06,49250438,49270477,ENSG00000049768,0,6.885514658735683e-06
38,0.00018396122299279584,0.0001437161996605655,0.00024465575441129557,49269793,49301461,ENSG00000049769,0,0.00019077772568821898
39,0.0,1.3303322381017859e-06,0.0,74732856,74925472,ENSG00000050030,0,4.43444079367262e-07
40,0.00035376858842107393,0.00029963091033108526,0.00025059521044750225,130202707,130268899,ENSG00000056277,0,0.00030133156973322046
