,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0001089169416017063,0.00013514288972081773,0.00016954866390472874,65438549,65534810,ENSG00000001497,0,0.00013786949840908426
3,7.13153266858224e-06,7.348940091249749e-06,8.662001405857282e-06,117897813,118117340,ENSG00000003096,0,7.714158055229758e-06
6,0.00032143077689452624,0.00026957507414888005,0.00031232936276338495,11758159,11775772,ENSG00000005302,0,0.0003011117379355971
9,0.00015859146839839505,0.00016068720206142962,0.0002178074184939541,2903972,2929349,ENSG00000006756,0,0.00017902869631792627
10,0.00018067098408493102,0.00015985049027003443,0.0001844216535677328,7898247,7927739,ENSG00000006757,0,0.0001749810426408994
11,0.0,0.0,0.0,154295795,154330350,ENSG00000007350,0,0.0
12,4.895742602826648e-06,0.0,0.0,100843324,100874359,ENSG00000007952,0,1.631914200942216e-06
13,1.6675426879108351e-06,5.155134781760979e-06,0.0,47571901,47619857,ENSG00000008056,0,2.274225823223938e-06
14,0.00012805285264060647,0.00013868907069699275,0.00014251969656154574,18425583,18653629,ENSG00000008086,0,0.00013642053996638166
15,0.0,0.0,0.0,124375903,125204312,ENSG00000009694,0,0.0
16,0.000154719212567636,0.00016771826902165898,0.0001998002370287034,149476988,149521096,ENSG00000010404,0,0.00017407923953933278
17,0.0,9.05776077486501e-07,0.0,8528874,8732137,ENSG00000011201,0,3.01925359162167e-07
18,0.0008135216235331296,0.0007888403305991139,0.0010325687661118896,21839617,21885423,ENSG00000012174,0,0.0008783102400813777
19,0.00011578109715569914,8.94830452979768e-05,0.00011250271862750433,49174802,49186528,ENSG00000012211,0,0.0001059222870270601
20,0.0008165333141006954,0.0009842506521433021,0.0009383352003429464,154401236,154412112,ENSG00000013563,0,0.0009130397221956479
21,0.00036045705565225516,0.0003305328610339491,0.000534005262771026,150361422,150514178,ENSG00000013619,0,0.0004083317264857434
22,0.0,0.0,0.0,48676596,48691431,ENSG00000015285,0,0.0
23,0.00017661592231219697,0.0002314913863793221,0.00017312038133156704,48458537,48470260,ENSG00000017483,0,0.0001937425633410287
26,0.0001431385530760435,0.00015897457739904,0.0001437217243572671,150980509,150990771,ENSG00000029993,0,0.0001486116182774502
27,0.00016532825727097242,0.00015085479519449753,0.00019320093989064205,18892298,18984114,ENSG00000044446,0,0.00016979466411870398
28,0.0005880818846992534,0.0006324730890880112,0.0007086732116093416,14006726,14029893,ENSG00000046647,0,0.0006430760617988688
29,0.0005977189925962798,0.0005824791125731706,0.0007852994573413745,13734743,13777955,ENSG00000046651,0,0.000655165854170275
30,5.93673512677906e-05,5.1166374703554464e-05,4.8246762001272396e-05,13770939,13938638,ENSG00000046653,0,5.292682932420582e-05
31,0.0,0.0,0.0,142202342,142205290,ENSG00000046774,0,0.0
32,0.00035001903669996606,0.0003711274572709905,0.0004855563114086599,16587999,16712936,ENSG00000047230,0,0.0004022342684598722
33,2.406237565421706e-06,0.0,3.5071562703666836e-06,37685791,37732130,ENSG00000047597,0,1.9711312785961297e-06
34,0.00023780911267435242,0.00024855965229069864,0.0002673873324556071,17737449,17754988,ENSG00000047634,0,0.00025125203247355275
36,3.989895295375696e-05,3.606604145917925e-05,3.7408878515430946e-05,11117651,11665920,ENSG00000047648,0,3.7791290976122386e-05
37,4.03430760012681e-06,1.0393237414976774e-05,1.1760224795330971e-05,49250438,49270477,ENSG00000049768,0,8.729256603478184e-06
38,0.00020332707582280314,0.00022271250194192774,0.00023072837417167664,49269793,49301461,ENSG00000049769,0,0.00021892265064546915
