,107_31YR_F,108_31YR_F,109_32YR_M,110_32YR_F,111_33YR_M,112_33YR_M,114_37YR_F,115_37YR_F,117_37YR_M,118_39YR_M,155_22YR_M,156_25YR_F,157_29YR_M,158_24YR_M,159_23YR_M,160_26YR_F,162_21YR_M,16_24YR_F,17_25YR_M,18_25YR_F,19_26YR_M,20_26YR_F,21_28YR_M,22_29YR_M,23_29YR_M,24_30YR_M,25_30YR_F,26_30YR_M,27_30YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0015541086705948652,0.0014117511562892807,0.001378792275729239,0.001623308975405936,0.001514554973202035,0.0014762869139962795,0.0012947482890116602,0.0011846686841098487,0.001185141114788235,0.0012893841848842067,0.0010806572712992366,0.0010245178345825129,0.001249310901477906,0.001321487627740071,0.000871019322495117,0.0011455335701669078,0.0010956509019172736,0.0016717394148455288,0.001629494071697085,0.0013935557012511612,0.0021114439994679188,0.0014734903213496648,0.0016022255553325658,0.001555614499376066,0.0007217374497353001,0.0019861368294503126,0.0015760311611108932,0.0017120825771178602,0.0022081373546706186,95672083,95953700,ABCC4|MOAT-B|MOATB|MRP4|-|13q32.1|protein-coding,0,0.0014256072966584684
1,0.0007693207785203487,0.001097128899448946,0.0010461740902232449,0.0009596803636212105,0.000606858088456227,0.0007126693196161169,0.0008632759052310482,0.0006978399833194643,0.0007005540475216599,0.0006151064361187197,0.000565782763196441,0.0006888946770106352,0.0006782568209911987,0.0006298344422381491,0.0006808652182032538,0.0007594551504687054,0.0006926595147740863,0.00039999073430925416,0.0006389082357005434,0.0007549991804622193,0.0009591641193617458,0.000750060847632808,0.000593490224245561,0.0006145898012454561,0.0007337585503024132,0.0007323005851952695,0.0007291517661043167,0.0005567250255474572,0.0005205532605307923,108870763,108886603,ABHD13|BEM46L1|C13orf6|bA153I24.2|-|13q33.3|protein-coding,0,0.0007154499596412859
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.090543974466243e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77526624,77532776,ACOD1|CAD|IRG1|-|13q22.3|protein-coding,0,2.789842749815946e-07
3,0.0005648858863261302,0.0001955516791800746,0.0001972111201226417,0.00039276613715281554,0.00035301379048002476,0.00047612375821161844,0.0005943921173339973,0.0005710453699303287,0.00019157401554307813,0.00046545805820393053,0.0006176055378426666,0.0003983052704094176,0.0003504037796425118,0.00046110212366794797,0.00021881912598362176,0.00010531817069217589,0.00022809196876325298,0.00011679990447203343,0.0003003163135550941,0.00021888488225973884,0.0004267453174492244,0.00021911889930846076,0.00028750277270182627,0.0005139164350777355,5.6334177167451574e-05,0.0006426896472124905,0.0004155278944856631,0.0005418962176868995,0.00036587457740164264,114076255,114103457,ADPRHL1|ARH2|-|13q34|protein-coding,0,0.0003616301706298102
7,0.0,0.0,2.05077090725824e-05,5.8464001413087354e-05,0.0,0.0,0.0,4.101257865179444e-05,1.8145985944297772e-05,0.0,2.1948469261930895e-05,3.955667314990397e-05,2.7407820387879636e-05,1.1049727056809633e-05,2.2137343484724382e-05,2.5667996374726283e-05,1.2141777804887991e-05,0.0,0.0,7.580724471398131e-05,0.0,3.809297787977856e-05,2.8387185364359425e-05,0.0,0.0,4.2296362727871654e-05,0.0,2.38550387322014e-05,2.7101820548269827e-05,31309645,31338565,ALOX5AP|FLAP|-|13q12.3|protein-coding,0,1.839933491617541e-05
8,0.001781407991521332,0.002098281514637733,0.002071278616330823,0.002671307298608619,0.0022117017040871154,0.003052347532738815,0.0017586721644350196,0.0027318760405767814,0.0014763693154352434,0.0018167657098114981,0.0017028354069048056,0.0014642054707487532,0.0016729178469665268,0.002125728572712729,0.001688965783046087,0.0015705109122061904,0.0015833456437469413,0.0023503533849623713,0.0018617648588693254,0.0018453259028574551,0.0027701307987902583,0.002283218930794161,0.002581253366852218,0.0019616235539506757,0.002607871699500771,0.00198219394817907,0.0019713048398714364,0.0034280335388949964,0.0026282155731688008,111530887,111567454,ANKRD10|-|-|13q34|protein-coding,0,0.002129303721420916
9,0.0,0.0,0.0,3.4207660401274513e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4342568092248598e-06,4.857082094054619e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371059989360935e-06,4.951253261225481e-06,0.0,0.0,2.50910626351781e-06,0.0,0.0,0.0,24481423,24523454,ANKRD20A19P|-|-|13q12.12|pseudo,0,7.428801537072812e-07
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19385283,19446107,ANKRD20A9P|-|-|13q11|pseudo,0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111796652,111800912,ARHGEF7-AS1|-|-|13q34|ncRNA,0,0.0
13,0.0,0.0,0.0,0.0,0.0,1.273706869101145e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.946738686824136e-06,0.0,0.0,0.0,0.0,1.8439600065563022e-05,0.0,0.0,0.0,0.0,1.8856628340569564e-05,0.0,0.0,0.0,1.983060040117304e-05,111766159,111768025,ARHGEF7-AS2|-|-|13q34|ncRNA,0,2.683125385694525e-06
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.462127691220764e-06,0.0,2.743558657741362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2259937673800413e-06,0.0,0.0,0.0,50202435,50208008,ARL11|ARLTS1|-|13q14.2|protein-coding,0,3.597131074600747e-07
