filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.00035370108039153197,0.0003082201058179831,0.0003499138648516344,0.00036575976606579306,0.0004399059009809477,0.00035607902559641136,0.00048523835588176425,0.0005814613980941925,0.00046909251468419484,0.00047082673845800604,-2.3779452048793936e-06,-0.00017701825006378113,-0.0002315475332425581,-0.00010333274861840179,-3.092083747705833e-05
0.5,0.0002321444730986191,0.00019798201720246832,0.00021929917755149703,0.000229581268613111,0.0003169898369709345,0.00023353766316996206,0.00034596059576323207,0.00039457401077341717,0.0003149056194029837,0.00036656373959413093,-1.3931900713429473e-06,-0.00014797857856076375,-0.00017527483322192015,-8.532435078987269e-05,-4.957390262319642e-05
1.0,0.0002142816344546501,0.00018010846353734585,0.00020067302043328845,0.00020854650439832586,0.00030730009866192194,0.00021523031823338773,0.00031695324833099414,0.00035901749799690066,0.00029193234876449657,0.0003462009803859434,-9.48683778737643e-07,-0.0001368447847936483,-0.0001583444775636122,-8.338584436617071e-05,-3.8900881724021456e-05
1.5,0.00020192723951440665,0.000170517543575032,0.00019107059307739302,0.00019692108996454728,0.00030095084264535776,0.00020257490411389875,0.0002985125684257672,0.00034332443472631625,0.0002787572971898716,0.00033467644478354664,-6.476645994921073e-07,-0.00012799502485073518,-0.00015225384164892322,-8.183620722532431e-05,-3.3725602138188885e-05
2.0,0.0001913248153515342,0.00016248389790617592,0.00018268555645592713,0.00018738725556770365,0.0002953121659393914,0.00019178569104069248,0.0002844822909798146,0.00033031651956806174,0.00026717072940231546,0.00032714467386558516,-4.6087568915829046e-07,-0.00012199839307363867,-0.0001476309631121346,-7.978347383461181e-05,-3.1832507926193756e-05
2.5,0.00018238502799412633,0.0001557878831550935,0.00017495939540189024,0.000179235542256942,0.00028926328581331144,0.0001827331386302986,0.0002722039147237055,0.00031930026296894177,0.00025737526353320574,0.0003190746009208692,-3.481106361722655e-07,-0.00011641603156861203,-0.00014434086756705153,-7.813972127626372e-05,-2.9811315107557753e-05
3.0,0.0001752896614067615,0.0001500915964009487,0.00016800885732811877,0.00017199465292358647,0.00028267696728542416,0.00017556509616465992,0.00026261499675402057,0.00031020775817486746,0.0002489387117578982,0.0003110990599741702,-2.754347578984306e-07,-0.00011252340035307185,-0.0001421989008467487,-7.694405883431173e-05,-2.8422092688746062e-05
3.5,0.0001696552435128458,0.00014473705078181263,0.0001620691452416224,0.00016599582404760736,0.0002757905216902842,0.000169879895998507,0.0002548966052520394,0.00030212312780235405,0.00024129194979736075,0.00030327398889674206,-2.2465248566120753e-07,-0.00011015955447022679,-0.00014005398256073165,-7.529612574975339e-05,-2.7483467206457842e-05
4.0,0.00016448234441762485,0.00013963974963901706,0.0001570053461604746,0.00016050506105195963,0.0002688100271216951,0.00016466871381802346,0.00024864009754350507,0.0002943945573905469,0.00023436137840472088,0.00029620289527349067,-1.863694003986175e-07,-0.00010900034790448801,-0.00013738921123007233,-7.385631735276125e-05,-2.7392868151795567e-05
4.5,0.00015953249635386154,0.00013487717688900276,0.00015225158093765663,0.0001552161570823096,0.00026188721838168083,0.00015968898098731756,0.00024306196475076992,0.00028804607349035326,0.0002285253302991303,0.0002889631482516017,-1.564846334560228e-07,-0.00010818478786176717,-0.00013579449255269664,-7.330917321682069e-05,-2.7075929869920857e-05
5.0,0.00015480390144287603,0.00013043234738841693,0.0001479699092337293,0.00015018309952817595,0.0002551293700317965,0.0001549366362540402,0.00023780712327396968,0.00028227554122015194,0.00022290724546981003,0.00028161944045320206,-1.3273481116416407e-07,-0.00010737477588555275,-0.00013430563198642265,-7.272414594163408e-05,-2.6490070421405576e-05
