,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,8.72702432429038e-05,9.810886549736074e-05,0.00010541592649377498,169849631,169894267,ENSG00000000457,0,9.69316784113465e-05
1,6.436502898565795e-05,4.5694568413823707e-05,4.824096846100683e-05,169662007,169854080,ENSG00000000460,0,5.2766855286829494e-05
2,0.0,0.0,0.0,27612064,27635185,ENSG00000000938,0,0.0
4,2.983955224118401e-05,2.627232389481378e-05,2.675594042526572e-05,24356999,24416934,ENSG00000001460,0,2.7622605520421172e-05
5,0.00041742168364007035,0.00030175559117518667,0.0003217186923922504,24415802,24472976,ENSG00000001461,0,0.0003469653224025025
8,0.0,0.0,0.0,54779712,54801323,ENSG00000006555,0,0.0
9,0.0001849400992717911,0.00011086421682237563,0.00010408273565783621,112523514,112620825,ENSG00000007341,0,0.00013329568391733432
10,0.0,4.875790162685507e-07,0.0,169722640,169764705,ENSG00000007908,0,1.6252633875618357e-07
11,0.00015119387098264697,0.00014604848435896962,0.0001506519123602803,6634168,6701924,ENSG00000007923,0,0.00014929808923396564
12,9.247096042305688e-05,0.000261380363523875,9.543019196548685e-05,171090901,171117819,ENSG00000007933,0,0.00014976050530413957
13,0.0,0.0,0.0,23506438,23531233,ENSG00000007968,0,0.0
14,4.645043382834331e-06,3.3594312979710287e-06,3.3541873872058376e-06,209583714,209613939,ENSG00000008118,0,3.7862206893370664e-06
15,1.4331710744608046e-05,6.5959808009588725e-06,1.3171369562531903e-05,1702379,1724357,ENSG00000008128,0,1.1366353702699607e-05
18,0.0,0.0,0.0,18630846,18748866,ENSG00000009709,0,0.0
19,5.187658541056915e-07,5.25261303104906e-07,0.0,11022009,11047239,ENSG00000009724,0,3.4800905240353254e-07
20,0.00022596933879614044,0.00020558723316105014,0.00026375618761942675,27725961,27763116,ENSG00000009780,0,0.00023177091985887243
21,0.0,8.655628743673453e-07,8.642117995057538e-07,209756032,209782320,ENSG00000009790,0,5.765915579576997e-07
22,0.0001686390516969879,0.00017188639003607115,0.00016859397673379208,231337104,231355023,ENSG00000010072,0,0.00016970647282228373
23,0.00014641872365041305,0.00013482763239399637,0.00016142405612290948,171781660,171814023,ENSG00000010165,0,0.00014755680405577297
24,0.00017927309843173607,0.0001915741584974814,0.00020282191282340747,41027202,41242306,ENSG00000010803,0,0.0001912230565842083
25,0.0,3.7246598717013593e-06,5.578268824550904e-06,171248471,171285978,ENSG00000010932,0,3.1009762320840877e-06
28,3.620748434734731e-05,2.982112883560218e-05,3.250619233995962e-05,11806096,11848079,ENSG00000011021,0,3.284493517430304e-05
29,0.0001260692989278724,0.00014280904337726075,0.0001582120023538278,149928651,149936879,ENSG00000014914,0,0.00014236344821965365
30,0.0,6.755399987186591e-07,2.697942165249761e-06,86468368,86500259,ENSG00000016490,0,1.1244940546561401e-06
31,6.406690949230224e-07,0.0,0.0,86547078,86580754,ENSG00000016602,0,2.135563649743408e-07
32,1.7532441725095311e-06,3.5503932238886373e-07,2.83588076356408e-06,160115759,160143591,ENSG00000018625,0,1.6480547528208248e-06
33,0.00015270517706229795,0.00020100235299488848,0.000152105611867287,35557473,35567274,ENSG00000020129,0,0.00016860438064149113
34,2.108780130060953e-05,1.4083129214189433e-05,2.7668706962737158e-05,24899511,24965121,ENSG00000020633,0,2.0946545825845373e-05
35,8.083405127476613e-07,0.0,0.0,56929207,56974383,ENSG00000021852,0,2.6944683758255377e-07
36,0.00030618689831376356,0.0002963379794500976,0.0003275121495779472,193090866,193106114,ENSG00000023572,0,0.00031001234244726946
37,0.00013192351641955777,0.00015010358758623657,0.0001491957135755576,150149183,150164720,ENSG00000023902,0,0.00014374093919378397
39,2.7679639090848148e-05,4.431171851584777e-05,5.067095486266717e-05,68474152,68497221,ENSG00000024526,0,4.08874374897877e-05
41,0.0,0.0,0.0,160739057,160754821,ENSG00000026751,0,0.0
42,1.2740690489886191e-06,8.60014387709372e-07,2.1466799687269083e-06,156840063,156859117,ENSG00000027644,0,1.4269211351416332e-06
43,0.0,0.0,2.681201530793422e-06,156806243,156816848,ENSG00000027869,0,8.937338435978072e-07
44,9.35261551447548e-06,7.102289530202229e-06,1.5364273638733502e-05,12166991,12209228,ENSG00000028137,0,1.0606392894470403e-05
46,2.20522541840453e-07,2.2328369586264907e-07,7.431173382472066e-08,69567922,70151945,ENSG00000033122,0,1.7270599050927427e-07
47,0.0,2.1255108903948344e-06,1.1672062041040475e-05,171635417,171652688,ENSG00000034971,0,4.599190977145103e-06
50,0.00011717267959715485,0.00011963259732631011,0.0001392708952176772,16246840,16352480,ENSG00000037637,0,0.0001253587240470474
51,0.00011181702985033777,0.00012487178821031527,0.00011220918260563508,19312326,19329300,ENSG00000040487,0,0.00011629933355542938
52,0.00015239601215083753,0.0001839569151030422,0.00020231087829623764,6624868,6635586,ENSG00000041988,0,0.00017955460185003913
53,2.1406354371923702e-07,1.0837188041379825e-07,1.0820272982804974e-07,215622891,216423448,ENSG00000042781,0,1.4354605132036166e-07
54,0.000182201169001804,0.00016805363636864017,0.0002173427191024018,39838110,39883511,ENSG00000043514,0,0.000189199174824282
56,0.00016386379763577984,0.00018292698820902349,0.0002152137607733124,12230030,12512047,ENSG00000048707,0,0.00018733484887270525
