,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,7.522775236960499e-05,6.130896579469864e-05,8.180230267384513e-05,169849631,169894267,ENSG00000000457,0,7.277967361271625e-05
1,0.00010111932841076433,0.00010286927342530492,0.00011440064565484737,169662007,169854080,ENSG00000000460,0,0.00010612974916363888
2,7.256041890967186e-07,0.0,6.010213954579388e-07,27612064,27635185,ENSG00000000938,0,4.4220852818488574e-07
3,1.998866852761583e-05,2.137738657283298e-05,2.5726577325559128e-05,196651754,196752476,ENSG00000000971,0,2.2364210808669313e-05
4,5.189975588754087e-05,3.228083332880956e-05,4.1317024882963526e-05,24356999,24416934,ENSG00000001460,0,4.183253803310465e-05
8,0.0,0.0,6.652444162578624e-07,54779712,54801323,ENSG00000006555,0,2.217481387526208e-07
9,9.110163180720777e-05,8.460256302383536e-05,9.100314770248864e-05,112523514,112620825,ENSG00000007341,0,8.890244751117724e-05
10,0.0,0.0,0.0,169722640,169764705,ENSG00000007908,0,0.0
11,0.00014049028055669222,0.00011234167829405616,9.917337665621252e-05,6634168,6701924,ENSG00000007923,0,0.00011733511183565364
12,1.4271552732604261e-06,0.0,0.0,171090901,171117819,ENSG00000007933,0,4.7571842442014203e-07
13,0.0,6.575249184304957e-07,0.0,23506438,23531233,ENSG00000007968,0,2.1917497281016524e-07
14,1.3272801157753803e-05,9.712322302326427e-06,6.71850891027841e-06,209583714,209613939,ENSG00000008118,0,9.901210790119547e-06
15,3.3781621063951583e-06,1.0947239833609903e-05,5.596295124079646e-06,1702379,1724357,ENSG00000008128,0,6.640565688028236e-06
18,0.0,0.0,0.0,18630846,18748866,ENSG00000009709,0,0.0
19,0.0,2.5309379181845895e-06,0.0,11022009,11047239,ENSG00000009724,0,8.436459727281965e-07
20,0.0002438223850153432,0.0002414387192430118,0.0002506906846944597,27725961,27763116,ENSG00000009780,0,0.00024531726298427156
21,6.332886634078707e-07,1.3902197521511131e-06,7.868339264559629e-07,209756032,209782320,ENSG00000009790,0,9.36780780671649e-07
22,0.0001524916354202244,0.00014381414225991837,0.00013216038984282163,231337104,231355023,ENSG00000010072,0,0.00014282205584098813
23,0.00019280919615705772,0.00015796164440629598,0.00014962373296363972,171781660,171814023,ENSG00000010165,0,0.00016679819117566448
24,0.000216317840171289,0.00015384796056260575,0.0001869475198485719,41027202,41242306,ENSG00000010803,0,0.00018570444019415554
25,0.0,0.0,5.643126747697738e-07,171248471,171285978,ENSG00000010932,0,1.881042249232579e-07
26,0.00041286812568511183,0.00041736462512219976,0.0003389642444874482,23743448,23762059,ENSG00000011007,0,0.0003897323317649199
28,2.972535818000109e-05,3.2077850147364485e-05,2.6859986262439486e-05,11806096,11848079,ENSG00000011021,0,2.9554398196601687e-05
29,0.0001744417920821946,0.00020305711837772546,0.0001813917249488856,149928651,149936879,ENSG00000014914,0,0.0001862968784696019
30,0.0,0.0,0.0,86468368,86500259,ENSG00000016490,0,0.0
31,0.0,0.0,1.1793758601125184e-06,86547078,86580754,ENSG00000016602,0,3.9312528670417277e-07
32,7.792929403241977e-07,1.1404893245518351e-06,2.9047140398451044e-06,160115759,160143591,ENSG00000018625,0,1.6081654349070457e-06
33,0.0001836627196167585,0.00017639278604156828,0.00018065282530918523,35557473,35567274,ENSG00000020129,0,0.00018023611032250402
34,1.4458718068959853e-05,1.3133932764472618e-05,1.9409742673943726e-05,24899511,24965121,ENSG00000020633,0,1.5667464502458735e-05
35,0.0,0.0,2.9760678123474736e-06,56929207,56974383,ENSG00000021852,0,9.920226041158246e-07
36,0.00023077812863962812,0.00024752328596526534,0.00023305151089045726,193090866,193106114,ENSG00000023572,0,0.0002371176418317836
37,0.000231369122135072,0.0002638425496656944,0.0002722879837704787,150149183,150164720,ENSG00000023902,0,0.0002558332185237484
39,0.0002751598354946599,0.00034673078260929997,0.0002823131012950702,68474152,68497221,ENSG00000024526,0,0.00030140123979967667
41,0.0,0.0,0.0,160739057,160754821,ENSG00000026751,0,0.0
42,0.0,0.0,0.0,156840063,156859117,ENSG00000027644,0,0.0
43,5.894299765386291e-06,5.750842205809453e-06,8.137126955743162e-07,156806243,156816848,ENSG00000027869,0,4.15295155559002e-06
44,4.2220639151549434e-05,3.3271316365750424e-05,3.6585625827166277e-05,12166991,12209228,ENSG00000028137,0,3.735919378148871e-05
46,0.0,0.0,1.3531636532508637e-07,69567922,70151945,ENSG00000033122,0,4.5105455108362125e-08
47,1.1663467102843837e-06,5.974288623867179e-06,0.0,171635417,171652688,ENSG00000034971,0,2.380211778050521e-06
50,0.00011140896033577983,9.567501693490612e-05,9.453681476108894e-05,16246840,16352480,ENSG00000037637,0,0.00010054026401059162
51,0.00012516645703288868,0.00013237106997118848,9.762189444826539e-05,19312326,19329300,ENSG00000040487,0,0.00011838647381744752
52,0.0001223380824330031,0.00013185521652061503,0.00014176665757046519,6624868,6635586,ENSG00000041988,0,0.00013198665217469444
53,2.3787071406905994e-07,1.0443660921751507e-06,5.910883327186133e-07,215622891,216423448,ENSG00000042781,0,6.244417129876079e-07
54,0.00012358240431632037,0.00015722343049010993,0.00013970025926193655,39838110,39883511,ENSG00000043514,0,0.00014016869802278896
56,0.00019733094539791085,0.0001636778215179536,0.00014837750209785124,12230030,12512047,ENSG00000048707,0,0.00016979542300457192
57,4.424756884994083e-05,4.515877822275555e-05,2.941682423608693e-05,40300489,40317813,ENSG00000049089,0,3.960772376959444e-05
58,0.00028325434026915864,0.00024329217967569933,0.00022306429726064734,9234774,9271337,ENSG00000049239,0,0.0002498702724018351
60,0.0001290778136259592,0.0001115245510059216,9.788062578899699e-05,7784291,7845177,ENSG00000049246,0,0.00011282766347362593
61,0.0,1.0015061234041215e-06,1.1336611135548622e-06,7843083,7853512,ENSG00000049247,0,7.117224123196612e-07
62,0.0,2.8260948029578934e-07,0.0,7915871,7943165,ENSG00000049249,0,9.420316009859645e-08
63,0.00016295553777891144,0.00015663315026863975,0.00015140147757596316,70852353,71047816,ENSG00000050628,0,0.0001569967218745048
69,0.00018483071826003866,0.00019363012428211975,0.00017769433674667015,235131634,235328219,ENSG00000054267,0,0.00018538505976294287
70,0.000177921115320421,0.00018468133234024077,0.0001348189095833041,241590102,241677376,ENSG00000054277,0,0.00016580711908132194
71,0.00019323872550100938,0.00020180960039482558,0.0002013172019274049,243256034,243500091,ENSG00000054282,0,0.00019878850927441328
72,4.431590881363832e-06,1.891633299177403e-06,8.870876698445575e-06,210328252,210676296,ENSG00000054392,0,5.064700292995603e-06
73,0.00033785975082924495,0.0003191356286750988,0.00029468110382684993,10210570,10381603,ENSG00000054523,0,0.0003172254944437312
75,7.409400775316311e-07,2.710900760808693e-07,3.3754827197826904e-06,85018082,85048500,ENSG00000055732,0,1.4625042911317301e-06
77,2.25137014009667e-06,0.0,3.108034148776125e-06,75796882,75913242,ENSG00000057468,0,1.7864680962909315e-06
79,3.479813471996876e-05,3.713413090336948e-05,3.452810158389239e-05,183186238,183245127,ENSG00000058085,0,3.548678906907688e-05
80,1.907893508010815e-05,2.2458901709605933e-05,1.4199951397026903e-05,16740273,16972964,ENSG00000058453,0,1.857926272891366e-05
82,2.1092302125816554e-06,6.7349291263662465e-06,4.605952151929366e-06,203795623,203854999,ENSG00000058673,0,4.483370496959089e-06
85,0.00015849426983079984,0.00019015730819190764,0.00016845632501992432,234391313,234479179,ENSG00000059588,0,0.00017236930101421056
86,0.00010740400521503899,0.00011345450886460594,0.00011769456268149417,26787054,26800659,ENSG00000060642,0,0.00011285102558704638
