,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,7.440865843078844e-05,7.689114828829646e-05,8.146154182411167e-05,169849631,169894267,ENSG00000000457,0,7.758711618106553e-05
1,5.897930018768368e-05,4.5076379676383507e-05,4.938873582659751e-05,169662007,169854080,ENSG00000000460,0,5.11481385635549e-05
2,5.567480959442359e-07,0.0,0.0,27612064,27635185,ENSG00000000938,0,1.8558269864807864e-07
3,5.993260638753455e-05,6.575898170135549e-05,5.966309041434873e-05,196651754,196752476,ENSG00000000971,0,6.178489283441292e-05
4,3.628236578865907e-05,2.58218645663207e-05,3.407556504133353e-05,24356999,24416934,ENSG00000001460,0,3.2059931798771096e-05
8,0.0,0.0,0.0,54779712,54801323,ENSG00000006555,0,0.0
9,9.77688925509035e-05,0.00010427248495857898,0.00010134622755328743,112523514,112620825,ENSG00000007341,0,0.00010112920168758996
10,0.0,0.0,0.0,169722640,169764705,ENSG00000007908,0,0.0
11,0.00014002449985458466,0.0001632389255775494,0.00014691995282739556,6634168,6701924,ENSG00000007923,0,0.00015006112608650988
12,1.2592965112633483e-05,9.129310372704127e-06,4.216591095040431e-06,171090901,171117819,ENSG00000007933,0,8.646288860126014e-06
13,0.0,0.0,0.0,23506438,23531233,ENSG00000007968,0,0.0
14,0.0,3.369215603888076e-06,6.535842846828689e-06,209583714,209613939,ENSG00000008118,0,3.3016861502389213e-06
15,1.0368105683841484e-05,1.0584306248337811e-05,1.2357334443341043e-05,1702379,1724357,ENSG00000008128,0,1.1103248791840113e-05
18,0.0,0.0,0.0,18630846,18748866,ENSG00000009709,0,0.0
19,8.846239176897911e-07,0.0,0.0,11022009,11047239,ENSG00000009724,0,2.9487463922993036e-07
20,0.0002615428049829158,0.00026272087174332334,0.00029806918328903465,27725961,27763116,ENSG00000009780,0,0.0002741109533384246
21,2.4295771177871493e-07,5.787225677946432e-07,0.0,209756032,209782320,ENSG00000009790,0,2.738934265244527e-07
22,0.00015653821941008581,0.0001583378434777334,0.00015263628932371884,231337104,231355023,ENSG00000010072,0,0.00015583745073717936
23,0.00012877201138572307,0.0001715132125521654,0.00013121805417533818,171781660,171814023,ENSG00000010165,0,0.0001438344260377422
24,0.0001553929368662387,0.0001880978431500093,0.00018967090130435094,41027202,41242306,ENSG00000010803,0,0.00017772056044019967
25,2.3000713467931348e-05,2.5525970405441486e-05,3.489008648312986e-05,171248471,171285978,ENSG00000010932,0,2.7805590118834233e-05
26,0.0003290136460197414,0.00035857503321241375,0.00036491984650055716,23743448,23762059,ENSG00000011007,0,0.00035083617524423746
28,4.6307026901841014e-05,3.786515169424769e-05,3.637190287408641e-05,11806096,11848079,ENSG00000011021,0,4.018136049005837e-05
29,0.00016679427557811797,0.00016284483008113752,0.00014853968840960636,149928651,149936879,ENSG00000014914,0,0.0001593929313562873
30,0.0,0.0,0.0,86468368,86500259,ENSG00000016490,0,0.0
31,0.0,0.0,0.0,86547078,86580754,ENSG00000016602,0,0.0
32,8.969142491959408e-07,1.4242933239525738e-06,1.9187118804941284e-06,160115759,160143591,ENSG00000018625,0,1.4133064845475476e-06
33,0.00019989532377556708,0.00018836142038290823,0.000203489752349538,35557473,35567274,ENSG00000020129,0,0.00019724883216933777
34,1.6832297854166344e-05,1.1846057934065715e-05,1.86588295327311e-05,24899511,24965121,ENSG00000020633,0,1.5779061773654388e-05
35,6.892101337310749e-07,0.0,0.0,56929207,56974383,ENSG00000021852,0,2.2973671124369164e-07
36,0.00021679376191958136,0.00024411654178742244,0.00027748552947172965,193090866,193106114,ENSG00000023572,0,0.00024613194439291117
37,0.0003115953360377702,0.00029803687612463167,0.00023952991530798502,150149183,150164720,ENSG00000023902,0,0.000283054042490129
39,6.378462236071047e-06,1.101523491276179e-05,1.9239506093152683e-05,68474152,68497221,ENSG00000024526,0,1.2211067747328508e-05
