,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.002036974485628009,0.00285680735313311,0.0024557736765235877,9475009,9538114,ENSG00000017797,0,0.0024498518384282355
7,0.0033756027346061985,0.0030691394349064644,0.0034849869797680694,57544377,57586732,ENSG00000066926,0,0.0033099097164269106
8,0.006454729429352507,0.006569939819376951,0.00632848825436741,20946906,21111813,ENSG00000067900,0,0.00645105250103229
10,0.003179830587720098,0.0037892670208959575,0.0038693518613684024,58862600,58986480,ENSG00000074657,0,0.003612816489994819
11,0.027553798729845088,0.026296811402004343,0.025227695229162128,59327823,59359265,ENSG00000074695,0,0.026359435120337185
15,0.0020761124149492947,0.0021973682832363657,0.0020815511761939735,41955234,42087830,ENSG00000078142,0,0.0021183439581265446
18,0.008081274958842559,0.00781477685443232,0.00836201514258741,2571557,2616635,ENSG00000080986,0,0.008086022318620762
21,0.008515482407447083,0.009811737011478548,0.009237825812333776,57646426,57803315,ENSG00000081923,0,0.009188348410419801
24,0.0032226738443014557,0.003264829650782506,0.0030861140935142073,12947133,12987536,ENSG00000085415,0,0.0031912058628660567
27,0.0016581174821110707,0.002076926076134131,0.001868197957372712,56597209,56651600,ENSG00000091164,0,0.0018677471718726378
29,0.0019341688437457278,0.0023052901798720766,0.0023068530779842243,76357682,76495242,ENSG00000101493,0,0.002182104033867343
31,0.002554039819986412,0.0028097518503332,0.002871533111266941,80109262,80147523,ENSG00000101544,0,0.002745108260528851
33,0.006797014257382471,0.008229658763428538,0.007029392232743533,158383,214629,ENSG00000101557,0,0.007352021751184848
34,0.00949827395754068,0.008846524130642852,0.009207828342343995,9914016,9960021,ENSG00000101558,0,0.009184208810175842
36,0.00278823163522018,0.0034958739359546597,0.003090541167607873,2885296,3013144,ENSG00000101577,0,0.0031248822462609043
37,0.006439990479752829,0.006638798625890787,0.006536858507848524,2655726,2805017,ENSG00000101596,0,0.006538549204497379
39,0.07894778559153785,0.07733836598555324,0.07824227269587947,3247481,3256236,ENSG00000101608,0,0.07817614142432351
42,0.0044097171364114425,0.004558002192444273,0.004561023452743716,12991362,13125052,ENSG00000101639,0,0.00450958092719981
43,0.0041952189453790326,0.004502071389957564,0.004201354061053107,13726660,13764556,ENSG00000101654,0,0.004299548132129901
