,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
7,0.0022978474645239306,0.002089873576497203,0.0021579254854160487,57544377,57586732,ENSG00000066926,1,0.002181882175479061
8,0.006370043916369094,0.005294644154114486,0.006968032198287332,20946906,21111813,ENSG00000067900,1,0.0062109067562569715
10,0.002832601957335611,0.002596921246898453,0.0026387606013286587,58862600,58986480,ENSG00000074657,1,0.0026894279351875744
11,0.02665421604513915,0.029647303780039318,0.027808375875553102,59327823,59359265,ENSG00000074695,1,0.028036631900243858
21,0.01114990192800003,0.01606454412294188,0.009010823484614332,57646426,57803315,ENSG00000081923,1,0.012075089845185414
24,0.0022464848684451734,0.0021578706146194596,0.002378742612420093,12947133,12987536,ENSG00000085415,1,0.0022610326984949087
33,0.006563410541325495,0.006868660077897745,0.006605735786990535,158383,214629,ENSG00000101557,1,0.006679268802071259
34,0.005933545988424802,0.00575557518722079,0.006652205449184274,9914016,9960021,ENSG00000101558,1,0.006113775541609956
36,0.0030303869530852227,0.0025588171507579228,0.003340802809852069,2885296,3013144,ENSG00000101577,1,0.002976668971231738
37,0.0044831333565730595,0.004384758861865809,0.005063231928248241,2655726,2805017,ENSG00000101596,1,0.004643708048895703
39,0.1679420321477712,0.1645677257050923,0.15805632587489038,3247481,3256236,ENSG00000101608,1,0.1635220279092513
42,0.003126344872981746,0.002859516577717186,0.0030580693572112446,12991362,13125052,ENSG00000101639,1,0.0030146436026367257
43,0.003368225354372741,0.003041536977573674,0.0037317583099520405,13726660,13764556,ENSG00000101654,1,0.0033805068806328185
48,0.003133578603257768,0.003020537512482778,0.00409317602735348,9136228,9285985,ENSG00000101745,1,0.0034157640476980087
51,0.008348842067565119,0.00945458268284909,0.010759786073247547,21704957,21870953,ENSG00000101752,1,0.009521070274553919
52,0.0030010643007017533,0.0029583956182743583,0.004055400290994106,22798261,23026488,ENSG00000101773,1,0.0033382867366567397
53,0.005595240042856187,0.004409291923046261,0.005753252551815261,23453287,23486603,ENSG00000101782,1,0.0052525948392392365
56,0.24493686482062904,0.22896279528200825,0.21119768457640434,3261479,3278461,ENSG00000118680,1,0.22836578155968054
57,0.0027669582568017317,0.002427558964591383,0.0025473898358780935,63327726,63367228,ENSG00000119537,1,0.002580635685757069
58,0.008494905954394201,0.007839145282255404,0.009127816857412886,63389190,63422483,ENSG00000119541,1,0.008487289364687498
60,0.002337110599135619,0.0024329311552465137,0.002359676280733599,79902420,79951657,ENSG00000122490,1,0.0023765726783719107
61,0.012010158108466059,0.011506285308676546,0.013675398102982931,12658043,12728945,ENSG00000128789,1,0.012397280506708512
62,0.008126179911904407,0.007831765333710524,0.010719516005581315,9334767,9402420,ENSG00000128791,1,0.008892487083732083
73,0.004818721895244095,0.0052608860205170934,0.00593917851051125,54151606,54224669,ENSG00000134046,1,0.005339595475424146
74,0.003068020086119054,0.0034670575235354996,0.004056957950298418,47152834,47176364,ENSG00000134049,1,0.003530678519984324
75,0.0061554918019547595,0.006377141999026456,0.006328908913041081,10525905,10552764,ENSG00000134265,1,0.006287180904674099
76,0.0065842320839619,0.006785872081654126,0.008576178513180835,12446512,12658107,ENSG00000134278,1,0.007315427559598953
78,0.023760235549507396,0.0208526267703716,0.028188164117250714,57600656,57622213,ENSG00000134440,1,0.024267008812376572
88,0.004916470726635409,0.005179429219116714,0.005839796418189789,36129444,36180557,ENSG00000134759,1,0.005311898787980637
93,0.005457894750017431,0.003804967405576852,0.004617384276797179,36777647,36829216,ENSG00000134779,1,0.004626748810797154
94,0.008841694959677081,0.006757628878685073,0.008505429103633734,26016253,26091217,ENSG00000141380,1,0.008034917647331963
96,0.0032061466389980433,0.0028107630398385218,0.0031833159787237747,12328944,12377227,ENSG00000141385,1,0.003066741885853446
100,0.018610406030406187,0.014917263235583081,0.016031439665268626,36108531,36129385,ENSG00000141424,1,0.016519702977085965
101,0.002194992944178139,0.0022996912286420913,0.0021899061126395432,35984387,36067576,ENSG00000141425,1,0.002228196761819925
102,0.004628046126723099,0.004178202709649826,0.0046451003280474175,35972625,35979286,ENSG00000141428,1,0.004483783054806781
103,0.025651240145954247,0.044784855571499416,0.015290096378015386,35581117,35711834,ENSG00000141429,1,0.02857539736515635
109,0.002247547538691767,0.0025582705117040716,0.0027044310336331056,21529284,21600884,ENSG00000141446,1,0.002503416361342981
113,0.0022613167331102654,0.0021266985825400832,0.002243622365542445,23503470,23531822,ENSG00000141452,1,0.0022105458937309312
117,0.0024293996617559986,0.002503759846153505,0.0029109866117468745,49036387,49461347,ENSG00000141627,1,0.0026147153732187928
121,0.00229304768822904,0.0021939206028214636,0.0027448230993483698,51028394,51085045,ENSG00000141646,1,0.0024105971301329582
127,0.007009302635970844,0.008002681770101251,0.008015465942587414,79970813,80033949,ENSG00000141759,1,0.007675816782886503
133,0.0069736202476206165,0.009093500981888178,0.008372569803964709,45800581,45967329,ENSG00000152223,1,0.0081465636778245
135,0.019263964722109783,0.02227466720127402,0.02118947978092073,46080248,46104334,ENSG00000152234,1,0.02090937056810151
136,0.0027322161016757602,0.003085118031234806,0.0031092133859965776,46104378,46128333,ENSG00000152240,1,0.002975515839635715
138,0.003324708216920064,0.0033751502716358405,0.0034224661573499966,31829197,31953136,ENSG00000153339,1,0.0033741082153019666
141,0.007594657500441596,0.007670921643969571,0.009684445547786675,24426634,24453531,ENSG00000154059,1,0.008316674897399281
146,0.0045946891865614806,0.004397664016862215,0.004604895445802777,9546791,9615240,ENSG00000154845,1,0.004532416216408825
155,0.003156466003517408,0.0038501047076702805,0.005918468873511629,63752935,63805376,ENSG00000166396,1,0.004308346528233106
157,0.017505306734702904,0.015304776210477338,0.015869154068951632,68673688,68715108,ENSG00000166479,1,0.01622641233804396
161,3.080069699631225e-05,0.0044208870860984245,0.014997462681091138,60371062,60372775,ENSG00000166603,1,0.0064830501547286255
171,0.002367788962967227,0.0022111991899792524,0.0028099365756332536,49782164,49813953,ENSG00000167315,1,0.0024629749095265775
172,0.0039048353311030926,0.001421641639801151,0.003200539455479147,23992773,24135610,ENSG00000168234,1,0.0028423388087944635
174,0.006777401983484487,0.00527572517450771,0.005703434256503238,9708275,9862551,ENSG00000168461,1,0.005918853804831811
177,0.007354317397849344,0.010370944875249035,0.011629548068918883,27932879,28177946,ENSG00000170558,1,0.009784936780672422
179,0.003917914752928902,0.0036924298780786446,0.004763107776992794,70289045,70330199,ENSG00000170677,1,0.004124484136000113
182,0.004210294906465307,0.0034003352276286056,0.0031810219223024935,58671465,58754477,ENSG00000172175,1,0.0035972173521321357
184,0.005621708907902549,0.005217742855790964,0.005820563120833093,35332227,35345482,ENSG00000172466,1,0.0055533382948422015
