,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
2,0.0009749312724326755,0.0009298175444632489,0.000941322020971446,141958328,141990292,ENSG00000013561,1,0.0009486902792891235
9,0.001562386726047163,0.001431221676798386,0.0015538965529891117,137937960,138051961,ENSG00000031003,1,0.00151583498527822
11,0.002037867397046558,0.0021368074131797193,0.0015444766240537806,172958729,172969771,ENSG00000037241,1,0.0019063838114266858
14,0.0010455175570807157,0.0009956831260198602,0.0010059542172295153,154038959,154220478,ENSG00000037749,1,0.0010157183001100304
15,0.0008213178074827313,0.0007904994670830624,0.0008149140999168672,163503114,163519558,ENSG00000038274,1,0.0008089104581608869
16,0.0011121878658990425,0.0010339041449300538,0.0013819649941351473,14143342,14532128,ENSG00000038382,1,0.0011760190016547479
17,0.009716156399643487,0.008806008437183892,0.011193755944945937,83471618,83582303,ENSG00000038427,1,0.009905306927257771
18,0.0007505838373687155,0.0007481877589189113,0.0007376232496347792,55307989,55425579,ENSG00000039123,1,0.000745464948640802
20,0.0008487675068243154,0.0008002050043015619,0.0007869225780154326,80408013,80483379,ENSG00000039319,1,0.0008119650297137701
22,0.001885744216806612,0.001879203682712746,0.0021059794701005865,34656328,34832612,ENSG00000039560,1,0.0019569757898733144
24,0.0006891753368014948,0.0007228835760877004,0.0006852521533275981,169583636,169604778,ENSG00000040275,1,0.0006991036887389312
28,0.0030604155068294676,0.002987864528002657,0.0034742773463354616,138610967,138935034,ENSG00000044115,1,0.0031741857937225286
30,0.0005907821480419035,0.0005643006892010366,0.0006502875253104062,176647387,176659054,ENSG00000048140,1,0.0006017901208511155
34,0.0007510151270680657,0.0007501789916260786,0.0008542066934631635,1317752,1345099,ENSG00000049656,1,0.0007851336040524359
35,0.0051247872253684205,0.005259149562732729,0.004856436168997407,74640023,74722647,ENSG00000049860,1,0.005080124319032852
41,0.000775863916891485,0.0007405848475747562,0.0007819245197818541,153990148,154038936,ENSG00000055147,1,0.0007661244280826985
43,0.0024581515557728553,0.002282222089700775,0.00238607340537778,32354350,32444740,ENSG00000056097,1,0.002375482350283803
44,0.0009681917202737584,0.000951877169813378,0.0009279803068899876,97160867,97183247,ENSG00000058729,1,0.0009493497323257079
46,0.001106884070735162,0.0010463842001796834,0.0010674411368327486,57173948,57264679,ENSG00000062194,1,0.0010735698025825314
48,0.0006338033576907808,0.0006064270134881958,0.0006088684213202532,128083766,128189677,ENSG00000064651,1,0.0006163662641664099
53,0.005034498514357579,0.0055297538496960836,0.005702935488600137,55424854,55534969,ENSG00000067113,1,0.005422395950884599
54,0.0015497304799943254,0.001580213192017304,0.0017594604507079304,55256055,55307694,ENSG00000067248,1,0.001629801374239853
60,0.0018267924026017695,0.0017776940259921494,0.002545954036606222,150485818,150558211,ENSG00000070614,1,0.00205014682173338
64,0.0023094808556698458,0.0021815228316917406,0.0025036244739327384,132875395,132963634,ENSG00000072364,1,0.0023315427204314413
66,0.000845856756786971,0.0008356447808556873,0.0008602279981387494,132190147,132295315,ENSG00000072682,1,0.0008472431785938025
68,0.003071764732809001,0.002789965788354368,0.002779696645945539,171861549,172006873,ENSG00000072803,1,0.0028804757223696354
88,0.0036638103451105833,0.00337649546680472,0.0032655697828973588,72816312,72916733,ENSG00000083312,1,0.003435291864937554
89,0.0006017363802554062,0.0005445788629430618,0.0005962672889519319,41730065,41870425,ENSG00000083720,1,0.0005808608440501334
90,0.0005532985018645853,0.0006022289274003825,0.0005902833502068654,69350984,69370013,ENSG00000085231,1,0.000581936926490611
91,0.0013002578158406353,0.0013957023651196105,0.0011396670648318827,78360611,78480739,ENSG00000085365,1,0.0012785424152640427
96,0.0016993667783975657,0.0017992626206022341,0.0023567682070373334,179110853,179345461,ENSG00000087116,1,0.001951799202012378
102,0.000562781896293556,0.0006535326308683205,0.0006078015576391313,138187650,138213343,ENSG00000094880,1,0.0006080386949336693
104,0.004237608373467181,0.0038050528230329124,0.003983456669591326,65883128,66082546,ENSG00000112851,1,0.004008705955363807
109,0.0027950033140785946,0.0027547690758650423,0.002940607910495466,109689927,109869625,ENSG00000112893,1,0.002830126766813034
110,0.002298561020199981,0.0021378834590150136,0.002596530686353884,9035033,9546075,ENSG00000112902,1,0.0023443250551896263
115,0.0031663818864693305,0.0031446607193107174,0.00401965115114087,10679230,10761234,ENSG00000112977,1,0.0034435645856403054
119,0.00061124285212803,0.000606194365797086,0.0006802371673135988,43602692,43707405,ENSG00000112992,1,0.000632558128412905
120,0.0007593324407663382,0.000724572777410308,0.0007707785791858127,44808947,44820428,ENSG00000112996,1,0.0007515612657874863
121,0.002959830518379158,0.00290652519667235,0.002666133201656935,138553756,138575675,ENSG00000113013,1,0.002844162972236148
122,0.0011192935062911329,0.0011273299568582509,0.001076789142567203,72214953,72321717,ENSG00000113048,1,0.001107804201905529
