,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
2,0.0009957894126951029,0.000989961274095293,0.0010329793842022818,141958328,141990292,ENSG00000013561,1,0.0010062433569975593
9,0.0015057441879068303,0.0015172874523033965,0.0014876446984059394,137937960,138051961,ENSG00000031003,1,0.001503558779538722
11,0.0021044008505710053,0.002309385854897724,0.001995404568390236,172958729,172969771,ENSG00000037241,1,0.0021363970912863218
14,0.0010419411050294877,0.0010076858380974095,0.0010147394960300534,154038959,154220478,ENSG00000037749,1,0.0010214554797189836
15,0.0007423187185841834,0.0007735274959198531,0.0007925357048620885,163503114,163519558,ENSG00000038274,1,0.0007694606397887083
16,0.0010323490438323044,0.0010957108523367693,0.0011670480060132261,14143342,14532128,ENSG00000038382,1,0.0010983693007274333
17,0.008244331581807336,0.008370252599926856,0.009467266744628423,83471618,83582303,ENSG00000038427,1,0.008693950308787538
18,0.0007086501305615034,0.0007419359849529741,0.0006944704165083719,55307989,55425579,ENSG00000039123,1,0.0007150188440076165
20,0.0007664465320819943,0.0007532561067459531,0.0008430193768579114,80408013,80483379,ENSG00000039319,1,0.0007875740052286197
22,0.0016497136626506283,0.0016045963666376306,0.0016975566207938191,34656328,34832612,ENSG00000039560,1,0.0016506222166940262
24,0.0006071838383035687,0.0007619837496724394,0.0006567078551067231,169583636,169604778,ENSG00000040275,1,0.0006752918143609104
28,0.0030445376824352996,0.0030012584866213987,0.003018815715478192,138610967,138935034,ENSG00000044115,1,0.0030215372948449635
34,0.000792528599061924,0.0007895350345892299,0.0007369742638098711,1317752,1345099,ENSG00000049656,1,0.0007730126324870084
35,0.005448968358796618,0.00542359456791786,0.0051057857568690395,74640023,74722647,ENSG00000049860,1,0.005326116227861173
41,0.0007639394045275526,0.0008027912624804586,0.0007861948212155647,153990148,154038936,ENSG00000055147,1,0.0007843084960745253
43,0.0021471835647328004,0.002204441085975561,0.002425579304954549,32354350,32444740,ENSG00000056097,1,0.0022590679852209704
44,0.0009485241283162022,0.0008543765447271196,0.0008096251153014429,97160867,97183247,ENSG00000058729,1,0.0008708419294482548
46,0.0010224459835494269,0.0009385761110160686,0.0009572122337026351,57173948,57264679,ENSG00000062194,1,0.0009727447760893769
48,0.0006038513235127136,0.0005665704408382958,0.0006691981989625851,128083766,128189677,ENSG00000064651,1,0.0006132066544378648
53,0.005533518513488504,0.005143893043002082,0.004894959321649517,55424854,55534969,ENSG00000067113,1,0.005190790292713367
54,0.0015458750298338734,0.0015092800032149504,0.0015983172287535596,55256055,55307694,ENSG00000067248,1,0.0015511574206007945
60,0.0015920551123505455,0.0017302401849231606,0.0020046534514433956,150485818,150558211,ENSG00000070614,1,0.0017756495829057007
64,0.0020024220012800375,0.0020826976233112152,0.002336161545198114,132875395,132963634,ENSG00000072364,1,0.0021404270565964557
66,0.0008152370999555642,0.0008294477346349811,0.0008162520596536817,132190147,132295315,ENSG00000072682,1,0.000820312298081409
68,0.0027496133881369355,0.0027995065457227008,0.002925392128607857,171861549,172006873,ENSG00000072803,1,0.002824837354155831
88,0.0030991229038055713,0.0030764232517690197,0.0035514997396865005,72816312,72916733,ENSG00000083312,1,0.003242348631753697
90,0.0008301262373915213,0.0006507241463141267,0.0007035030070435072,69350984,69370013,ENSG00000085231,1,0.0007281177969163851
91,0.0012485714516543046,0.0012155557812893235,0.0013282717994656322,78360611,78480739,ENSG00000085365,1,0.0012641330108030867
96,0.0016546895087233683,0.0017731161311581084,0.0018414269687357053,179110853,179345461,ENSG00000087116,1,0.0017564108695390607
102,0.0006372115697468821,0.000594114101583457,0.0005772983531572303,138187650,138213343,ENSG00000094880,1,0.0006028746748291898
104,0.0038395379533217263,0.0035691369831942136,0.003993081229243163,65883128,66082546,ENSG00000112851,1,0.003800585388586368
