filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.00037887445559903166,0.0003680190632150522,0.000392604094448904,0.000381536779968589,0.0005040696093059964,0.0003804542577112675,0.000550925678665344,0.0006778120262274211,0.0006618179131737205,0.0008081394297596096,-1.579802112235823e-06,-0.00018290661545029184,-0.00028520793177851713,-0.00028028113320513156,-0.00030406982045361316
0.5,0.00028236468947941975,0.0002721428759171609,0.0002814280724552959,0.0002770898833555221,0.00041112863551363984,0.000283254148927795,0.00042020586027320157,0.000505138602434695,0.000491603882969644,0.0006924918572612123,-8.89459448375244e-07,-0.00014806298435604065,-0.00022371052997939914,-0.0002145139996141219,-0.0002813632217475724
1.0,0.00027166684936262466,0.00025621636899024366,0.000269859156956408,0.00026219683648940804,0.00038832524903940983,0.0002721601498203699,0.0004109363113151334,0.0004953536879004335,0.000484465973114512,0.0006816184016124386,-4.933004577452283e-07,-0.00015471994232488972,-0.00022549453094402547,-0.00022226913662510395,-0.0002932931525730287
1.5,0.00026365689343413367,0.0002463141358974252,0.0002621696215934483,0.00025389726611626227,0.0003749425589177822,0.000264005505189212,0.0004032878424758708,0.00048807514896645157,0.00047722701918364755,0.0006724095777574953,-3.486117550783479e-07,-0.00015697370657844563,-0.00022590552737300327,-0.00022332975306738528,-0.0002974670188397131
2.0,0.0002560072538711308,0.00023781301625814147,0.000255771971187461,0.00024675267170165847,0.00036575022733893357,0.0002562781536074003,0.00039572510031952887,0.00048128871671779033,0.0004700186261426333,0.0006637786578166132,-2.7089973626950653e-07,-0.0001579120840613874,-0.00022551674553032935,-0.00022326595444097482,-0.00029802843047767964
2.5,0.0002487680642377774,0.00023024089450749132,0.00025021203457486715,0.0002403909775726481,0.00035856362169317454,0.0002489882486742552,0.00038800831970475195,0.0004747322713305643,0.00046299065287155915,0.0006554474706733712,-2.2018443647780356e-07,-0.00015776742519726063,-0.00022452023675569716,-0.00022259967529891106,-0.0002968838489801967
3.0,0.00024190958143176212,0.00022312932275161393,0.00024475752758351915,0.00023427111860940277,0.00035243608331620856,0.0002420933907348725,0.000380359357312095,0.0004682896801985298,0.00045608890276174644,0.0006473314221615494,-1.838093031103754e-07,-0.00015723003456048106,-0.00022353215261501066,-0.00022181778415234367,-0.0002948953388453409
3.5,0.0002354074150981198,0.00021644937049376884,0.00023950175090511108,0.0002285502184184482,0.0003470362517893844,0.00023556383679910843,0.00037291077665387246,0.0004619305590355867,0.0004492911889314887,0.0006394304040032958,-1.5642170098862577e-07,-0.00015646140616010362,-0.00022242880813047562,-0.00022074097051304051,-0.00029239415221391147
4.0,0.00022923209197741283,0.00020994208437599303,0.0002343787054573594,0.00022287641739511104,0.0003423490976099748,0.00022936721980465884,0.00036560048859301365,0.000455656182787968,0.00044259776355565927,0.0006319401541487542,-1.351278272460055e-07,-0.00015565840421702062,-0.0002212774773306086,-0.00021972134616054823,-0.0002895910565387794
4.5,0.00022335340421269752,0.00020363374266796333,0.00022925647232174988,0.00021732665809593555,0.0003384310942777319,0.00022347156512527352,0.00035855372425798584,0.0004494753648072241,0.00043601671518754103,0.0006246128477991868,-1.1816091257600323e-07,-0.0001549199815900225,-0.00022021889248547422,-0.00021869005709160549,-0.00028618175352145497
5.0,0.00021774398562879907,0.00019761709156146073,0.00022428495680631297,0.00021204365116892672,0.00033481059912615955,0.00021784836799239806,0.0003518062910869313,0.00044339930358770947,0.00042955966207855803,0.0006172980421762562,-1.0438236359899193e-07,-0.00015418919952547055,-0.0002191143467813965,-0.0002175160109096313,-0.0002824874430500966
