,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.00377664429330091,0.0041085673937484805,0.005647209793288753,0.005515195380913894,0.004026641196750741,0.003427789814614429,0.004019842179393562,0.006068385656941177,0.0033110805306402922,0.003301408887505881,0.003931877257378195,0.0040904182131585535,0.006307392443117616,0.003155555896702721,0.005385610456421606,0.003774977746051382,0.004057899980960628,0.0030117905303043545,0.004738646523002939,0.003153581919211096,0.004792337875384252,0.004183798256225593,0.004110265293049492,0.004289358575524714,0.004839291536747166,0.0036319396092530606,0.002722303959077811,0.0033620452842198657,70286297,70323412,AARS|CMT2N|EIEE29|-|16q22.1|protein-coding,1,0.004169352017246043
6,0.0015072826630710258,0.0009771893402826107,0.0010804077777317835,0.0011700410066673471,0.0008413468485592913,0.0010799209381436427,0.0014567408594298745,0.0011946901832106207,0.0011837983859815519,0.0009813454824723203,0.0009327327655296718,0.0012505794691453492,0.001728421487660952,0.0007538244729384292,0.0009779394799135184,0.0008578220241445047,0.0010557889666558487,0.0010279070084033583,0.000895565845864591,0.0011584200060357694,0.0008433214116812486,0.0008630423862918004,0.0009363607590306274,0.0006687419145389481,0.000746873911119766,0.0007712784750280832,0.0007501502596822125,0.001011422846225856,16043434,16236930,ABCC1|ABC29|ABCC|GS-X|MRP|MRP1|-|16p13.11|protein-coding,1,0.0010251056062657359
19,0.0026212576238955495,0.0019122411525448215,0.0018192132704632094,0.0017065256791203845,0.0015840278560135816,0.0024790146233164994,0.0007209420217481456,0.001685995545195032,0.0012867141916096778,0.002181762556683584,0.0013266954407200615,0.0017445664812756451,0.0007160432041069711,0.0013184451836926296,0.001462013291288879,0.000989531749580115,0.0017041872301839763,0.0012503212496847293,0.0015304107472526266,0.0011677190517212059,0.0017827980905651454,0.0019050642959199874,0.001583024167338617,0.0015475953089837146,0.0019371342574872055,0.001540333688378557,0.0014873375199130191,0.0018393547234255919,50321823,50352045,ADCY7|AC7|-|16q12.1|protein-coding,1,0.0016010810786467558
31,0.0023258886124427275,0.002535327406480562,0.0025340285173463587,0.0024390110382112385,0.0025824491011521592,0.002589279910076189,0.0020802118633478656,0.002184015551529524,0.0021800731537633235,0.0020863235414999223,0.002263843615921355,0.0019775724120977907,0.0017335438667466488,0.0021185238956476457,0.0024013194438509983,0.0019997444673590355,0.002477260125051135,0.0016734418079536733,0.0021563915219252727,0.0018858120240965825,0.0019751086249704423,0.0018526377042152459,0.002299018534836499,0.0024006145195971437,0.0022076055789466615,0.0023937761819269898,0.0015854118700482267,0.001925054962835078,56395364,56458907,AMFR|GP78|RNF45|-|16q13|protein-coding,1,0.002173688923352725
32,0.0010022668769277148,0.0011648544713408835,0.0012021465154873501,0.0013512805443364308,0.0013009086079507227,0.0011720829688681596,0.0013067127817653107,0.0014091455935301407,0.0012029062428123352,0.0011728902524666747,0.0012751522910839903,0.0013248489815646464,0.0015754040358243937,0.0009987526308344514,0.0011217017464400369,0.0011130041402246762,0.0011909470886951785,0.000985410987116347,0.0010270825085440065,0.001071112299322504,0.0012112238413336486,0.0010303908445811086,0.0011271682005404868,0.0012953436584937,0.0011135957166296213,0.0009324166148791692,0.0008577801922701709,0.0008643811491477539,89334029,89556969,ANKRD11|ANCO-1|ANCO1|LZ16|T13|-|16q24.3|protein-coding,1,0.0011571754208218436
36,0.001781428173876169,0.001533109008200871,0.0014602062972984163,0.001362913502795234,0.0014942855442171526,0.0018240059049529683,0.0016740969353136808,0.0017348574956194695,0.0014542412154516615,0.001460350280235428,0.0016445148266753461,0.001380979767378502,0.0013872928379113597,0.0017297490418444357,0.0013210995650279013,0.001056569633783869,0.001554262040599065,0.0012030421264346777,0.0016878453456542126,0.0011877808817647864,0.0014886978304563727,0.0009788322428052531,0.0015521885849227159,0.0014059493276727328,0.0014452495163226643,0.0014580730063070066,0.0009654841991407088,0.0014403685465897264,71762905,71842976,AP1G1|ADTG|CLAPG1|-|16q22.2|protein-coding,1,0.001452409774259014
39,0.004983277952075057,0.004041717631249951,0.006407465388190402,0.005796928038714486,0.004427490189441457,0.0057285490816300485,0.005261288024109606,0.005450844981175236,0.006025818180654743,0.0069076130330833355,0.006314846824031867,0.006767730357090162,0.004853072729935969,0.004911223262134038,0.004689142361496851,0.006560160848859104,0.0054361971937837185,0.0059379451389242775,0.00547542888161795,0.0064287402505317885,0.0048544092870655,0.0077009802470663895,0.006441494245186677,0.005608080696953235,0.005263744979492678,0.0051125352229897635,0.007900318534229948,0.0060052398050941865,88875877,88878342,APRT|AMP|APRTD|-|16q24.3|protein-coding,1,0.005760438691671729
41,0.0016324495522566068,0.0014372170897985572,0.0016480828500788386,0.001798025251535844,0.001662108737463582,0.001481586931424043,0.0014850804505170557,0.0016010811197216957,0.001859416654016969,0.0013828179864634714,0.0014758281551391134,0.0014603028553694644,0.002811096250156941,0.0014081624576472165,0.0014089592288431792,0.0012402446733800363,0.0017286487084846724,0.0014374141226236492,0.0016308066172247516,0.001428264535463159,0.0013052546405769687,0.0014545775228279182,0.001663746615573874,0.0015395405444431453,0.0014124198938558613,0.0011547427826401155,0.001130966146423227,0.0013315541347253994,24930705,25026699,ARHGAP17|MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15|-|16p12.1|protein-coding,1,0.0015360855895955483
43,0.004039608642789227,0.0050510117547862,0.004121524236733864,0.003697814450597856,0.004209269336350027,0.004794277067042116,0.003284644484553076,0.0045024272922814445,0.0031549293471440773,0.0035474358098805292,0.0025036273942108393,0.003378585996921109,0.0035480649177629287,0.0034392618541191147,0.0025808664974633745,0.0025314907174876344,0.003746438854025959,0.003153443934594392,0.00415794987394152,0.0029082765381202753,0.0030072305805154886,0.0028431010120675776,0.003997037820038237,0.003782988926663333,0.0038544028627430786,0.004271562327546183,0.002885193306470048,0.003681109764759955,57279038,57287545,ARL2BP|BART|BART1|RP66|-|16q13|protein-coding,1,0.003595484842914624
44,0.006423266588702223,0.006806002834091984,0.00707759292221892,0.0055215495178871895,0.010221801419226495,0.005815362423071447,0.0067536680662703295,0.004862642136108115,0.007403272473772466,0.005379922050517719,0.009954586159871352,0.008629792470407028,0.0034884491441485436,0.012450365164257876,0.01410561532742546,0.00397977190995226,0.002036615338519242,0.002130871924534425,0.006940611218149723,0.003447104574226403,0.010050118970205723,0.00305818891644564,0.004380223942926282,0.007693085966930279,0.012647518789362903,0.012277527628617864,0.005535126691467725,0.007433873464129917,18802989,18813000,ARL6IP1|AIP1|ARL6IP|ARMER|SPG61|-|16p12.3|protein-coding,1,0.00701801885833734
48,0.0010326009534631783,0.00095976404674034,0.000953965070202045,0.0008222253243444779,0.0010480076750464355,0.0010336342039628024,0.0009632884643179214,0.0011090526421918916,0.0008695407964296925,0.0008057072150085757,0.0009505746250190809,0.0008707491194821384,0.0008859536082474227,0.00097951325986419,0.001030459441059429,0.0006858019369654605,0.0008972966233803711,0.0006650351383227096,0.001037584571717674,0.0005852371622584453,0.0008588392646015606,0.0005942259053156658,0.00111273243425024,0.0008988920769603282,0.0009646499578810866,0.000852282530934028,0.0006627426062384472,0.0008770939439979163,81070787,81080951,ATMIN|ASCIZ|ZNF822|-|16q23.2|protein-coding,1,0.000893123235650127
52,0.005164247118573316,0.006839902950619674,0.00638140539564149,0.007334726942205509,0.006316844713047183,0.006371728967925144,0.004966813909449167,0.004328156445841642,0.005517193693945102,0.006357552840782292,0.005313990594997179,0.005938041539127805,0.004026407934935759,0.00354891630006361,0.00403869599523724,0.005258048533325015,0.007960914841252333,0.00643842317317239,0.004773332236237071,0.006758598065540191,0.004494819992906124,0.007118038210826248,0.0059133612444455435,0.006206687222687717,0.0052920045692865444,0.005328771587025083,0.006311721470030804,0.005193398947949551,2563727,2570224,ATP6V0C|ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3|-|16p13.3|protein-coding,1,0.005696169479895597
53,0.00475240767673689,0.004825433409293532,0.004424271731399563,0.004214552420456959,0.003999059378887883,0.004312277875105636,0.0038711022649602334,0.0038490407459081475,0.0038532104221183304,0.004052538701616015,0.003917910145151637,0.0039003676746955642,0.004006463352538259,0.0038327219433399533,0.003580704130668239,0.0038860941345093677,0.004838412772453805,0.004153112244869802,0.004851567789420723,0.0034037951299692305,0.0037266862733506736,0.0041892665927775775,0.004607268103899414,0.003820217655454499,0.004182605821438191,0.003656685478360366,0.0042372711863929696,0.0038993608931316244,67471917,67515089,ATP6V0D1|ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD|-|16q22.1|protein-coding,1,0.0041015859267466105
55,0.0015346143907343786,0.0014494675991979717,0.0014600181385074492,0.0016110181126140766,0.0018182705003635833,0.0013004515116630225,0.0019059663169360742,0.0016177127772657434,0.0018642158366628402,0.0013489095140030087,0.0015699034142650893,0.0015991859411693414,0.0018423126822259114,0.0014685720887766382,0.0015640266395485632,0.0013031638901882653,0.001490910193571456,0.0012749726213403983,0.0015091175732950069,0.0015401974927878581,0.0017799346772286592,0.001305370054052337,0.0010850393315709912,0.0014452408620169717,0.0014980380569937168,0.0014154443802276253,0.0011791144300998774,0.0013136851014045416,28834369,28848558,ATXN2L|A2D|A2LG|A2LP|A2RP|-|16p11.2|protein-coding,1,0.0015033883617396923
57,0.0017130988547177874,0.0018651400560608655,0.001744702389240328,0.002204983285687082,0.0015414382843135814,0.0017973653179466627,0.0011739460913993032,0.001584449462177648,0.0014149590167576792,0.001614176637043425,0.0014186981606124191,0.0020560833183004496,0.001376939092950909,0.0017747073646816789,0.001300002563686239,0.0018322812036814227,0.0023675780126705946,0.0018942003600939917,0.0014739501140437347,0.001959343366831423,0.001620599580279026,0.002155826586375284,0.002063037947112262,0.0018140901406735156,0.001887703291841167,0.0015490334079865937,0.0016274119882707817,0.0013832943207589274,67182005,67184902,B3GNT9|-|-|16q22.1|protein-coding,1,0.0017217514362926707
60,0.0010146903895019662,0.0013307643874312309,0.0010614037398441294,0.001026144243210556,0.000811534148369291,0.0015077132213838949,0.0008788708338976204,0.0015214351075076543,0.0010956356233018446,0.0007869432569335446,0.0012173014133456028,0.0011526664424443313,0.0014269640291282454,0.0012113825701068224,0.0010208456176632283,0.0010307184235353625,0.0010596216406753127,0.0011833578222021658,0.0017789916920972358,0.0008712689193604838,0.0011710436864506976,0.0009014075411485816,0.0011777424838022353,0.0010242320715184506,0.001196322634607048,0.0007870346338737502,0.0011263735409033004,0.0011642430864176679,56518259,56554008,BBS2|BBS|RP74|-|16q13|protein-coding,1,0.0011263090428807949
