,125_71YR_F,126_75YR_M,127_78YR_M,128_80YR_F,163_67YR_F,164_67YR_F,165_68YR_M,167_66YR_M,168_68YR_M,169_70YR_M,170_69YR_M,44_61YR_M,45_62YR_F,46_62YR_F,47_63YR_M,48_64YR_M,49_66YR_M,50_67YR_M,51_67YR_M,52_68YR_M,53_68YR_M,54_69YR_M,55_69YR_F,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.004134425933498675,0.003530489141000004,0.004647325312771894,0.004615592310749449,0.0064608614610585525,0.0038043098903561535,0.0027493773322342474,0.003147592021459891,0.004764831740863635,0.0045500733645273805,0.003388860020521453,0.005092718430464598,0.0026694432274202247,0.003221341042681345,0.0037044017124004767,0.004439578282324237,0.0026745331301848544,0.0029454554549961072,0.004146072020234138,0.0028053958990080442,0.003120218933324745,0.003502715276828639,0.0041632370352513515,70286297,70323412,AARS|CMT2N|EIEE29|-|16q22.1|protein-coding,1,0.003838210824963483
6,0.0013167218947125851,0.0009546061057376686,0.0010030012445698786,0.0010907841501684732,0.0019472033347235366,0.001571572504725394,0.00146626071387419,0.0011414150617129785,0.0013488461269508896,0.0012843759620547494,0.0008577658805385247,0.0011957675889297146,0.0008688389239837945,0.00122565875598484,0.0010558376469284516,0.0011050724755465602,0.0011145566844492096,0.0011126575903848421,0.0009626726592845275,0.0011039380232963842,0.0009689693130939776,0.001052894670782554,0.0014261265554023506,16043434,16236930,ABCC1|ABC29|ABCC|GS-X|MRP|MRP1|-|16p13.11|protein-coding,1,0.00118154538555809
19,0.0025330011722923384,0.0013765538194472934,0.002160047755066993,0.0023658250745153143,0.00041995530583965293,0.0010564402212347927,0.0012584093386869466,0.001537019735873625,0.0017799665719172573,0.003463221779201408,0.0014268029975037034,0.0025183471617385655,0.0013986953888261468,0.0019683441731801147,0.002329663721315671,0.0021949743150295278,0.0022021182318507563,0.002121917493372208,0.0017562359769671585,0.0020764867516910755,0.0024394474207315394,0.001392460825468115,0.0011598344913707817,50321823,50352045,ADCY7|AC7|-|16q12.1|protein-coding,1,0.0018667725966574338
20,0.0014908224310761606,0.0009321795355249455,0.0011940835858510095,0.0008554778801138483,0.0012149346967432033,0.0009432419971381282,0.0012233981262353638,0.0006666478976073708,0.0009987262569321389,0.0015541311463683684,0.0006133710838244732,0.001089488000281587,0.0005188596085468265,0.0009484806606103254,0.0007499250401989161,0.0009194489071398864,0.001065804272766117,0.0008195990021039952,0.0007864704313902776,0.0010014486315704457,0.0007200579848930419,0.0012332415444705877,0.0006178529836334246,4012650,4166186,ADCY9|AC9|ACIX|-|16p13.3|protein-coding,1,0.0009633779002182801
31,0.002136887816679986,0.0020573369727827865,0.0026544616743861727,0.002387261874541477,0.002597052126004785,0.003006985685131677,0.004025846252027548,0.0026875769224096436,0.0024781602350244323,0.002532402763658227,0.0027341984915900393,0.001955661759098295,0.0020610377890384036,0.0022889025389608458,0.0022466917009198776,0.002397719029850827,0.0021021959335250796,0.0021399382331757683,0.001817832094769174,0.002209120082159937,0.0021269017077684004,0.0023862200177406437,0.002269615571003089,56395364,56458907,AMFR|GP78|RNF45|-|16q13|protein-coding,1,0.0024043481422716144
32,0.0013536663056120176,0.0013571903905319179,0.0012803654876531012,0.001255897363393244,0.001917295129483233,0.0013591823276677582,0.0010351574618200513,0.0012180842448880197,0.0015570645439781973,0.001494406320032034,0.0013500047986192963,0.0016328142874183346,0.0010201766130031717,0.0011875942298734765,0.0012585958499226762,0.0014490124674454406,0.0013039255562760975,0.0012262965725340685,0.001301451307195612,0.0010210661155142528,0.001254645019076735,0.0012601411083600468,0.0012175047266346766,89334029,89556969,ANKRD11|ANCO-1|ANCO1|LZ16|T13|-|16q24.3|protein-coding,1,0.0013178929663884111
36,0.0020165875786887087,0.0016313415366445237,0.0016607714264136421,0.0016903166085746003,0.0018522413374398082,0.0022534023758309617,0.0015890215474069543,0.0019024969532310707,0.0018347292191701042,0.001989502923477654,0.001811098344100975,0.0013853500382293644,0.0016189816212857247,0.0015141328079859187,0.0015983326361378844,0.0018383560058489305,0.0015115262184224889,0.0017829700266844813,0.0015683678176710116,0.0018545699455169839,0.0014829915765923244,0.001814359248576474,0.0018263560097380594,71762905,71842976,AP1G1|ADTG|CLAPG1|-|16q22.2|protein-coding,1,0.0017403392958116803
39,0.005585186769005763,0.005002875523892885,0.005449415941874552,0.005653731668295531,0.00480116280896761,0.004564781529723603,0.004707456945072282,0.005068373224337042,0.006049406980708986,0.005936834743158703,0.005142435803502931,0.005806561371329344,0.0074643344021812184,0.006591428001613327,0.006106105329803035,0.005276130499545206,0.006694693259697046,0.006236850029827771,0.005260215132840894,0.006406878865960143,0.006115885198913715,0.005233217585344856,0.005841015526350697,88875877,88878342,APRT|AMP|APRTD|-|16q24.3|protein-coding,1,0.00569543378878031
41,0.002116106585549055,0.001402481122571271,0.0015880421974365793,0.001452617393400776,0.002682090663485279,0.0018558309254792895,0.0015532347701225835,0.0016357131288496265,0.0023598488454649852,0.0017483829298732363,0.0016557772840058267,0.0014518358894535838,0.0017162077952001342,0.0013733605081775607,0.0017413846217527035,0.0012824605558044264,0.0014585432255602852,0.001463815831584271,0.0013617408406806147,0.0015188717324688117,0.0013918081594025819,0.0015650754358518912,0.0017785777530786061,24930705,25026699,ARHGAP17|MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15|-|16p12.1|protein-coding,1,0.0016588612258806074
43,0.005240218332232313,0.004760340371885045,0.004971141083324109,0.004352966583917295,0.0045113150872148075,0.004818272076179419,0.004526307159128176,0.004801589399955598,0.004527366459479313,0.005652820402655196,0.003906461619871843,0.00397780936942081,0.0034949929393200455,0.004022025027093684,0.003380549209369148,0.003954984821778618,0.004667640506162848,0.004509813228325924,0.003620545142441489,0.004790972359252209,0.004049416755942345,0.0049876365465969606,0.004668914981510407,57279038,57287545,ARL2BP|BART|BART1|RP66|-|16q13|protein-coding,1,0.004443221715785114
44,0.0038483376515961944,0.007362041312367883,0.007968350888010437,0.009489124164139285,0.0030866094762976785,0.0036308387781755656,0.0031995373201797535,0.00796788122218989,0.0036594687686215574,0.005962314218973421,0.011294204870811632,0.0051309477949185245,0.00477115192942462,0.009580395079405354,0.009291931914729804,0.003587855429039675,0.006260051407605014,0.007663935063888939,0.006232873829405445,0.010313437631999352,0.009324280436733648,0.004053557358419263,0.0035607166184548115,18802989,18813000,ARL6IP1|AIP1|ARL6IP|ARMER|SPG61|-|16p12.3|protein-coding,1,0.006401732311538596
48,0.001113412183481646,0.0011811691638379106,0.0009461007098083072,0.0010193946207790194,0.0012520098451747315,0.0010054665787409599,0.0010364870015334025,0.0010876011905955377,0.0011497748773768046,0.001085449045372869,0.0010362177059515662,0.0008446636304794606,0.000884374165417156,0.0009619598693579901,0.0007237626914254677,0.0011758326566146033,0.0009614499370147045,0.0010528838796703011,0.0008125087902793114,0.0009347491861615016,0.0010156280616772395,0.0012177770178620727,0.0010595298283217437,81070787,81080951,ATMIN|ASCIZ|ZNF822|-|16q23.2|protein-coding,1,0.0010242696798667091
52,0.005963520626872765,0.00574656247172748,0.005853513194199456,0.006844122159050687,0.005309188820560968,0.006743330718829387,0.007719529165669512,0.005501169724482329,0.006323701646839179,0.006237212049781754,0.005037434303046708,0.005661465778363548,0.007124042793480785,0.006964859038326801,0.005200514314402102,0.004661177930538859,0.005540651150909464,0.005321435837402114,0.005105104908921274,0.006885545474189038,0.00535198157086135,0.004492118264422713,0.006299310895094478,2563727,2570224,ATP6V0C|ATP6C|ATP6L|ATPL|VATL|VPPC|Vma3|-|16p13.3|protein-coding,1,0.005908151862520555
53,0.00463432999348162,0.003611990579090145,0.004261643142606189,0.004293940604310372,0.004220778236309002,0.003907979257860502,0.004618156194325524,0.004465200761580553,0.004112373915022574,0.004208438007617194,0.004005578978273515,0.003728976293883106,0.004783807041828201,0.003996585393682598,0.003991066305389547,0.004115793564052702,0.004168734111397649,0.004432314199771816,0.0038163461350909263,0.004296420373781013,0.00396667265502442,0.004309266573044568,0.004314979987043486,67471917,67515089,ATP6V0D1|ATP6D|ATP6DV|P39|VATX|VMA6|VPATPD|-|16q22.1|protein-coding,1,0.0041852770567159655
55,0.0013474319362727382,0.001452913556074029,0.0018647857074133118,0.0016887213118284674,0.0021015682649960705,0.001529094469313867,0.0012672729367759548,0.0014604544404806638,0.0014652317970465002,0.0016842167270187402,0.0015709644778402194,0.0016155084114379127,0.0014351770232033667,0.001447970776316043,0.0018183766767145657,0.0013433598234311342,0.0012961694907810601,0.001397247415697896,0.0016106451530714858,0.0014848999919807554,0.0013901590976023418,0.0014539922165512909,0.0013410555394041527,28834369,28848558,ATXN2L|A2D|A2LG|A2LP|A2RP|-|16p11.2|protein-coding,1,0.0015246616191848946
57,0.0029017525735822985,0.00206882375264784,0.00199845023634413,0.0016717712839008035,0.0017827771188171678,0.0018052016994887937,0.001955420533411333,0.001961505213452512,0.002209161297419789,0.0019189084125047658,0.0013338741333318183,0.0020486441775015786,0.001301207384999939,0.0018888927807731047,0.0013938925678653661,0.0021191211347115642,0.001979408351207539,0.0014879419586436822,0.0014122309917880243,0.0014831774811954457,0.0018127069330050214,0.0017503230398031866,0.001673030341369214,67182005,67184902,B3GNT9|-|-|16q22.1|protein-coding,1,0.0018242705825115189
60,0.0016695410188021652,0.0010806324905428249,0.0014368936860062963,0.001201258449838187,0.0014333886382449591,0.0017891289293330806,0.0014546272413823666,0.0012573538265142604,0.0014062566384665113,0.0015261972256357188,0.001330627710129307,0.00128092814248309,0.001062593058714485,0.001522865816470321,0.0010213594087234426,0.0016719124558940849,0.0012000748611412455,0.001470905958720098,0.0007337404214537039,0.0009189595039628275,0.0013335089745823315,0.001981637508229143,0.0011488543951198517,56518259,56554008,BBS2|BBS|RP74|-|16q13|protein-coding,1,0.0013449237547995783
61,0.002171292299330082,0.0023791856048112326,0.0019024435158736972,0.0024779943769777943,0.004902602620289561,0.00364082685677233,0.0031932220065413355,0.0027550000929795647,0.003950854194993299,0.0019663610142514427,0.00226245261997512,0.0028826505171230393,0.0031959831800464663,0.0024507479679380883,0.0024814987811615763,0.002604039680315688,0.0024399373309908,0.0024738635264756176,0.0029755591270934165,0.002303858175351981,0.0024907623438095968,0.0024902244044387547,0.0020157874000131166,75262928,75300707,BCAR1|CAS|CAS1|CASS1|CRKAS|P130Cas|-|16q23.1|protein-coding,1,0.0027133542451110264
63,0.0025402746031881643,0.0017445683667429062,0.001941135879511566,0.0019240275818830923,0.003100805536849528,0.002102088725365035,0.0018157080685333405,0.002077547866035874,0.0024193054339109333,0.0025437399616124816,0.0017822863381786876,0.0027265065400567472,0.0022122009247832488,0.002548994313387617,0.002410299817713835,0.0022825305574536913,0.0019874666010725127,0.0022633261401367568,0.002182649101569292,0.0023911320551410153,0.0023160587966194624,0.0019908944431708594,0.001954358212879534,31119615,31124112,BCKDK|BCKDKD|BDK|-|16p11.2|protein-coding,1,0.0022286046028607035
64,0.002678238887640732,0.003033275669698411,0.002268572593184971,0.0024373143099514012,0.002110389118154501,0.0023318145330906187,0.002441699683569548,0.003260725816145013,0.0028388715620942828,0.002499209318101438,0.003399613797379771,0.0030012495429097724,0.0023030559041772344,0.0033141767198307543,0.003350088760440062,0.0026781590736549552,0.002803666584271062,0.002910595663244958,0.002625394530134081,0.0024914204608635026,0.0031047953553107353,0.0027009558057590113,0.0023886160736145217,30899116,30905623,BCL7C|-|-|16p11.2|protein-coding,1,0.002737908685357449
