filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.0002781076961471356,0.00024020001688920963,0.0003170540463352362,0.00036045932325847423,0.00043712076283334043,0.00027914238384126093,0.00039564641482337664,0.00034811141492514856,0.0002856268095908223,0.0002894433936045692,-1.03468769412535e-06,-0.000155446397934167,-3.105736858991236e-05,7.483251366765192e-05,0.00014767736922877123
0.5,0.0001672445839151898,0.0001418946668798006,0.00018534358557735066,0.00022479477196159637,0.0002950524950519555,0.0001678065533124253,0.00025896394020729485,0.00021640541819370818,0.0001720642611581304,0.000191695564783184,-5.619693972355223e-07,-0.00011706927332749426,-3.106183261635751e-05,5.273051080346598e-05,0.0001033569302687715
1.0,0.000148144569831443,0.00012445199971671285,0.00016107713361061324,0.0001991630316731483,0.00027517020897873507,0.00014850932429009666,0.00023128610226747051,0.0001908932119746302,0.00014842106513766098,0.00017601854931779243,-3.647544586536579e-07,-0.00010683410255075767,-2.9816078364016963e-05,5.0741966535487314e-05,9.915165966094264e-05
1.5,0.00013955700904992222,0.0001160137831165497,0.00015057909607927767,0.00018679021044802903,0.0002677265817058248,0.00013980719144348155,0.00021575942165647196,0.00017596468006274716,0.0001375717700470918,0.0001681295803993902,-2.5018239355932776e-07,-9.974563853992226e-05,-2.5385583983469494e-05,4.9218440400937224e-05,9.95970013064346e-05
2.0,0.0001327891455142025,0.00011056532853642236,0.00014299262210617703,0.00017705104556266717,0.0002618552982119426,0.00013297212536124515,0.00020330780973520674,0.00016392732855981127,0.00013094819807104213,0.00016163223615516588,-1.829798470426346e-07,-9.274248119878438e-05,-2.093470645363424e-05,4.610284749162504e-05,0.00010022306205677674
2.5,0.00012706773756077102,0.00010606810216400289,0.00013686328649944532,0.00016999884351309938,0.00025615595159806466,0.00012720688212691314,0.00019280068713795295,0.00015468317336150633,0.00012557960850962817,0.00015623861123567314,-1.391445661421179e-07,-8.673258497395007e-05,-1.7819886862061003e-05,4.4419235003471214e-05,9.991734036239152e-05
3.0,0.0001222242298730471,0.00010249582149053497,0.00013165615835374476,0.00016397639286695216,0.0002506440920915962,0.00012233236908837722,0.0001843827554390201,0.00014740612021456673,0.0001209949108797806,0.00015124509520323667,-1.0813921533012042e-07,-8.188693394848513e-05,-1.5749961860821963e-05,4.2981481987171556e-05,9.939899688835951e-05
3.5,0.00011811069317085576,9.936519395627362e-05,0.00012716196885806982,0.00015868698455837095,0.00024533016097166523,0.00011819650540285306,0.00017901528459537676,0.0001425304687703614,0.00011676128819233347,0.00014657550009359736,-8.581223199730093e-08,-7.965009063910314e-05,-1.5368499912291582e-05,4.192569636603748e-05,9.875466087806787e-05
4.0,0.00011436848741787135,9.663205318751869e-05,0.00012338371457579791,0.00015416065415755555,0.00024024544095585998,0.00011443810641859805,0.00017469572656928626,0.00013810203660930866,0.00011288775963741796,0.00014219144110965177,-6.961900072669544e-08,-7.806367338176757e-05,-1.4718322033510742e-05,4.127289452013759e-05,9.80539998462082e-05
4.5,0.00011090674523778014,9.4066025464581e-05,0.00011987863430541147,0.00015017941444674628,0.00023540991837958162,0.00011096450931378466,0.0001707119549792402,0.00013402730352352627,0.00010938360300682056,0.00013804900657131064,-5.776407600452339e-08,-7.664592951465921e-05,-1.4148669218114803e-05,4.0795811439925714e-05,9.736091180827098e-05
5.0,0.00010768836512058736,9.167176668590195e-05,0.00011658806846749586,0.00014645786624449303,0.0002308217169479655,0.00010773728040814435,0.00016701816695030198,0.0001302541878125388,0.00010613208677058886,0.00013415134995283765,-4.89152875569925e-08,-7.534640026440003e-05,-1.3666119345042937e-05,4.032577947390417e-05,9.667036699512784e-05
