,125_71YR_F,126_75YR_M,127_78YR_M,128_80YR_F,163_67YR_F,164_67YR_F,165_68YR_M,167_66YR_M,168_68YR_M,169_70YR_M,170_69YR_M,44_61YR_M,45_62YR_F,46_62YR_F,47_63YR_M,48_64YR_M,49_66YR_M,50_67YR_M,51_67YR_M,52_68YR_M,53_68YR_M,54_69YR_M,55_69YR_F,StartPos,EndPos,Gene_ID,labels,mean_value
0,8.9027348959349e-05,0.00010727363210923739,0.00012173695504832501,0.00014448009153986564,0.00010678376229441484,0.00010746685780414947,9.273563990106459e-05,0.00010782734189544485,0.00012346234864419033,0.00010184773071664132,0.0001284880979299617,0.00010956840101778473,0.00012487534196923753,0.00011867002846248531,0.0001532141380028224,9.399680547088652e-05,0.0001189985522233228,0.00012880819082698258,0.0001252594502859096,0.00015163166983498113,0.00012072652685303159,0.00010403487700219008,0.00010709452105882134,69685127,69870977,AAK1|-|-|2p13.3|protein-coding,0,0.00011686992651526518
2,3.7851764013328666e-07,0.0,0.0,4.2505509680088847e-07,0.0,1.4761931017053498e-07,0.0,3.4908132268309483e-07,0.0,0.0,1.1134839808229426e-06,4.0046930196558743e-07,1.849457078928281e-07,0.0,0.0,5.377391617327604e-07,6.637058358912361e-07,0.0,2.678937219680315e-07,0.0,1.8699895733121373e-07,2.722407996318993e-07,0.0,215796266,216003151,ABCA12|ARCI4A|ARCI4B|ICR2B|LI2|-|2q35|protein-coding,0,2.1425003639236107e-07
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169779449,169887833,ABCB11|ABC16|BRIC2|BSEP|PFIC-2|PFIC2|PGY4|SPGP|-|2q31.1|protein-coding,0,0.0
4,0.0002156414995839334,0.00011985642394710023,0.0003277767514676151,0.00012759381178513944,0.00016082127630269148,0.00019197891287678074,0.00014295968272414017,0.00021049603757790619,0.0001727307749315922,0.00027791234752457883,0.00024321671523975418,0.0002639493169255187,0.00014322195619220605,0.0001850473779305657,0.00026640323433636814,0.00017996337279323047,0.00024135467514586008,0.00021968330284810594,0.00014531320890180224,0.00020747896660775847,0.00021938717674097993,0.00020375279275307434,0.00024379955008074883,220074488,220083712,ABCB6|ABC|ABC14|DUH3|LAN|MCOPCB7|MTABC3|PRP|PSHK2|umat|-|2q35|protein-coding,0,0.0002047973550094544
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44039611,44065958,ABCG5|STSL|-|2p21|protein-coding,0,0.0
6,1.1734046844131885e-06,0.0,1.1793267520306483e-06,1.3524480352755545e-06,0.0,2.8047668932401646e-06,1.2295203361732148e-06,2.1332747497300244e-06,4.369243885284795e-06,9.84212143646856e-07,1.7497605412931954e-06,1.241454836093321e-06,0.0,0.0,0.0,0.0,2.7329063830815605e-06,1.8667853743040954e-06,0.0,0.0,0.0,0.0,1.528284281966769e-06,27346657,27353680,ABHD1|LABH1|-|2p23.3|protein-coding,0,1.058495169414495e-06
7,0.0002720784797278064,0.0001955664426325461,0.00027915805504519025,0.00028961708641115085,0.00023755376360915813,0.00021655752802017482,0.00021121669047775618,0.00029989964299840995,0.0002934467417050321,0.00023486217931543304,0.0002997260272665185,0.00019795197596158984,0.00021745916334038726,0.00021466717274783447,0.00020622873376222595,0.0002701960041319877,0.0002062953904028995,0.00020784788357501797,0.00018741079378249288,0.00021931067879461588,0.000234646291659207,0.00032579445407377437,0.0002177805101802646,204231607,204296896,ABI2|ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB|-|2q33.2|protein-coding,0,0.00024066398650528145
8,6.813317522399159e-07,9.597044622098774e-07,0.0,7.728274487288882e-07,0.0,0.0,0.0,0.0,0.0,1.1300213501130568e-06,0.0,7.208447435380573e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.883879457708615e-07,0.0,0.0,0.0,211052716,211090215,ACADL|ACAD4|LCAD|-|2q34|protein-coding,0,2.2404859576524597e-07
9,0.00039732996684791095,8.857716740100053e-05,0.0006027881414814718,4.0959854782631075e-05,4.5859497768066765e-05,0.0006535106861249583,2.5447345139585022e-05,4.580722689874834e-05,1.323256719543395e-05,0.0003503066185350476,7.277413160378518e-06,0.00045052796471128584,7.360839174134558e-06,0.00022191944209742348,6.134825546180427e-05,0.0003350473470369586,0.0001371138173911777,5.256867614040332e-05,6.088841595016258e-05,0.0002646992265694544,2.793764422528333e-05,0.00022409306963985765,0.00043548460614643077,237478380,237490994,ACKR3|CMKOR1|CXC-R7|CXCR-7|CXCR7|GPR159|RDC-1|RDC1|-|2q37.3|protein-coding,0,0.00019782981695128736
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135596186,135659602,ACMSD|-|-|2q21.3|protein-coding,0,0.0
11,5.299246961866013e-07,7.464368039410158e-07,0.0,1.1978825455297766e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5690918000984702e-06,0.0,0.0,8.167223988956979e-07,0.0,111855918,111873165,ACOXL-AS1|-|-|2q13|ncRNA,0,2.113068802022418e-07
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.198719149244681e-07,0.0,0.0,0.0,0.0,0.0,0.0,111490150,111875799,ACOXL|-|-|2q13|protein-coding,0,3.5646604996716005e-08
14,0.0004416543825075188,0.0004138103462610145,0.0004190033821569536,0.0005112253573341596,0.0002814176688975565,0.00041193168503087787,0.00036054752403479393,0.0004993414386913515,0.0004358840923653164,0.0004295174699478112,0.0007376831372951996,0.00031336722878807214,0.00044690280855222983,0.000534034213000525,0.00045310851180048163,0.0004176082330016617,0.00036921565235431883,0.0004072952329656675,0.000385805230165675,0.0004739953503390169,0.0003242561920123246,0.00048357744323186225,0.0005005895165582152,223725732,223808119,ACSL3|ACS3|FACL3|PRO2194|-|2q36.1|protein-coding,0,0.0004370335694475045
15,0.0,0.00023868205421256764,0.0,1.6229376423306653e-06,0.008920572288968052,3.919292685027704e-05,7.451638401049787e-06,6.399824249190073e-06,0.0013682391256385651,2.3693996050757644e-06,1.276529849443445e-05,0.0,0.0007144822587315734,0.0,0.00019867757731826665,8.030238148542556e-06,0.0,5.409944014733268e-05,0.0,3.6343143236080698e-06,8.190554331107161e-06,0.0004553421831557539,2.0020524093764675e-05,74120093,74146780,ACTG2|ACT|ACTA3|ACTE|ACTL3|ACTSG|VSCM|-|2p13.1|protein-coding,0,0.0005243379384483256
19,5.677764601999299e-07,1.9194089244197548e-06,2.8912526823977186e-06,1.3524480352755545e-06,3.052082615963488e-06,4.576198615286584e-06,3.6513028165143956e-06,5.042285772089148e-06,5.326316355394797e-06,2.0777811921433627e-06,1.3600411480051658e-05,4.084786880048992e-06,9.580187668848496e-06,2.9390775785176482e-06,2.7387614045448335e-07,8.24533381323566e-07,7.613096352870061e-06,3.360213673747371e-06,2.678937219680315e-07,4.68422735042818e-06,2.6179854026369924e-06,4.7836597649605165e-06,9.933847832783997e-07,158383279,158454072,ACVR1C|ACVRLK7|ALK7|-|2q24.1|protein-coding,0,3.742616854296483e-06
21,9.129845480014873e-05,3.774837551358851e-05,5.85098240201012e-05,6.217396825023905e-05,3.083386027409267e-05,0.00014012763017938034,3.900932702949563e-05,3.57614421682015e-05,4.086283328904446e-05,8.041377736610979e-05,2.4695484003251692e-05,4.725537763193931e-05,1.8938440488225597e-05,3.565062932903226e-05,4.1316172045704915e-05,7.639481024350082e-05,3.880727063975816e-05,3.797041451334529e-05,2.0551275528118987e-05,3.089167175066859e-05,3.104182691698148e-05,9.610100227006045e-05,4.84084046312974e-05,148602564,148688396,ACVR2A|ACTRII|ACVR2|-|2q22.3-q23.1|protein-coding,0,5.0641837951403766e-05
22,0.00012831748000518417,0.0001699032344208598,0.00015795369917520169,0.00014556204996808608,0.00011065755946083003,0.0001452574012078064,0.0003168809230046422,0.00012950917071542819,0.0001774745254356157,0.00017088838997838743,0.00013266366285804773,7.753085686053772e-05,0.00014710581605795545,0.00011122690991948608,8.646661005777259e-05,0.00013163854679217976,0.0001438289587896067,0.00014758805169248177,0.0001426342716821219,0.00012082076062483717,0.00013826702905069942,0.00017306736548027886,9.884178593620079e-05,54350315,54532435,ACYP2|ACYM|ACYP|-|2p16.2|protein-coding,0,0.00014365587213801076
23,0.00032018807178874715,0.0002726271564870281,0.00031815192345910684,0.0002783338056597091,0.00022996268633355662,0.00023364446317241427,0.0002866645292883853,0.00033763921266181566,0.00031429427681481956,0.000310318443661692,0.00033233520099061896,0.0002844132982559602,0.00024512704124115436,0.0003205121354131519,0.0002694941222072116,0.00038043253228720356,0.0002936703116219928,0.00033225046091864285,0.0002743997123586837,0.0003416659276894209,0.0003135224518615129,0.0004386966028354034,0.0002774982184981161,9628615,9695949,ADAM17|ADAM18|CD156B|CSVP|NISBD|NISBD1|TACE|-|2p25.1|protein-coding,0,0.0003046018515437543
24,1.2869599764531747e-05,3.266549632484731e-05,3.16896511110171e-05,6.704278117723106e-05,2.8016553243972526e-05,9.041682747945267e-06,5.737761568808336e-05,3.591658942272732e-05,5.813174959755103e-05,4.228466987519825e-05,1.0419028677700393e-05,7.044255021574683e-05,6.898474904402487e-05,5.580430415315327e-05,6.659102729336151e-05,2.9790749559994928e-05,5.1730013679758106e-05,0.00010495067374337622,7.390039673146697e-05,2.2976942779255463e-05,1.9447891562446227e-05,1.1356330498930655e-05,3.217038413540048e-05,207308368,207485854,ADAM23|MDC-3|MDC3|-|2q33.3|protein-coding,0,4.320006221859656e-05
25,0.00038476318119548585,0.00030778077549167886,0.0004446442283140071,0.0003915916682709277,0.0005781740094035448,0.0002557873596979945,0.0003055171744430412,0.0003948885495818432,0.0003301067784948979,0.00034815593273967115,0.00036001323137107503,0.0005544097016411592,0.0003400041893901752,0.0005349502891288941,0.0005652803538980536,0.00034669836220783506,0.0003737054271265242,0.0004264111151985414,0.00039816661190791424,0.0005379189011642567,0.0003767654992309294,0.0004422746247734227,0.00028047837284795126,25042039,25142886,ADCY3|AC-III|AC3|-|2p23.3|protein-coding,0,0.00040341244945738366
26,0.0004144768159459488,7.101813020353092e-05,0.00042105769327339406,0.0003354071127483375,0.0,0.0,6.594699984929061e-06,6.632545130978803e-05,0.00011930116399153815,0.0001256510836722486,1.276529849443445e-05,8.970512364029158e-06,0.00019781792916216892,1.897040982497755e-05,7.785907421491742e-06,1.907181560278857e-05,0.0001239568252326279,0.00043066738585195475,0.000171337170464411,3.549513656057215e-05,0.0003756435054869421,1.038404192881673e-05,3.912407761834929e-05,70889216,70994847,ADD2|ADDB|-|2p13.3|protein-coding,0,0.00013094878987579474
27,3.5580658172528942e-06,1.2796059496131698e-06,1.7880115272722735e-06,1.5456548974577765e-06,7.043267575300356e-07,1.734526894503786e-06,1.3785531041942104e-06,1.2023912225751045e-06,1.997368633273049e-06,1.859067382444061e-06,3.9767285029390815e-06,9.21079394520851e-07,2.2563376362925025e-06,1.0305856444152792e-06,2.347509775324143e-06,6.452869940793125e-07,1.0150795137160081e-06,1.4187568844711123e-06,6.505990390652194e-07,1.130675567344733e-06,2.543185819704507e-06,0.0,5.731066057375384e-07,26531041,26569685,ADGRF3|GPR113|PGR23|-|2p23.3|protein-coding,0,1.5459349375533326e-06
29,0.0,0.0,0.0,0.0,1.5221283815510214e-05,5.978582061906667e-06,7.079056480997297e-07,6.205890181032798e-07,2.038980479799571e-06,0.0,0.0,0.0,0.0,0.0,8.998787472075881e-07,0.0,0.0,3.2855422587752074e-06,1.0333043561624072e-06,0.0,0.0,7.428284675670395e-06,5.310787879834523e-06,96778623,96781984,ADRA2B|ADRA2L1|ADRA2RL1|ADRARL1|ALPHA2BAR|FAME2|alpha-2BAR|-|2q11.2|protein-coding,0,1.8489190843943294e-06
30,9.89066593668278e-05,2.4134789994092844e-05,3.724389968509693e-05,4.652421241347907e-05,0.00011147927401128176,7.321917784458535e-05,6.393505748100717e-05,2.6530180523915212e-05,6.566349381885149e-05,4.9101250277493144e-05,9.86228668728892e-06,3.564176787493728e-05,8.32625576933512e-05,1.3741141925537057e-05,4.6832820017716654e-05,5.950980056509215e-05,5.602458085317199e-05,6.608420225036497e-05,8.342975912718695e-06,5.855284188035223e-06,3.437040835747708e-05,0.00014798232037133954,4.661267059998645e-05,100163716,100722045,AFF3|LAF4|MLLT2-like|-|2q11.2|protein-coding,0,5.264612229189774e-05
