,129_94YR_M,130_89YR_M,131_87YR_M,132_90YR_M,133_89YR_M,134_86YR_M,135_92YR_M,136_87YR_M,166_82YR_F,56_83YR_M,57_83YR_M,58_83YR_M,59_84YR_F,60_84YR_M,61_84YR_F,62_84YR_M,63_84YR_M,64_84YR_M,65_84YR_M,66_86YR_M,67_86YR_M,68_86YR_M,69_87YR_F,70_87YR_M,71_87YR_M,72_87YR_M,73_88YR_M,74_89YR_M,75_90YR_M,76_91YR_M,77_92YR_F,78_96YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4119559215350027e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.335553922764849e-07,0.0,0.0,52559169,52645435,A1CF|ACF|ACF64|ACF65|APOBEC1CF|ASP|-|10q11.23|protein-coding,0,2.4210968263437034e-08
1,9.041341861897511e-06,2.605867224061666e-06,1.1502002386189847e-05,1.916446754401599e-06,3.178962636021902e-06,9.43134462114383e-06,3.7907835142708213e-06,2.278757197528916e-06,7.83076223306681e-06,1.0209331027075144e-05,4.522409002147746e-06,4.817377353701757e-06,6.9478964177333984e-06,1.3559945748230312e-05,7.941520658763005e-06,6.365237317264645e-06,4.294955330482276e-06,6.216355433176239e-06,6.478793553441751e-06,5.00379037120619e-06,8.434304367449968e-06,6.497406004006436e-06,5.260764785141963e-06,6.3241790742725765e-06,1.0031837067623213e-05,5.676902814746877e-06,1.0287270083381032e-05,6.76027117321004e-06,8.28300610680554e-06,6.270841374797916e-06,7.193828901509289e-06,2.546227657970852e-05,101542355,101611949,ABCC2|ABC30|CMOAT|DJS|MRP2|cMRP|-|10q24.2|protein-coding,0,7.325524030451836e-06
3,7.549986503234005e-06,3.485347412182478e-05,0.0001267814699109347,1.2456903903610395e-05,0.0001966881241210474,0.00023597224242101863,0.00020562689111556847,0.00011473047107558628,3.5238430048800645e-05,1.754086404651837e-05,5.440192005524787e-05,0.00012022797481309956,3.412036260589867e-05,9.739187553977573e-06,0.00020376933563318094,9.401528681247206e-05,4.4997916616283536e-05,2.369985508898441e-05,5.222700925733656e-05,3.138091389942167e-05,2.4011172793821533e-05,6.355508631505146e-05,1.161752223385517e-05,5.614925346316774e-06,5.606026596612972e-05,5.960747955484221e-05,8.585616385378156e-05,1.775589296096131e-05,0.0001199442999697033,7.538351865448558e-05,4.950591932221446e-06,5.4341216470432244e-05,116190869,116286685,ABLIM1|ABLIM|LIMAB1|LIMATIN|abLIM-1|-|10q25.3|protein-coding,0,6.983489861423903e-05
4,0.0002306008223333448,0.00018045630526627039,0.00024448241162224586,0.0002532584385941713,0.00025179014314542704,0.00020201940178490085,0.0002941093258267191,0.0002487808401302221,0.000151033743920746,0.00012628051733489591,0.0001570872068098967,0.00010956092495847424,0.00011832061226239055,8.488076537428146e-05,0.00015668746315622884,0.000165349842954231,0.00011199921977180703,0.00010995178672430471,0.0001077595254296944,0.0002545499644552177,0.00032316303130418663,0.0002676632542340123,0.00028408129839766605,0.00016247820817920854,0.00021487309836754718,0.00025089141220295953,0.00012166823940720574,0.00028197661206811036,0.00030161292429300556,0.00020733803183906302,0.00036912851094626157,0.00018702164171485587,124768429,124817806,ACADSB|2-MEBCAD|ACAD7|SBCAD|-|10q26.13|protein-coding,0,0.00020408923515029853
6,0.0,3.5830674330847905e-06,0.0,0.0,0.0,0.0,5.177655531686975e-06,8.421493990867732e-06,1.5328300541322263e-05,1.1922306031617953e-05,7.116143576908952e-06,0.0,0.0,1.4833531812981226e-05,7.941520658763005e-06,1.485222040695084e-05,7.796995830721669e-06,4.895379903626288e-06,7.073784798145585e-06,2.7592329761222702e-05,1.3145357257376977e-05,5.899943382948374e-06,0.0,2.4823880478453106e-06,0.0,0.0,0.0,6.108678770972928e-06,0.0,0.0,0.0,0.0,15057071,15130775,ACBD7-DCLRE1CP1|-|-|-|ncRNA,0,5.1303468042826115e-06
7,1.72437963345468e-05,1.4820869836850724e-05,1.0550708955753093e-05,6.036807276365037e-06,6.357925272043804e-06,1.1789180776429787e-05,2.1172912799219955e-05,7.4307299919421165e-06,2.7907503702950866e-05,2.1103852055967412e-05,4.5955656183589584e-05,2.573855900406367e-05,1.9055121858536153e-05,8.690351971241527e-06,3.731254150783888e-05,3.497222342129311e-05,3.7861683144097595e-05,7.1488087481526735e-06,4.693819819330247e-05,1.351023400225671e-05,1.352528087753238e-05,1.2173300904058037e-05,4.237838299142138e-06,1.595820887900557e-05,7.302587277166897e-06,1.8346088364730762e-05,7.502745850285415e-06,1.2624602793344052e-05,9.557314738621777e-06,2.1947944811792705e-05,3.867649947048005e-06,7.809516139463317e-06,15117474,15130775,ACBD7|bA455B2.2|-|10p13|protein-coding,0,1.738908574745728e-05
8,8.258380298599171e-05,2.4511438576330045e-05,0.0003258612405350627,8.738997200071292e-05,0.00011419811930940217,2.3106794321802383e-05,7.183997050215679e-05,3.7748108359065954e-05,3.0323377157833177e-05,4.200214711138969e-05,0.00010900335815470815,7.735331636515393e-05,5.317548446443482e-05,3.056606555402192e-05,6.019168435808468e-05,8.596728560673516e-05,1.8170964859732706e-05,1.6628750783746436e-05,7.695220098169589e-05,0.0002776388828823548,0.00015918799684511427,0.00021381693551115433,0.00011588295762826603,0.0001267791038720998,0.00017017241261034374,0.0001585378956801262,5.847500889500797e-05,0.00011239968938590187,4.8184795140551456e-05,5.103397501830219e-05,4.463268038893397e-05,3.9047580697316574e-05,114133916,114188138,ACSL5|ACS2|ACS5|FACL5|-|10q25.2|protein-coding,0,9.198012489198546e-05
9,0.0,0.0,2.594436628463875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96953957,96988686,ACSM6|C10orf129|bA310E22.3|-|10q23.33|protein-coding,0,8.10761446394961e-08
10,2.2370330379952606e-06,1.0423468896246665e-05,0.0,2.491380780722079e-06,4.238616848029203e-06,8.393896712818009e-06,4.992739262698155e-06,8.124264791190048e-06,7.414232327052617e-06,1.9185320050879465e-06,1.7291563831741379e-06,0.0,0.0,4.794676949650497e-06,3.844704445909074e-06,2.4144003617210724e-06,0.0,2.331133287441089e-06,1.7188635958110765e-06,2.2159643072484554e-06,6.3827168186107875e-06,2.8379474500257997e-06,7.014353046855952e-06,2.36417909318601e-06,0.0,0.0,2.4751326516405494e-06,3.0136148603466444e-06,6.29189886959267e-06,4.536353334960195e-06,9.514418869738091e-06,0.0,90692441,90699731,ACTA2-AS1|ZXF1|uc001kfo.1|-|10q23.31|ncRNA,0,3.5535524683672524e-06
14,7.456776793317536e-06,5.944634604890675e-06,4.410542268388587e-06,5.078583899164237e-06,4.3201287104913025e-06,2.0748958166516427e-05,6.749443818091949e-06,2.7741391969917237e-06,1.707772614658187e-05,1.3087129034707065e-05,1.28356608443311e-05,7.226066030552634e-06,3.136872046026168e-05,9.739187553977573e-06,1.3046783939396364e-05,1.1413528982681433e-05,1.4140314472664723e-05,1.2821233080925992e-05,5.8176921704374895e-06,4.5034113340855704e-06,4.331129269771606e-06,0.0,1.578229435542589e-05,4.078208935745868e-06,6.56495219866519e-06,6.161516469664293e-06,1.5082839595934596e-05,6.027229720693289e-06,1.0672334791460985e-05,8.205462650001527e-06,2.165883970346883e-06,0.0,135075920,135090407,ADAM8|CD156|CD156a|MS2|-|10q26.3|protein-coding,0,9.051016045817692e-06
