,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0005268858454768067,0.0004489319830460571,0.0006171303635315244,35754566,35758079,ENSG00000004776,0,0.000530982730684796
1,3.859002001350403e-06,5.416212724446261e-06,7.9948056742014e-06,35774532,35788822,ENSG00000004777,0,5.7566734666660216e-06
2,0.00041198099108482575,0.00035945297052808326,0.0005385960591336516,18831959,18868230,ENSG00000005007,0,0.0004366766735821868
3,8.002786905048176e-05,8.896099529693477e-05,8.899137900793897e-05,2328615,2355095,ENSG00000005206,0,8.599341445178516e-05
4,0.0001882265466189277,0.000284610994191613,0.00031445919254583264,18588685,18592337,ENSG00000006015,0,0.00026243224445212445
5,0.0005883579937536895,0.0006977488779458811,0.0007171774497466076,18572220,18607741,ENSG00000006016,0,0.0006677614404820594
6,5.026121529998813e-05,5.7106206665417186e-05,7.883947367719035e-05,3594507,3606875,ENSG00000006638,0,6.206896521419855e-05
7,0.0001531279094068698,0.00014494545320096808,0.00015050432025798542,39385629,39391154,ENSG00000006712,0,0.00014952589428860778
8,0.000221860730097902,0.00019261080868884385,0.0002255529740018933,45079288,45305284,ENSG00000007047,0,0.00021334150426287972
9,0.00019247382597397875,0.00012292183277003176,0.00016203319535870186,17933015,17943991,ENSG00000007080,0,0.0001591429513675708
10,0.0002556330350831979,0.00030026213741920664,0.00026592797287653053,45162928,45178237,ENSG00000007255,0,0.00027394104845964503
11,0.0,0.0,0.0,3777970,3802129,ENSG00000007264,0,0.0
12,8.420496902149919e-05,6.256796212736259e-05,0.00010672226657815847,4343527,4360086,ENSG00000008382,0,8.449839924234009e-05
14,1.0011023223392105e-05,6.557011603140027e-06,9.125655070707171e-06,45668221,45683722,ENSG00000010310,0,8.564563299079768e-06
15,0.00014263148615972505,0.00017204835889805163,0.00011677343625235336,49806866,49817376,ENSG00000010361,0,0.00014381776043671002
16,8.161416955138593e-05,9.757764634249263e-05,0.00011723048122489148,3750772,3761692,ENSG00000011132,0,9.880743237292334e-05
17,0.0002018245155118765,0.00014116561942724006,0.00017718592309828903,15380050,15419141,ENSG00000011243,0,0.00017339201934580187
19,1.0572057271455888e-06,3.9568442894992175e-06,1.7521949096373552e-06,38211006,38229714,ENSG00000011332,0,2.2554149754273872e-06
20,0.0003552325244005831,0.0004122859497697786,0.00041703575414380525,43646095,43670547,ENSG00000011422,0,0.0003948514094380556
21,0.00016836083516974493,0.00015280191670411235,0.00023965459466034685,15419978,15449956,ENSG00000011451,0,0.00018693911551140137
22,0.00018344645986817358,0.00023601601602115573,0.00024323284005783787,45692403,45703989,ENSG00000011478,0,0.00022089843864905572
23,0.0003056635556908679,0.0002927026568174235,0.0003523669145384754,46347087,46392981,ENSG00000011485,0,0.0003169110423489223
24,0.0,1.7335571427961851e-06,0.0,35704558,35717038,ENSG00000011590,0,5.778523809320617e-07
26,0.0,0.0,6.821196199218173e-07,35319261,35347361,ENSG00000012124,0,2.2737320664060576e-07
