,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.0006311601561157528,0.00032106874022025037,0.0003673945807998686,23730189,23889400,ENSG00000027001,0,0.00043987449237862386
4,0.0006220827603373837,0.0004018302385239549,0.00032462656904058983,20567138,20691444,ENSG00000032742,0,0.0004495131893006428
5,0.0,4.886618680337941e-06,3.3091454243050236e-06,108596152,109208005,ENSG00000041515,0,2.7319213682143214e-06
6,0.0,0.0,0.0,99981784,99986765,ENSG00000043355,0,0.0
7,1.3166718794659507e-05,0.0,0.0,113105788,113120685,ENSG00000057593,0,4.3889062648865024e-06
9,0.0002567855341764759,0.00021174755096510053,0.00025208717764004613,112690038,112887168,ENSG00000068650,0,0.00024020675426054085
10,0.0003999878016886691,0.0005861516360839298,0.0009563535552557208,31846713,32299125,ENSG00000073910,0,0.0006474976643427733
11,0.0,0.0,0.0,24680408,24712472,ENSG00000075673,0,0.0
12,0.0,0.0,1.289718128114761e-06,94436811,94479682,ENSG00000080166,0,4.299060427049203e-07
13,0.0,0.0,0.0,46053186,46105033,ENSG00000080618,0,0.0
16,0.0008647902828185944,0.0008260340921542932,0.0008303655256868922,60396457,60573878,ENSG00000083544,0,0.00084039663355326
17,0.0009342884288883051,0.0008696552592025358,0.0008075785532012461,44939249,44989471,ENSG00000083635,0,0.000870507413764029
18,0.0012745008478360984,0.0010486705439515477,0.001252154324570878,32586452,32778019,ENSG00000083642,0,0.0011917752387861748
19,0.0,0.0,0.0,98683801,98752672,ENSG00000088386,0,0.0
20,0.0002878129135533222,0.0003336581735679445,0.00026647792759539594,98793429,99086625,ENSG00000088387,0,0.0002959830049055542
22,0.001001963750802597,0.0011184826108247101,0.0008699452826814429,94574054,94596242,ENSG00000088451,0,0.0009967972147695832
23,1.649230146107505e-05,1.0145802835747749e-05,8.550063067159086e-06,46334681,46438190,ENSG00000102445,0,1.1729389121327293e-05
24,0.00046820131911902717,0.00036890001125560243,0.00035659076806936267,101053776,101416508,ENSG00000102452,0,0.0003978973661479974
25,0.0003562755856866082,0.0002645756560057645,0.0004233564001490188,101710804,102402457,ENSG00000102466,0,0.00034806921394713047
26,0.0005514336127204498,0.0003715150995649748,0.0009596521688714882,46831546,46897076,ENSG00000102468,0,0.0006275336270523043
28,1.6351868283168187e-05,4.577031780562834e-05,4.132663597807288e-05,108251240,108308484,ENSG00000102524,0,3.4482940688956465e-05
30,0.0,0.0,0.0,49220338,49222377,ENSG00000102539,0,0.0
31,0.00036579738930730477,0.00013661280970544677,0.00026180311478050364,49247925,49293485,ENSG00000102543,0,0.0002547377712644184
32,0.0017022504915384527,0.0012177367075557077,0.0012863687000056233,49308650,49444064,ENSG00000102547,0,0.0014021186330332612
34,0.0011990474207671884,0.000926566369418343,0.001157081313320623,98445185,98577940,ENSG00000102572,0,0.0010942317011687181
