,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.0006490500761523346,0.0005865661134864506,0.0006676576737156308,23730189,23889400,ENSG00000027001,0,0.0006344246211181388
4,0.0004000250717504864,0.00041042251280751663,0.0003770534640889619,20567138,20691444,ENSG00000032742,0,0.00039583368288232166
5,2.405677457397588e-05,3.731058252590871e-05,3.824820241129792e-05,108596152,109208005,ENSG00000041515,0,3.32051865037275e-05
6,0.0,0.0,0.0,99981784,99986765,ENSG00000043355,0,0.0
7,0.0,3.6076388434946088e-06,0.0,113105788,113120685,ENSG00000057593,0,1.2025462811648697e-06
9,0.0002755431753142111,0.0003413131770651304,0.00038876713775316205,112690038,112887168,ENSG00000068650,0,0.00033520783004416786
10,0.0011054580525668343,0.001067964296310116,0.0011000192797377076,31846713,32299125,ENSG00000073910,0,0.0010911472095382192
11,0.0,0.0,9.527468311001778e-06,24680408,24712472,ENSG00000075673,0,3.1758227703339258e-06
12,0.0,0.0,5.590121872724733e-06,94436811,94479682,ENSG00000080166,0,1.863373957574911e-06
13,0.0,0.0,1.048652032385342e-05,46053186,46105033,ENSG00000080618,0,3.495506774617807e-06
14,0.0019543115374237854,0.0020390528903908773,0.0019359862243270496,72752169,72782096,ENSG00000083520,0,0.001976450217380571
15,0.0019979499624397266,0.001980874387424695,0.002262632722868422,72782133,73016461,ENSG00000083535,0,0.002080485690910948
16,0.0009460096767209029,0.0009740782150117323,0.000822552294807266,60396457,60573878,ENSG00000083544,0,0.0009142133955133005
17,0.0008307606180962291,0.0008388662632475631,0.0008518724671013813,44939249,44989471,ENSG00000083635,0,0.0008404997828150579
18,0.001340801699406504,0.0013375958414216299,0.0014362011052988107,32586452,32778019,ENSG00000083642,0,0.0013715328820423148
19,0.0,0.0,0.0,98683801,98752672,ENSG00000088386,0,0.0
20,0.00037217856759234967,0.0004569706936144394,0.00047035100647296673,98793429,99086625,ENSG00000088387,0,0.00043316675589325193
22,0.0009812094973446683,0.0009382162708407857,0.0008962169266900376,94574054,94596242,ENSG00000088451,0,0.0009385475649584972
23,5.257650921540035e-05,6.627629154598932e-05,7.411835310937929e-05,46334681,46438190,ENSG00000102445,0,6.432371795692299e-05
24,0.000345019975666891,0.0003608915536007044,0.0003432253588838531,101053776,101416508,ENSG00000102452,0,0.0003497122960504828
25,0.00032288775993960766,0.0004522320642052536,0.000611661749207962,101710804,102402457,ENSG00000102466,0,0.0004622605244509411
26,0.001685069271105469,0.001859394727301033,0.002051016790836242,46831546,46897076,ENSG00000102468,0,0.0018651602630809147
28,0.00010582149710087918,0.00010752863526053105,7.808018169137387e-05,108251240,108308484,ENSG00000102524,0,9.714343801759469e-05
30,0.0,0.0,0.0,49220338,49222377,ENSG00000102539,0,0.0
31,0.0003207403889108653,0.0004434837119898486,0.0003746138995684703,49247925,49293485,ENSG00000102543,0,0.00037961266682306143
32,0.0015713978628307756,0.0018490120479661885,0.0015487788553550162,49308650,49444064,ENSG00000102547,0,0.0016563962553839933
34,0.0011257542691575312,0.0011643422682731724,0.00120407254570754,98445185,98577940,ENSG00000102572,0,0.0011647230277127478
37,0.0007844372899050592,0.0009282138211749391,0.0008249863413938053,111114559,111305737,ENSG00000102606,0,0.0008458791508246013
38,2.5321876292043624e-05,4.23966404015331e-05,4.63595456507234e-05,21671073,21704498,ENSG00000102678,0,3.8026020781433376e-05
39,0.001246485026599052,0.001504672905874194,0.0012956878558752197,23180979,23325162,ENSG00000102683,0,0.0013489485961161553
41,0.0013599415954253253,0.0013501086642871247,0.001444436099277344,37009312,37059713,ENSG00000102710,0,0.0013848287863299311
42,0.0017460648957652795,0.0019460676419797492,0.0015240282405069065,40729128,40771190,ENSG00000102738,0,0.0017387202594173117
43,0.0007519782252760042,0.0007563191992285319,0.0008021767080058198,40789412,40812460,ENSG00000102743,0,0.0007701580441701186
45,0.00023364077413999982,0.00023560452509145308,0.00024599799004642063,28300346,28495145,ENSG00000102755,0,0.00023841442975929117
47,0.0012617029980036697,0.0012619398438815912,0.0013875021830418847,41566835,41961120,ENSG00000102763,0,0.0013037150083090483
48,0.0004755106286395325,0.0005317775409113217,0.0005835715018102102,42040036,42256578,ENSG00000102780,0,0.0005302865571203548
50,0.0009473704789351093,0.000955280014555445,0.0009814894516413384,51354077,51454264,ENSG00000102786,0,0.0009613799817106309
51,8.53776977649026e-05,8.153366369256492e-05,0.00012338386167130264,51767993,51804163,ENSG00000102796,0,9.676507437625673e-05
54,0.00064926929726944,0.0006746378264250412,0.0007051401115258611,76990660,77019143,ENSG00000102805,0,0.0006763490784067808
55,0.0,0.0,4.941906260044986e-06,53028813,53052057,ENSG00000102837,0,1.647302086681662e-06
57,0.002484427096522823,0.0021007783865863968,0.001843810990210816,75549480,75606020,ENSG00000118939,0,0.0021430054911066782
58,0.0,1.6331532176922166e-06,1.1719361156795897e-05,57631744,57729311,ENSG00000118946,0,4.450838124829371e-06
59,0.00018357933416914462,0.00022540356419875775,0.00021747575207354568,43213130,43786972,ENSG00000120658,0,0.00020881955014714936
60,0.0,0.0,0.0,42562736,42608013,ENSG00000120659,0,0.0
61,0.0007788357309586657,0.0007778655815011578,0.0008413077692274739,41216369,41263577,ENSG00000120662,0,0.0007993363605624323
62,8.878380160767483e-06,1.3626387448529367e-05,1.3968820538977033e-05,36346431,36369601,ENSG00000120664,0,1.2157862716091295e-05
63,0.0,0.0,0.0,36168217,36214588,ENSG00000120669,0,0.0
65,0.0003442065243749834,0.0003440847859835071,0.00038148698435992007,39009865,39038089,ENSG00000120685,0,0.0003565927649061369
67,0.0009909618129087937,0.0011306398098795403,0.0011237518389188882,41061509,41084006,ENSG00000120688,0,0.0010817844872357408
68,0.0010405787401192303,0.0011079139855810383,0.001319248631693366,40931924,41061440,ENSG00000120690,0,0.001155913785797878
69,0.0007174972214174319,0.0007212142843695799,0.0007826873357809223,36844831,36920765,ENSG00000120693,0,0.0007404662805226447
71,0.001202026004044661,0.0011691279429867185,0.0012845398247313632,41189834,41194569,ENSG00000120696,0,0.001218564590587581
73,0.0015085138080040525,0.0014760928099281402,0.001310047022442304,36998816,37025881,ENSG00000120699,0,0.0014315512134581657
74,0.0018260175693394689,0.0017754167487653637,0.001828783375475425,19674752,19783019,ENSG00000121390,0,0.0018100725645267526
76,3.639429182401163e-05,2.3657227934250763e-05,4.311419950908084e-05,20138255,20161052,ENSG00000121743,0,3.438857308911441e-05
