,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,7.804899482951826e-06,2.736564916826649e-06,7.825997036325077e-06,17296794,17413528,ENSG00000003987,0,6.122487145367851e-06
1,9.120361462335011e-06,1.079255479995792e-05,5.334592094095504e-06,17497088,17570573,ENSG00000003989,0,8.415836118796146e-06
3,0.00027899980353505223,0.00036205775545943356,0.00033716277247008574,22987417,23020509,ENSG00000008853,0,0.0003260734438215239
5,0.00020125039513458994,0.00032697817767124443,0.00027660147879866127,28600469,28756561,ENSG00000012232,0,0.00026827668386816524
6,7.1043718660602e-05,0.0001197351927240921,9.713967130184009e-05,143437659,143541447,ENSG00000014164,0,9.59728608955114e-05
9,8.933885664746754e-05,0.00011838313463386818,7.138434241015853e-05,141207166,141308305,ENSG00000022567,0,9.303544456383142e-05
11,0.0001713879539325305,0.0002383693224122649,0.00018189449193003074,41653220,41896762,ENSG00000029534,0,0.0001972172560916087
12,3.0958629985954863e-06,8.955175871614235e-06,4.138975403238721e-06,48710789,48735311,ENSG00000034239,0,5.396671424482815e-06
15,8.51479299226111e-07,4.030382865457263e-06,7.684028782382329e-06,2045046,2165552,ENSG00000036448,0,4.1886303156885675e-06
16,0.0,0.0,0.0,20144855,20183206,ENSG00000036565,0,0.0
17,3.845390473087831e-06,3.6403459307321965e-06,1.5423139793105638e-06,16107878,16567490,ENSG00000038945,0,3.009350127710197e-06
18,0.0006239941414467657,0.0006175819986098056,0.0006021590406453441,73420369,73747708,ENSG00000040341,0,0.0006145783935673051
19,1.6191262872437916e-06,3.406202175909345e-06,5.411676739705241e-06,132866958,133134903,ENSG00000042832,0,3.479001734286126e-06
20,2.1277662308330388e-05,2.0346556584160618e-05,2.58608225304388e-05,24294069,24359014,ENSG00000042980,0,2.249501380764327e-05
21,1.3371004665212177e-05,1.4455161704285183e-05,1.886931974381958e-05,67952046,68237032,ENSG00000046889,0,1.5565162037772314e-05
22,0.0004637866413349168,0.0006797575642662065,0.0006338239846425661,53715543,53843558,ENSG00000047249,0,0.0005924560634145631
24,6.212307200624133e-05,8.638835529098442e-05,6.75698968687524e-05,20246165,20303963,ENSG00000061337,0,7.202710805532605e-05
27,0.0001417626970376847,0.00018373111983894906,0.00020441934179865243,134477788,134713049,ENSG00000066827,0,0.0001766377195584287
30,0.0,0.0,0.0,24440930,24526970,ENSG00000069206,0,0.0
31,0.0005399332840296678,0.0005067563610858985,0.0005149833888727875,42338454,42371808,ENSG00000070501,0,0.000520557677996118
32,0.0007955193870865448,0.0008292262448057066,0.0007861510814339375,42152946,42171673,ENSG00000070718,0,0.0008036322377753964
34,0.0002221526143192755,0.0003489468027069615,0.0003102632764525489,144393229,144409335,ENSG00000071894,0,0.0002937875644929286
35,0.0,2.891137179903517e-06,2.93974799177558e-06,80034745,80231232,ENSG00000076554,0,1.943628390559699e-06
36,0.00014498214091632347,0.0001496349593697647,0.0001300715151524561,80967810,81112068,ENSG00000076641,0,0.0001415628718128481
38,2.9387142928357062e-05,5.151880724267208e-06,3.2740644880836136e-06,16992181,17002345,ENSG00000078579,0,1.2604362713569293e-05
41,0.00023037841019055348,0.0002650887229784408,0.00023189133056720246,91954967,92103286,ENSG00000079102,0,0.0002424528212453989
42,0.0,0.0,3.106899832651551e-06,94127162,94217303,ENSG00000079112,0,1.035633277550517e-06
44,0.0,0.0,0.0,53225724,53251637,ENSG00000082556,0,0.0
45,0.00037576678759025206,0.0004839264086445664,0.0004429066207012704,41929479,42051994,ENSG00000083168,0,0.0004341999389786963
46,0.0,0.0,0.0,101492439,101669726,ENSG00000083307,0,0.0
48,0.0008743210565698098,0.0008321938365756158,0.0008595505610636358,38225218,38275558,ENSG00000085788,0,0.0008553551514030204
49,0.0002892015066267947,0.0003636055828004251,0.0003367302287149504,76681239,76867281,ENSG00000091656,0,0.0003298457727140567
50,1.7686306520231095e-06,4.883443121007821e-06,4.43352850753396e-06,6499632,6563409,ENSG00000091879,0,3.695200760188297e-06
52,0.0001319635853049981,0.0001315897722361705,0.00012914461285672385,66712734,66862022,ENSG00000104205,0,0.00013089932346596413
53,2.7309264117929874e-05,3.133706015626673e-05,3.485119858287218e-05,17576433,17644071,ENSG00000104213,0,3.1165840952356265e-05
54,0.0001557983437609147,0.0001672702360018026,0.00019242930145424398,67062417,67196778,ENSG00000104218,0,0.0001718326270723204
56,0.0007341437814228557,0.0007100000913318988,0.0007560835511985537,37843268,37849861,ENSG00000104221,0,0.0007334091413177694
59,0.0,0.0,0.0,54509422,54871720,ENSG00000104237,0,0.0
60,1.8739709825209117e-05,3.059886846886731e-05,3.0151982021953867e-05,28494205,28574267,ENSG00000104290,0,2.6496853438676766e-05
61,0.00017393300958813254,0.00021065468177851313,0.00022107444475223946,28767661,28890242,ENSG00000104299,0,0.00020188737870629504
63,5.800508833850299e-06,7.62668467510397e-06,7.108674698981347e-06,71197433,71592025,ENSG00000104313,0,6.845289402645205e-06
65,3.692883943417793e-05,4.6314149832217973e-05,6.171443818376073e-05,72019917,72075584,ENSG00000104321,0,4.831914248338554e-05
68,8.416977648501885e-07,0.0,0.0,90058608,90095475,ENSG00000104327,0,2.805659216167295e-07
72,0.0008545147158202501,0.0007601503503124586,0.0007806182170861829,73780097,73878910,ENSG00000104343,0,0.0007984277610729639
73,0.0008312541923984663,0.000787515417711929,0.0007491587985569103,98117293,98159835,ENSG00000104356,0,0.0007893094695557686
75,0.0003810809693260529,0.00041700856731528965,0.0004035478870918447,42271302,42332460,ENSG00000104365,0,0.0004005458079110624
77,1.3089408408797695e-06,0.0,2.6249580702825067e-06,74234700,74321540,ENSG00000104369,0,1.311299637054092e-06
78,0.0,5.289877661741605e-06,0.0,42374063,42377229,ENSG00000104371,0,1.7632925539138682e-06
79,0.0005529454310255912,0.0005219569747797842,0.000461714784468245,98371228,98942827,ENSG00000104375,0,0.0005122057300912067
80,1.3870800379723365e-05,1.680478262787146e-05,1.2169758174096994e-05,74320613,74518007,ENSG00000104381,0,1.4281780393897273e-05
83,0.0004600973238710128,0.0004365026455850719,0.00044046136782166214,108443601,108489196,ENSG00000104412,0,0.0004456871124259156
84,0.0,0.0,0.0,94641074,94707466,ENSG00000104413,0,0.0
85,6.251137917307446e-05,5.8447541738233996e-05,7.660932353107014e-05,133191039,133231690,ENSG00000104415,0,6.585608148079286e-05
87,0.0006865914539402047,0.0006779222905652135,0.0007015468213073206,78666089,78719765,ENSG00000104427,0,0.000688686855270913
88,9.564683322546786e-05,8.663422198870929e-05,0.00010656153206534157,78675743,78805523,ENSG00000104432,0,9.628086242650625e-05
92,0.00017586820425140534,0.00018186465298792142,0.0002061313687746388,100157906,100259278,ENSG00000104450,0,0.00018795474200465517
93,0.0003999299198376007,0.0004015505279102957,0.0004247070855046965,140511311,140517154,ENSG00000104472,0,0.00040872917775086425
94,5.9759176116535675e-06,1.3553872729338796e-05,1.4980178154950975e-05,101686542,102124907,ENSG00000104490,0,1.1503322831981113e-05
98,0.00071603558453134,0.0009011793271283198,0.0008331804406777823,143612618,143618048,ENSG00000104522,0,0.0008167984507791473
99,9.437506037739707e-05,0.00010447340746338385,7.936723788706702e-05,143603210,143609773,ENSG00000104524,0,9.273856857594932e-05
101,0.0,0.0,1.584919394106039e-06,123680794,123737402,ENSG00000104537,0,5.28306464702013e-07
105,0.0004217488366417146,0.0004285215301217077,0.0003822990973777206,9002147,9116746,ENSG00000104626,0,0.0004108564880470476
107,9.079257969721149e-05,0.000124076710368302,0.00012042822553026912,11284816,11328146,ENSG00000104643,0,0.00011176583853192754
109,0.0004810107007007917,0.00047856532748106795,0.00045466253717491056,30156319,30183639,ENSG00000104671,0,0.00047141285511892336
112,4.9263038905449716e-05,6.315322286100718e-05,6.380342920089803e-05,23190452,23225102,ENSG00000104689,0,5.8739896989118305e-05
113,0.0005843741235801403,0.000609772641463075,0.0006458595782762969,30729131,30767006,ENSG00000104691,0,0.0006133354477731707
