,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,8.924780990453947e-07,1.0857621947052736e-06,1.0139167815954826e-05,17296794,17413528,ENSG00000003987,0,4.039136036568499e-06
1,0.0,0.0,0.0,17497088,17570573,ENSG00000003989,0,0.0
2,0.0007969841825771875,0.0008395722988056037,0.0008182278451100191,133454848,133571940,ENSG00000008513,0,0.0008182614421642702
3,0.00026187638498127166,0.00025373493563499963,0.0002467441205445995,22987417,23020509,ENSG00000008853,0,0.00025411848038695695
5,0.00019431751407114335,0.00023409450586468254,0.00026622591033893355,28600469,28756561,ENSG00000012232,0,0.00023154597675825316
6,9.637708495285877e-05,7.88401602824048e-05,9.438881363821162e-05,143437659,143541447,ENSG00000014164,0,8.98686862911584e-05
9,6.0336830275077334e-05,6.466540807005507e-05,6.890948727946919e-05,141207166,141308305,ENSG00000022567,0,6.463724187486719e-05
11,4.638604881421261e-05,4.807159699381579e-05,5.132428783154261e-05,41653220,41896762,ENSG00000029534,0,4.859397787985701e-05
12,2.1240428606384773e-06,1.033618672144045e-05,6.702942323372519e-06,48710789,48735311,ENSG00000034239,0,6.387723968483815e-06
15,3.5051521344947262e-06,3.1981972218954126e-06,1.1061374949449474e-05,2045046,2165552,ENSG00000036448,0,5.921574768613204e-06
16,0.0,1.9238259908881883e-06,0.0,20144855,20183206,ENSG00000036565,0,6.412753302960628e-07
17,1.5038233650902207e-05,1.5406369458690314e-05,2.8973665772438602e-05,16107878,16567490,ENSG00000038945,0,1.9806089627343707e-05
18,0.0007442606534096496,0.0007116010266378108,0.0007696939999798374,73420369,73747708,ENSG00000040341,0,0.0007418518933424325
19,6.109771160581228e-06,6.081516259969644e-06,8.413481316521072e-06,132866958,133134903,ENSG00000042832,0,6.868256245690648e-06
20,2.8533248020833668e-05,2.5832701880447818e-05,2.512848077582461e-05,24294069,24359014,ENSG00000042980,0,2.6498143559035363e-05
