,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,1.2894844207758323e-05,2.629236802346451e-06,7.945243123744992e-06,17296794,17413528,ENSG00000003987,0,7.82310804461659e-06
1,4.109504112103659e-06,7.373703815044013e-05,6.189572680071701e-06,17497088,17570573,ENSG00000003989,0,2.8012038314205164e-05
2,0.0006853469589004046,0.0007490271561323137,0.0009638409198726639,133454848,133571940,ENSG00000008513,0,0.0007994050116351273
3,0.00032185882951611867,0.0003333924788567318,0.0003385996353947483,22987417,23020509,ENSG00000008853,0,0.0003312836479225329
5,0.00027764431027254975,0.0003081037224611543,0.0002625325826375966,28600469,28756561,ENSG00000012232,0,0.0002827602051237669
6,8.075572998117292e-05,9.953744654239875e-05,0.00011505643897254561,143437659,143541447,ENSG00000014164,0,9.844987183203909e-05
9,5.943873856605189e-05,5.7134586871272064e-05,7.95771393253019e-05,141207166,141308305,ENSG00000022567,0,6.538348825420862e-05
11,0.0001150852386713938,0.00010122452185881062,0.00011215913387768634,41653220,41896762,ENSG00000029534,0,0.00010948963146929693
12,2.2319223221525056e-05,1.0429035050955846e-05,1.1555614456700463e-05,48710789,48735311,ENSG00000034239,0,1.4767957576393787e-05
15,3.4529793132728467e-06,4.302568179740978e-06,6.067531351085122e-06,2045046,2165552,ENSG00000036448,0,4.607692948032982e-06
16,0.0,0.0,0.0,20144855,20183206,ENSG00000036565,0,0.0
17,1.6633706820443566e-05,0.0,9.394887165888875e-06,16107878,16567490,ENSG00000038945,0,8.676197995444146e-06
18,0.0007855042572379281,0.0007511834803371135,0.0006277092630716906,73420369,73747708,ENSG00000040341,0,0.000721465666882244
19,1.4591101496295168e-06,3.2726110321688895e-06,4.3953082611007074e-06,132866958,133134903,ENSG00000042832,0,3.0423431476330377e-06
20,7.844244052123175e-05,2.606475283488412e-06,1.9034779391431183e-05,24294069,24359014,ENSG00000042980,0,3.336123173205045e-05
21,5.35536263225582e-06,1.4513826464488155e-05,2.520636194859303e-06,67952046,68237032,ENSG00000046889,0,7.463275097201092e-06
22,0.0006492034077667188,0.0006661832234226799,0.000655464565553904,53715543,53843558,ENSG00000047249,0,0.0006569503989144343
24,0.00036294407122784825,0.00014684651670223965,0.00029261961708906153,20246165,20303963,ENSG00000061337,0,0.00026747006833971644
27,0.0001578655583625379,0.0001630512845288326,0.00020066212298521505,134477788,134713049,ENSG00000066827,0,0.00017385965529219516
30,5.434802971399007e-06,0.0,0.0,24440930,24526970,ENSG00000069206,0,1.8116009904663356e-06
31,0.0006408514312985402,0.0005870673018857936,0.0005258093667310638,42338454,42371808,ENSG00000070501,0,0.0005845760333051325
32,0.0008217166442692881,0.0007836432809073239,0.0007084741910013266,42152946,42171673,ENSG00000070718,0,0.0007712780387259796
34,0.0002989557340192023,0.0002525733950993208,0.0003624413485710926,144393229,144409335,ENSG00000071894,0,0.00030465682589653854
35,0.0,2.962929984716567e-06,7.461352866698302e-07,80034745,80231232,ENSG00000076554,0,1.2363550904621324e-06
36,0.0001849290794055518,0.00015974030926348641,9.376903681329342e-05,80967810,81112068,ENSG00000076641,0,0.00014614614182744388
38,4.413808441575694e-06,0.0,0.0,16992181,17002345,ENSG00000078579,0,1.4712694805252314e-06
41,0.00030301519797509976,0.0001740563193842278,0.00028106365039336445,91954967,92103286,ENSG00000079102,0,0.00025271172258423065
42,0.0,0.0,0.0,94127162,94217303,ENSG00000079112,0,0.0
44,0.0,0.0,0.0,53225724,53251637,ENSG00000082556,0,0.0
45,0.0003501795566440743,0.00034504775588772017,0.0003830302859598878,41929479,42051994,ENSG00000083168,0,0.0003594191994972274
46,1.341715997910208e-06,0.0,0.0,101492439,101669726,ENSG00000083307,0,4.472386659700693e-07
49,0.00032432343982452923,0.0008890676431929017,0.0005652668495423381,76681239,76867281,ENSG00000091656,0,0.000592885977519923
50,3.586138062696435e-06,4.468490077635952e-06,9.002166231612328e-07,6499632,6563409,ENSG00000091879,0,2.984948254497873e-06
52,0.0001726744486460998,0.00017283940366221462,0.0001698013189365645,66712734,66862022,ENSG00000104205,0,0.00017177172374829296
53,3.35595338759269e-06,5.7707040229771474e-05,7.58190685684457e-06,17576433,17644071,ENSG00000104213,0,2.2881633491402913e-05
54,0.00022873275007252389,0.00021063033064019592,0.00024787787871896367,67062417,67196778,ENSG00000104218,0,0.00022908031981056117
59,5.171881987091731e-07,1.5466558693091743e-06,0.0,54509422,54871720,ENSG00000104237,0,6.879480226727824e-07
60,2.0618689661228653e-05,1.4093797662517505e-05,9.31651689219972e-06,28494205,28574267,ENSG00000104290,0,1.4676334738648626e-05
61,0.00021690201045336822,0.00017330271006454816,0.00026933159148818047,28767661,28890242,ENSG00000104299,0,0.0002198454373353656
63,8.712086730617733e-06,1.3026784379797823e-06,1.3121800641648936e-06,71197433,71592025,ENSG00000104313,0,3.775648410920803e-06
65,2.0479514241318614e-05,1.8181859800140516e-05,1.7350557531624683e-05,72019917,72075584,ENSG00000104321,0,1.8670643857694603e-05
68,1.137770679248812e-06,0.0,0.0,90058608,90095475,ENSG00000104327,0,3.7925689308293736e-07
75,0.00034245592711126485,0.00039916809459595486,0.0003144817507813727,42271302,42332460,ENSG00000104365,0,0.0003520352574961975
77,0.0,0.0,0.0,74234700,74321540,ENSG00000104369,0,0.0
78,0.0,0.0,0.0,42374063,42377229,ENSG00000104371,0,0.0
79,0.0004665105452236179,0.00043067082726417423,0.00046098603454025795,98371228,98942827,ENSG00000104375,0,0.00045272246900935004
80,1.6741027643385778e-05,1.101412045556701e-05,2.4206087967671096e-05,74320613,74518007,ENSG00000104381,0,1.732041202220796e-05
83,0.0005428569024773942,0.00045195159103218394,0.00047341765325339513,108443601,108489196,ENSG00000104412,0,0.0004894087155876578
84,0.0,0.0,0.0,94641074,94707466,ENSG00000104413,0,0.0
85,0.00018777820422445084,0.0004211642245458169,0.000285180985960103,133191039,133231690,ENSG00000104415,0,0.00029804113824345697
86,0.0006631377429110898,0.0006531139351498348,0.0005121356369994042,133237175,133302022,ENSG00000104419,0,0.0006094624383534429
87,0.0007848666187629754,0.0006131929961471961,0.0006560849894521951,78666089,78719765,ENSG00000104427,0,0.0006847148681207888
88,0.00013407983807187424,6.981119856273205e-05,2.163704561900207e-05,78675743,78805523,ENSG00000104432,0,7.517602741786946e-05
92,0.00013814102678637023,0.00028821760617538756,0.00019959489862853648,100157906,100259278,ENSG00000104450,0,0.00020865117719676477
93,0.0003931694929381986,0.0004354047999277409,0.0004367300718531141,140511311,140517154,ENSG00000104472,0,0.00042176812157301787
94,5.553616855769242e-05,0.00010946272704482616,0.00011330283009469239,101686542,102124907,ENSG00000104490,0,9.276724189907033e-05
97,0.0009327240679008543,0.0006065813946703752,0.0007673655169562414,143553207,143563062,ENSG00000104518,0,0.0007688903265091569
99,0.0001358026055951875,8.922307729154461e-05,0.0001812972821062557,143603210,143609773,ENSG00000104524,0,0.00013544098833099592
101,0.0,1.5974176221608043e-06,0.0,123680794,123737402,ENSG00000104537,0,5.324725407202681e-07
105,0.0005090195760273397,0.00044810566824409756,0.0006363321081597808,9002147,9116746,ENSG00000104626,0,0.000531152450810406
107,0.0001198303795392455,0.0001423300207489985,0.0001229909678375789,11284816,11328146,ENSG00000104643,0,0.0001283837893752743
109,0.0006295022514484895,0.0005201732542836891,0.0005489182019675907,30156319,30183639,ENSG00000104671,0,0.0005661979025665898
112,0.00014150726833728083,5.600894236240672e-05,0.00016507333545845763,23190452,23225102,ENSG00000104689,0,0.00012086318205271505
113,0.0006536496271159388,0.0006792549176991809,0.0006062855273893933,30729131,30767006,ENSG00000104691,0,0.0006463966907348376
115,3.763395435623057e-05,3.814013377761726e-05,4.156736924136511e-05,614746,738106,ENSG00000104714,0,3.911381912507098e-05
116,1.3405349075510149e-05,2.0044404578051084e-05,3.365101319902897e-06,24913758,24919098,ENSG00000104722,0,1.2271618324488045e-05
118,0.0,1.1200488306963483e-06,0.0,1823926,1958641,ENSG00000104728,0,3.733496102321161e-07
121,0.0,0.0,0.0,17864380,17910365,ENSG00000104760,0,0.0
124,0.00011127490631997548,0.00012209791071411,0.00010130916077069303,141117278,141195808,ENSG00000105339,0,0.00011156065926825951
126,0.0006117392613251148,0.0004931534661092717,0.0005210921817006595,109334324,109345954,ENSG00000120533,0,0.000541994969711682
127,0.0007168903492460064,0.0006035886158315112,0.0002934839782983552,29333064,29350684,ENSG00000120875,0,0.0005379876477919575
128,0.0004613114431137019,0.0005004270859012648,0.0006150130826801445,27596917,27614700,ENSG00000120885,0,0.0005255838705650371
130,0.0002863871702590391,0.0002768502570983531,0.0003691511126398859,22544986,22575788,ENSG00000120896,0,0.0003107961799990927
131,3.306425380422729e-05,3.398963185012562e-05,3.812818141587864e-05,27311482,27459391,ENSG00000120899,0,3.506068902341052e-05
132,1.2033497374182525e-06,0.0,0.0,26748150,26867278,ENSG00000120907,0,4.011165791394175e-07
134,0.0003867961195650501,0.00034701511463090107,0.0004552000304007946,22578279,22598025,ENSG00000120913,0,0.00039633708819891526
135,9.702995518544744e-06,1.741013407959527e-05,4.384280664512281e-06,27490781,27545564,ENSG00000120915,0,1.0499136754217431e-05
136,0.0006679538982161603,0.0006638350395390736,0.0006929190898886622,42849637,42897290,ENSG00000120925,0,0.0006749026758812986
137,0.00036031673298680137,0.0004221421746894615,0.000400402899265303,101177878,101206193,ENSG00000120963,0,0.000394287268980522
139,3.5674972019438827e-06,4.5341678843543707e-05,0.0,74984505,75034558,ENSG00000121005,0,1.6303058681829198e-05
142,3.6665495886429245e-05,1.1748050822830982e-05,2.8598206336934978e-05,90791741,90959393,ENSG00000123119,0,2.5670584348731736e-05
144,0.0007779577419491485,0.0008915909583524167,0.000892305006668781,140520156,140635633,ENSG00000123908,0,0.0008539512356567821
145,0.0,0.0,0.0,142740949,142742406,ENSG00000126233,0,0.0
146,4.4406237022997124e-05,5.5332177047841304e-05,4.830433177330029e-05,30351873,30353518,ENSG00000127589,0,4.934758194804624e-05
147,0.0005211344943891416,0.000493511411317981,0.000642498207981483,132775358,132848807,ENSG00000129292,0,0.0005523813712295352
148,2.2717223215458832e-05,3.113735504079443e-05,2.8513154166894267e-05,132570416,132675592,ENSG00000129295,0,2.7455910807715843e-05
149,1.0143306404144003e-05,7.077849997983505e-06,1.5277447175240507e-06,17643795,17801094,ENSG00000129422,0,6.249633706550519e-06
150,0.000786451885663456,0.0007993425086037949,0.0007954459563538564,38105493,38144076,ENSG00000129691,0,0.0007937467835403691
151,0.000428902489399366,0.0005120974094127099,0.0006186777588153385,33473386,33513185,ENSG00000129696,0,0.0005198925525424714
152,0.00036927651156119405,0.00044212992293024816,0.00045744587934175675,142727223,142736927,ENSG00000130193,0,0.000422950771277733
154,0.0,0.0,0.0,39902275,39928790,ENSG00000131203,0,0.0
155,0.00043490765635419046,0.0005688347479699194,0.0004513131684867938,135457456,135656722,ENSG00000131773,0,0.00048501852427030125
156,0.0008048835866351098,0.0008335755775547323,0.0008818868412188815,42836674,42843325,ENSG00000131931,0,0.0008401153351362411
158,1.3220587460389435e-06,0.0,0.0,132061480,132111159,ENSG00000132297,0,4.406862486796478e-07
161,1.2763487331455002e-06,0.0,7.689544707474144e-06,99960936,100131268,ENSG00000132554,0,2.9886311468732145e-06
162,0.0003147469490496914,0.0004662528451480235,0.00020266481166988427,97868840,98036724,ENSG00000132561,0,0.0003278882019558664
164,0.00042547664918436365,0.00039215882997685486,0.000472066310986628,85107215,85146080,ENSG00000133739,0,0.0004299005967159488
165,0.0002098379959480826,0.00010931033467820058,0.00017127855006597408,85177154,85217158,ENSG00000133740,0,0.0001634756268974191
166,1.996412856740172e-06,0.0,0.0,85327608,85379014,ENSG00000133742,0,6.65470952246724e-07
167,6.842536602744455e-07,0.0,1.0305959523974228e-06,30831544,30913008,ENSG00000133863,0,5.716165375572895e-07
169,0.00018654942059720024,0.0001621737243464437,0.00011761676069651647,33547754,33567128,ENSG00000133874,0,0.0001554466352133868
170,0.00012773395613433213,3.080560244973016e-05,3.723635659650607e-05,33591330,33600023,ENSG00000133878,0,6.525863839352278e-05
172,0.0009394458787873171,0.0008058849450918685,0.0008532399771288533,28089673,28191156,ENSG00000134014,0,0.0008661902670026797
173,1.2166902455627615e-05,7.731860078386254e-05,5.955725119652057e-05,22713251,23000000,ENSG00000134020,0,4.968091814533691e-05
174,0.0,1.2452387747500647e-05,0.0,24384285,24406013,ENSG00000134028,0,4.150795915833549e-06
175,0.0,0.0,0.0,11486894,11564599,ENSG00000136573,0,0.0
179,0.00033484860104844626,0.0007510256679955404,0.0006817872090745154,127735434,127742951,ENSG00000136997,0,0.0005892204927061673
182,0.0,0.0,0.0,74824534,74855029,ENSG00000137558,0,0.0
183,1.815515808722617e-05,2.262214615760922e-06,2.2787151618057843e-06,63048553,63086053,ENSG00000137561,0,7.565362621597625e-06
185,2.9511523490133385e-05,2.2063614932234028e-05,1.6668409361767578e-05,69667046,69834978,ENSG00000137571,0,2.274784926137833e-05
189,0.0006759049167511312,0.0005265569704066708,0.0005811154013501994,70109782,70403808,ENSG00000140396,0,0.0005945257628360005
190,0.0,8.889874447316271e-06,0.0,12424411,12436406,ENSG00000145002,0,2.963291482438757e-06
191,0.00038633804714146994,0.00034536184503584217,0.00044110797428225604,6406592,6648508,ENSG00000147316,0,0.00039093595548652277
192,7.922747395521425e-05,0.0001529438952057696,0.000140701704452174,8783354,8893630,ENSG00000147324,0,0.00012429102453771928
193,0.0003933606980689753,0.00038061455656966203,0.0003047876191694056,406428,477967,ENSG00000147364,0,0.00035958762460268096
194,3.826194938871185e-05,8.397148408704931e-05,4.461571964351763e-05,19404161,19758029,ENSG00000147408,0,5.561638437309293e-05
197,0.000314669332957741,0.0003972794148739759,0.0003992550859163321,28890395,29064764,ENSG00000147421,0,0.00037040127791601634
198,3.127226502785521e-06,0.0,0.0,42697366,42737407,ENSG00000147432,0,1.0424088342618404e-06
