,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
4,0.0010064403107470485,0.0009244454748273252,0.0008527092233023597,187464230,187565760,ENSG00000003436,1,0.0009278650029589112
12,0.0005131788962847576,0.0004928817110461866,0.0004674449915874172,39249266,39437301,ENSG00000011566,1,0.0004911685329727872
13,0.0020238945920802234,0.0021752490738653455,0.0020185050026090925,31234152,31269451,ENSG00000013016,1,0.0020725495561848867
14,0.0009415541294287552,0.0008341560833130621,0.0008218017219719379,200853009,200864691,ENSG00000013441,1,0.0008658373115712518
15,0.0019347114199698093,0.0017385908167157442,0.0019409830531280541,63588609,63607197,ENSG00000014641,1,0.0018714284299378694
18,0.000567610038527828,0.0006031544194274937,0.0004883675599439739,177392746,177567024,ENSG00000018510,1,0.0005530440059664318
24,0.0011751651956079933,0.0011022340933908722,0.001094566041988613,57907629,58159920,ENSG00000028116,1,0.0011239884436624928
29,0.0005983214888566819,0.0006689005224651754,0.0006487775271663668,70295975,70302090,ENSG00000035141,1,0.0006386665128294079
30,0.0005801616118697684,0.0007097619039522329,0.0005945233347709782,224470150,224585397,ENSG00000036257,1,0.0006281489501976598
33,0.0006236727683097493,0.0006314004221564476,0.0006109990763989902,85341955,85354531,ENSG00000042445,1,0.0006220240889550623
34,0.0009153464457912772,0.0007876358925308913,0.0008862812123009443,85394753,85418432,ENSG00000042493,1,0.0008630878502077043
36,0.0022746395753793255,0.0025459860207696504,0.0023517797794789315,32946953,33399509,ENSG00000049323,1,0.002390801791875969
39,0.0008346374561727204,0.000864334861543985,0.0008489646511534374,202265736,202303661,ENSG00000055044,1,0.0008493123229567143
40,0.0007559464114819183,0.0009048611046215939,0.0008009230923509097,37099210,37157522,ENSG00000055332,1,0.0008205768694848073
42,0.0013371796523138435,0.001534927137608807,0.001394662201172164,20248691,20352234,ENSG00000055917,1,0.001422256330364938
45,0.0017578575059899251,0.001835993071371291,0.0017476936486472627,182909115,183038858,ENSG00000061676,1,0.0017805147420028261
46,0.0019344344206539406,0.0023213129402595324,0.002084019676890404,240435663,240468076,ENSG00000063660,1,0.0021132556792679592
51,0.0017130865121708608,0.0014584849635326427,0.001604420263692449,186486253,186509361,ENSG00000065548,1,0.0015919972464653175
53,0.009743364873152917,0.009089073591218404,0.009032650200805903,74186172,74217565,ENSG00000065911,1,0.009288362888392408
60,0.007197859125429081,0.007302882096908713,0.007286362917516972,20032650,20051628,ENSG00000068697,1,0.007262368046618256
63,0.00048586655231471496,0.0004606444697833022,0.00044337146772421723,45388680,45612165,ENSG00000068784,1,0.00046329416327407807
64,0.0010330448914145746,0.0012531797027526845,0.0010868025665956857,53864069,53970993,ENSG00000068878,1,0.0011243423869209815
65,0.0019704000876773274,0.0021603314779594742,0.002025849123606641,53787009,53833038,ENSG00000068912,1,0.0020521935630811476
67,0.000890310663596044,0.0010849030746665534,0.0009963569346163699,101696850,101894690,ENSG00000071054,1,0.0009905235576263224
69,0.010068033134662686,0.008489034212933911,0.009840939750801367,101002229,101024032,ENSG00000071082,1,0.009466002366132655
70,0.0005148935521325123,0.0006049611113835938,0.0005514736403197286,12716910,12742734,ENSG00000071575,1,0.0005571094346119449
72,0.010525864593220729,0.010873189061468879,0.010012367180367262,171522247,171558129,ENSG00000071967,1,0.010470473611685625
80,0.0004252881297540628,0.0005265015283207229,0.0004754692374505142,121337776,121649476,ENSG00000074054,1,0.0004757529651750999
82,0.0008162950028905075,0.0008432608365248187,0.0007741037544675871,71276561,71435069,ENSG00000075292,1,0.0008112198646276378
84,0.00042359077260629627,0.0005691317381911358,0.0004720583471835672,28392448,28417317,ENSG00000075426,1,0.00048826028599366643
88,0.0011055907417614062,0.0010940399652222066,0.001086620292518257,135839626,135876443,ENSG00000076003,1,0.0010954169998339566
90,0.0011240351963964165,0.0010742604856496599,0.0010445403995470377,182716255,182794464,ENSG00000077232,1,0.001080945360531038
91,0.0016212205000375188,0.001536612896410633,0.0015496780726535152,171687409,171750158,ENSG00000077380,1,0.0015691704897005554
93,0.002175858229125882,0.0021196037461208212,0.002019391209096879,162170684,162245151,ENSG00000078098,1,0.002104951061447861
94,0.0005994870501729382,0.0006569882936501637,0.0005952759885251495,178463664,178478600,ENSG00000079150,1,0.0006172504441160838
96,0.006288446225626906,0.006081529301221695,0.006214197515742644,216107464,216206303,ENSG00000079246,1,0.0061947243475304154
99,0.001679568390367415,0.001987797196346477,0.0017538873372274376,15591178,15634346,ENSG00000079785,1,0.0018070843079804435
100,0.0006973587629795522,0.0007321486285527099,0.0006713701253494412,151409883,151508013,ENSG00000080345,1,0.0007002925056272345
102,0.0021015506147473344,0.0020973506885094226,0.0020425031871423934,196133583,196176503,ENSG00000081320,1,0.0020804681634663835
105,0.0007629976455397429,0.0007296621422854482,0.0007179137096201638,201387858,201480846,ENSG00000082146,1,0.0007368578324817851
106,0.004199004533469212,0.0036983610312909337,0.0038714482573704015,200810594,200827338,ENSG00000082153,1,0.003922937940710182
109,0.0010440893263477485,0.0011947634763137512,0.001019880255440435,61476032,61538741,ENSG00000082898,1,0.0010862443527006448
110,0.0021010567890066656,0.00236505840118623,0.0021593782583193945,96184859,96208827,ENSG00000084090,1,0.0022084978161707636
116,0.0022117653844576884,0.002350396091014742,0.0021020616826986846,26034084,26137454,ENSG00000084733,1,0.002221407719390372
118,0.0020011128025693593,0.002151264385730639,0.0020681169750780054,26190635,26244672,ENSG00000084754,1,0.002073498054459334
121,0.0009005324799510717,0.0008936759005444604,0.0007844113224528158,223855716,223945357,ENSG00000085449,1,0.0008595399009827826
122,0.0009774404428331913,0.0008191855750901781,0.0008651015027430521,55236595,55269347,ENSG00000085760,1,0.0008872425068888072
127,0.0005165842634850363,0.0005242783914831301,0.0004683813638892406,117814691,117832377,ENSG00000088205,1,0.0005030813396191356
129,0.0008207407082377798,0.0008763970469373883,0.0008146238055164729,172427354,172506459,ENSG00000091409,1,0.0008372538535638803
131,0.0007036694733422767,0.0007676300586579186,0.0007172290814523637,173075435,173268015,ENSG00000091436,1,0.0007295095378175197
135,0.024085365909174906,0.02210708461577458,0.023249869916962953,206159585,206162928,ENSG00000114942,1,0.023147440147304146
137,0.001937456834214627,0.0017743899977508662,0.0018649526227973695,73926826,73958961,ENSG00000114956,1,0.001858933151587621
138,0.0031289084338795544,0.002904051328791434,0.002867849914573562,74152528,74178898,ENSG00000114978,1,0.0029669365590815166
140,0.0006606294442610547,0.000587410900268606,0.0006343868002342633,96705929,96740064,ENSG00000114988,1,0.000627475714921308
142,0.0005531708972774375,0.0005722309420826433,0.0005686453667088338,112482156,112541739,ENSG00000114999,1,0.0005646824020229716
148,0.0006157615232985393,0.0009269108322589404,0.0007195061329723992,231453531,231483641,ENSG00000115053,1,0.0007540594961766263
149,0.0012061183555913057,0.001347189817795944,0.001239865505501874,97655939,97664044,ENSG00000115073,1,0.0012643912262963746
150,0.0011692005719387564,0.001135921099291308,0.0010708581690440308,113705011,113756693,ENSG00000115084,1,0.0011253266134246985
