,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
13,0.0006460904730976084,0.0006099585478578883,0.0005527499662933159,31234152,31269451,ENSG00000013016,1,0.0006029329957496042
14,0.0005975875919937742,0.000614528043699799,0.0006629309156356268,200853009,200864691,ENSG00000013441,1,0.0006250155171097334
15,0.0014978926693577596,0.0017102266247575148,0.0018162693821607196,63588609,63607197,ENSG00000014641,1,0.0016747962254253313
18,0.0005442673608541283,0.0005448176097836697,0.0005390079195184967,177392746,177567024,ENSG00000018510,1,0.0005426976300520982
24,0.0006848296829778164,0.0006536491240703939,0.0006764710503648345,57907629,58159920,ENSG00000028116,1,0.000671649952471015
27,0.1963886014416385,0.21054141138210847,0.22037386715843818,84905656,84906671,ENSG00000034510,1,0.20910129332739505
29,0.0004874818004013542,0.0004313314974782595,0.00044727773605735135,70295975,70302090,ENSG00000035141,1,0.00045536367797898835
30,0.0004758132153458223,0.0005038284744415877,0.0004756251268428416,224470150,224585397,ENSG00000036257,1,0.0004850889388767505
33,0.0008538558788757835,0.0008756483233201095,0.0008060233474869614,85341955,85354531,ENSG00000042445,1,0.0008451758498942848
34,0.0016987001309601154,0.00225069820509667,0.0023278844163501884,85394753,85418432,ENSG00000042493,1,0.002092427584135658
36,0.0031138181341844075,0.0032726075264505445,0.0026416369679036792,32946953,33399509,ENSG00000049323,1,0.0030093542095128768
39,0.0005692565167516837,0.0006645510930775471,0.0006781233963498886,202265736,202303661,ENSG00000055044,1,0.0006373103353930398
40,0.0005989888694591397,0.0005761616514276893,0.0005524007330137957,37099210,37157522,ENSG00000055332,1,0.0005758504179668749
42,0.0011406170090662853,0.0011483222930987003,0.0010611186324234517,20248691,20352234,ENSG00000055917,1,0.0011166859781961457
45,0.001469755783904144,0.001445319098402059,0.0013869685101239627,182909115,183038858,ENSG00000061676,1,0.0014340144641433886
46,0.0027072727306154806,0.0029549672272406466,0.0029449881646266204,240435663,240468076,ENSG00000063660,1,0.0028690760408275826
51,0.0011158203157933136,0.0013351219438148606,0.001505283214862303,186486253,186509361,ENSG00000065548,1,0.0013187418248234925
53,0.003956371948397941,0.003950313725671174,0.004167125573699758,74186172,74217565,ENSG00000065911,1,0.0040246037492562906
60,0.007962970018023124,0.0072933930945137775,0.007946094391834467,20032650,20051628,ENSG00000068697,1,0.007734152501457123
64,0.0010669510680162825,0.0010579978580505035,0.0009621805440057487,53864069,53970993,ENSG00000068878,1,0.0010290431566908449
65,0.0023183324612149284,0.002073780328799994,0.0022790170611587312,53787009,53833038,ENSG00000068912,1,0.002223709950391218
67,0.0008969466175663748,0.000743947021338962,0.0007463835631331172,101696850,101894690,ENSG00000071054,1,0.0007957590673461513
69,0.006413251293475386,0.006114783798208798,0.007354962843143678,101002229,101024032,ENSG00000071082,1,0.006627665978275954
