,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0011902913477945525,0.0013389997092395484,0.0010514888984717065,17577198,17607972,ENSG00000002549,1,0.0011935933185019357
3,0.0010991092559173561,0.0016076250811155465,0.0016857938179920687,109560209,109688719,ENSG00000005059,1,0.0014641760516749907
7,0.003376318473941766,0.00301372979293799,0.003273405596986059,41990502,42090461,ENSG00000014824,1,0.0032211512879552723
10,0.003604258757525424,0.0030540486721124293,0.0030739192127840096,67612652,67701155,ENSG00000033178,1,0.003244075547473954
12,0.0013503614315565529,0.0014098913088352175,0.0014145494601185817,39287456,39366375,ENSG00000035928,1,0.0013916007335034507
13,0.0015666591817915887,0.001593681423951487,0.0013321196991011757,177430774,177442437,ENSG00000038002,1,0.0014974867682814171
14,0.0038281479104710124,0.003812900147488315,0.004412306928791777,25160663,25279204,ENSG00000038210,1,0.004017784995583701
17,0.0042498955193013685,0.004264049136771709,0.00358681858176913,56977722,57031158,ENSG00000047315,1,0.004033587745947402
22,0.0009851715367085556,0.0009564572730034217,0.0011196531664067625,158769026,158908050,ENSG00000052795,1,0.0010204273253729133
23,0.006048133904510964,0.004189273820495616,0.006710179248515238,165327667,165343164,ENSG00000052802,1,0.005649195657840607
25,0.0025864270308661916,0.0026275570317463694,0.002165173332503197,169729470,169757944,ENSG00000056050,1,0.0024597191317052526
30,0.001370411591898886,0.0013129082908884147,0.0009527464530337327,41359607,41700044,ENSG00000064042,1,0.0012120221119403445
34,0.0029943845500188687,0.003647448289758104,0.004181652689265528,10068089,10116972,ENSG00000071127,1,0.003607828509680833
42,0.0008638539264343724,0.0009278378486606131,0.000836420924727227,48497357,48780322,ENSG00000075539,1,0.0008760375666074042
43,0.000729664495653734,0.0008171994750936566,0.0009566928492392411,128809700,128875224,ENSG00000077684,1,0.0008345189399955439
44,0.0014200383154379292,0.0014977852421796496,0.0016529266102534132,39698109,39782792,ENSG00000078140,1,0.0015235833892903305
47,0.001006290210023136,0.0015240758717674882,0.0022931695286893448,71062667,71572087,ENSG00000080493,1,0.001607845203493323
51,0.014394063165496997,0.01348319501330497,0.014380284889850815,186587794,186726722,ENSG00000083857,1,0.014085847689550929
53,0.0017553779549058246,0.0018012549166346703,0.0013092079802453872,56963350,56977606,ENSG00000084092,1,0.001621946950595294
54,0.00153269449668286,0.0013553527749710845,0.0012948173592292108,56907876,56966808,ENSG00000084093,1,0.001394288210294385
60,0.0011217012820920339,0.001121774565784865,0.0012417106647341742,2843844,2930076,ENSG00000087274,1,0.0011617288375370242
63,0.0015972600743064458,0.0012708006935346946,0.0012883548570690238,55853648,55905086,ENSG00000090989,1,0.0013854718749700548
64,0.0015516182554827906,0.0016694322598823507,0.0017503804074952027,25747433,25863760,ENSG00000091490,1,0.0016571436409534481
65,0.001806742926441505,0.00198155385844321,0.0017370974113276832,41935129,41960803,ENSG00000109133,1,0.0018417980654041328
69,0.003227021762244991,0.0029531477289932266,0.0029205383033839463,48805212,48861817,ENSG00000109180,1,0.003033569264874055
71,0.0013157416961653012,0.001536520614313338,0.001508462097975748,51843000,51916837,ENSG00000109184,1,0.001453574802818129
74,0.0033494039104000274,0.0035375611682474275,0.0026891428468487767,54009789,54064605,ENSG00000109220,1,0.003192035975165411
77,0.0023258652516183077,0.0022724006919167617,0.002207082570850675,99878336,99894428,ENSG00000109270,1,0.002268449504795248
82,0.0030533353692534003,0.002798333901028384,0.0028049845044584468,102794383,102868896,ENSG00000109332,1,0.0028855512582467435
84,0.0009722199765307466,0.0010632054411689954,0.0009455181256886741,139028112,139177218,ENSG00000109381,1,0.0009936478477961387
85,0.0010867714274612106,0.0009346178576726479,0.0008409073428336616,139266880,139302551,ENSG00000109390,1,0.0009540988759891735
87,0.0012987758917280088,0.0015047855063218007,0.0014070497305351411,140620782,140756385,ENSG00000109436,1,0.0014035370428616505
89,0.0013386349346300498,0.000701713177279547,0.0007264749436395348,142023160,142847432,ENSG00000109452,1,0.0009222743518497107
92,0.002229096038427884,0.0006534237836185167,0.0007444786519720564,165361194,165498547,ENSG00000109472,1,0.0012089994913394857
93,0.027310225052159916,0.03196034854937911,0.02686600883418333,108620569,108630412,ENSG00000109475,1,0.028712194145240788
96,0.0011281820608918397,0.0011993175584730457,0.0010411518509747689,7058895,7068064,ENSG00000109519,1,0.0011228838234465513
98,0.004215224727900217,0.004693989944837459,0.004203281149933706,189940870,189963202,ENSG00000109536,1,0.0043708319408904605
99,0.002171922663011877,0.0021863983571008615,0.0017250867475138124,169612633,169723673,ENSG00000109572,1,0.00202780258920885
101,0.001137820082995973,0.001060579771053969,0.0008963005881898182,173168811,173323967,ENSG00000109586,1,0.00103156681407992
102,0.003569929516033628,0.0033956714374507933,0.0031253641408999543,24517441,24584554,ENSG00000109606,1,0.0033636550314614586
109,0.0007801935578728231,0.000891817527892667,0.0010265442309146892,177309874,177362936,ENSG00000109674,1,0.0008995184388933932
110,0.0013794209751307454,0.0007609232843177291,0.0009331723427391308,26576437,26756223,ENSG00000109680,1,0.001024505534062535
113,0.0015468956336094821,0.0016730674868107196,0.0014390232371191095,151102751,151325605,ENSG00000109686,1,0.0015529954525131038
116,0.0012511928864129707,0.0007466365572795236,0.0011959787656051675,2930561,2934834,ENSG00000109736,1,0.001064602736432554
118,0.0006042530838759523,0.0021773449860701946,0.0008715818824416182,15703065,15738313,ENSG00000109743,1,0.0012177266507959216
121,0.0026073779010606546,0.003475988009471714,0.002428557366564,185204237,185370185,ENSG00000109762,1,0.0028373077590321226
123,0.002402609259434105,0.0019621735953646025,0.0021721331918677835,185399537,185425979,ENSG00000109775,1,0.002178972015555497
124,0.0011048507434037098,0.001267677442972577,0.0009079095716467625,38664197,38701517,ENSG00000109787,1,0.0010934792526743498
125,0.0019935871016099897,0.0024526377614391606,0.0017725915831095776,39045039,39126857,ENSG00000109790,1,0.0020729388153862423
127,0.0031987183230439047,0.003980025269014285,0.004224483838537499,17810979,17844865,ENSG00000109805,1,0.0038010758101985633
128,0.005995603213063033,0.006878489459937115,0.007919285516124676,39498755,39528311,ENSG00000109814,1,0.0069311260630416085
130,0.005550504612682783,0.004355953371385897,0.005657899544890563,15604381,15681679,ENSG00000118564,1,0.0051881191763197484
132,0.004084042074028176,0.005112818158534653,0.004330391177421908,88007635,88077777,ENSG00000118762,1,0.004509083803328246
136,0.008359205407943427,0.010254448982521916,0.009366220067159946,77047155,77076309,ENSG00000118816,1,0.009326624819208429
143,0.002039505977200149,0.0021506358626495305,0.0020866182171836124,39822863,39977956,ENSG00000121892,1,0.0020922533523444306
146,0.0018466328510579693,0.0017743091982877347,0.0018648727431024154,121801318,121817021,ENSG00000123737,1,0.0018286049308160399
148,0.0009761692527042912,0.0007091540695906186,0.0008330086765303403,2247432,2262109,ENSG00000123933,1,0.0008394439996084168
162,0.0017658886356522548,0.0018966761904559435,0.0019372412827316158,56435741,56464578,ENSG00000128050,1,0.0018666020362799382
165,0.002005173788234616,0.0032867104486988246,0.0020735814265977035,168497052,168928457,ENSG00000129116,1,0.0024551552211770477
166,0.008357517558028485,0.008405985843339613,0.008655929009170676,176319966,176332245,ENSG00000129128,1,0.008473144136846258
