,WT_1_1,WT_2_1,WT_3_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0012293749960843384,0.0015164447600020294,0.0014895017878182866,17577198,17607972,ENSG00000002549,1,0.001411773847968218
3,0.001455981452403372,0.0012364059116677444,0.0014758086833902668,109560209,109688719,ENSG00000005059,1,0.0013893986824871276
7,0.0029994258572809377,0.0027927712735120757,0.002746313175191488,41990502,42090461,ENSG00000014824,1,0.0028461701019948334
10,0.0032249108918691667,0.00318087960853154,0.00312677689969708,67612652,67701155,ENSG00000033178,1,0.0031775224666992625
12,0.0015709704999354059,0.0017535798537752746,0.0016675680238024285,39287456,39366375,ENSG00000035928,1,0.0016640394591710362
13,0.002198806088720055,0.002011377304005568,0.0018865711918938583,177430774,177442437,ENSG00000038002,1,0.002032251528206494
14,0.0036731289280428903,0.0034613257453394966,0.003407335194863074,25160663,25279204,ENSG00000038210,1,0.0035139299560818203
17,0.0042689031970588225,0.00435603103732285,0.004406688155093209,56977722,57031158,ENSG00000047315,1,0.004343874129824961
22,0.0010908486864559144,0.0012284022628055804,0.0012665213405761088,158769026,158908050,ENSG00000052795,1,0.0011952574299458679
23,0.002421865813924249,0.0020784910630132205,0.001914416835247792,165327667,165343164,ENSG00000052802,1,0.002138257904061754
24,0.0008514048694918041,0.0008764525336871398,0.0008393839139867544,25377263,25418498,ENSG00000053900,1,0.0008557471057218995
25,0.002871927499774239,0.0027490027059441343,0.0027390008611393704,169729470,169757944,ENSG00000056050,1,0.0027866436889525813
30,0.001351491090681706,0.001511352284141788,0.0014419473742528844,41359607,41700044,ENSG00000064042,1,0.0014349302496921262
34,0.002191723966110382,0.0027404472712106664,0.002492636465339849,10068089,10116972,ENSG00000071127,1,0.0024749359008869654
42,0.0008372438837300698,0.0009055009841889941,0.0009010676543976831,48497357,48780322,ENSG00000075539,1,0.000881270840772249
43,0.0007322490934916149,0.0008201043979679758,0.0007826178619898565,128809700,128875224,ENSG00000077684,1,0.000778323784483149
44,0.00141305325233663,0.0017431329132526097,0.0015747625200436884,39698109,39782792,ENSG00000078140,1,0.0015769828952109759
51,0.010353251990206529,0.011860955294796381,0.011301697604989775,186587794,186726722,ENSG00000083857,1,0.011171968296664227
53,0.002129348505490666,0.0021947699778003126,0.0023360185459311033,56963350,56977606,ENSG00000084092,1,0.0022200456764073606
54,0.0015140523817347533,0.0016122809010873352,0.0014568569721757668,56907876,56966808,ENSG00000084093,1,0.001527730084999285
60,0.001111160798646955,0.001505093449098441,0.0013011041976287885,2843844,2930076,ENSG00000087274,1,0.0013057861484580616
63,0.0012815567745181906,0.00127120192583772,0.0013652534137884864,55853648,55905086,ENSG00000090989,1,0.0013060040380481325
65,0.001598873892592964,0.00152955547916717,0.0015237462015693104,41935129,41960803,ENSG00000109133,1,0.0015507251911098148
68,0.0006494607267780967,0.0008068870561399618,0.0008122433638532212,48341529,48426201,ENSG00000109171,1,0.0007561970489237598
69,0.003201601775041448,0.002983156720095648,0.0030420943943120886,48805212,48861817,ENSG00000109180,1,0.003075617629816395
71,0.0018322847893035498,0.0019218975481572849,0.001821624406627485,51843000,51916837,ENSG00000109184,1,0.0018586022480294399
74,0.004179056924417694,0.0039555361395835495,0.0040627493360118,54009789,54064605,ENSG00000109220,1,0.004065780800004348
77,0.0022782071333043914,0.0022753305825220114,0.0022707868062202667,99878336,99894428,ENSG00000109270,1,0.0022747748406822233
82,0.002928901298322153,0.0027823839812497753,0.0027563640199915816,102794383,102868896,ENSG00000109332,1,0.00282254976652117
84,0.0013857973185872334,0.0013951971239350449,0.0013705611756398585,139028112,139177218,ENSG00000109381,1,0.0013838518727207125
85,0.0008420845070293006,0.0006466895213750273,0.00078211694518108,139266880,139302551,ENSG00000109390,1,0.0007569636578618026
87,0.0013453241574839599,0.0014365823956769858,0.0012979125366618565,140620782,140756385,ENSG00000109436,1,0.0013599396966076007
89,0.001188687770106586,0.001179043866318936,0.001160266245981403,142023160,142847432,ENSG00000109452,1,0.0011759992941356417
