,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.012881212348668866,0.014693186005877504,0.016184217827958463,50934867,50959140,ENSG00000000419,1,0.014586205394168278
3,0.0016706409502709573,0.001247120390285496,0.0011874143223201958,56468585,56519449,ENSG00000022277,1,0.0013683918876255497
4,0.0025290251267883774,0.0022683555134259924,0.0021289674712334137,35771974,35950370,ENSG00000025293,1,0.002308782703815928
5,0.0024250798138117056,0.0017569950855005545,0.0019617880739284613,44942130,44960397,ENSG00000025772,1,0.002047954324413574
10,0.0027602555287612024,0.0018065053511407685,0.0017254376891240515,51596514,51768390,ENSG00000054793,1,0.0020973995230086744
16,0.0023802750321128864,0.0019339998320085086,0.0017432769326572188,45890144,45898949,ENSG00000064601,1,0.002019183932259538
22,0.004856308636461757,0.0050190627789278046,0.004454673169052956,34363235,34511773,ENSG00000078747,1,0.004776681528147505
29,0.01088080707151069,0.009404088512083962,0.007829052942827798,58839718,58911192,ENSG00000087460,1,0.00937131617547415
31,0.0020405075812355558,0.0015521339649926071,0.0014552628823900954,56629306,56639283,ENSG00000087510,1,0.0016826348095394196
32,0.0019566817835459257,0.0021325473433980602,0.0018011618037479134,56369389,56392337,ENSG00000087586,1,0.001963463643563967
34,0.002550658341101218,0.002506660379085705,0.002138147613921266,35115364,35147336,ENSG00000088298,1,0.002398488778036063
37,0.002959647864641248,0.002574208718528633,0.0023769604642487905,31739271,31801805,ENSG00000088325,1,0.0026369390158062236
45,0.026698434518384148,0.023536624805303902,0.020562777333141435,1368977,1393164,ENSG00000088832,1,0.023599278885609826
54,0.0070471897459315515,0.007436158406615507,0.00672423880983293,21303331,21389825,ENSG00000088930,1,0.007069195654126663
56,0.001312862352571072,0.0014249566377868407,0.0013787763667576771,17941597,17968980,ENSG00000089006,1,0.001372198452371863
58,0.0035946769545611096,0.0033896647437372507,0.003206168010423673,18486540,18497225,ENSG00000089050,1,0.003396836569574011
60,0.014342028825588006,0.0141707637200503,0.012645017670412815,5068232,5113103,ENSG00000089063,1,0.013719270072017042
70,0.0012961026580073352,0.0014910634017337053,0.0012772021795884288,34928432,34956027,ENSG00000100983,1,0.001354789413109823
72,0.007496981350576247,0.0072565680440719515,0.00657424594807207,35002404,35092807,ENSG00000100991,1,0.007109265114240089
73,0.004509333616559388,0.005129969176247861,0.004038856402083665,25248085,25298012,ENSG00000100994,1,0.004559386398296971
74,0.001568771904077036,0.0013379993863161035,0.0013411322068778192,25294742,25390835,ENSG00000100997,1,0.001415967832423653
75,0.0028317267616940643,0.00273212884640023,0.0030937845763284112,35172072,35216240,ENSG00000101000,1,0.0028858800614742354
82,0.002894161442222674,0.0032988202843539224,0.002819167180816073,43590937,43647299,ENSG00000101052,1,0.0030040496357975565
85,0.0026966091681980445,0.0025714361441542734,0.002181155459873921,36651766,36746090,ENSG00000101079,1,0.002483066924075413
87,0.0027534503892399807,0.0032068004646434835,0.0030609955207833058,36605779,36612557,ENSG00000101084,1,0.0030070821248889233
93,0.0029367377795579204,0.002629017557752959,0.002177567888772738,50888916,50931437,ENSG00000101126,1,0.0025811077420278723
94,0.006347635993447851,0.006452412301712735,0.0078288390370485,54208087,54228052,ENSG00000101132,1,0.006876295777403028
99,0.010219721297893211,0.011699906127862803,0.010968172741834138,63865228,63891545,ENSG00000101150,1,0.010962600055863385
100,0.002511687170105237,0.0023587930450180996,0.002095081168992264,63895126,63936031,ENSG00000101152,1,0.0023218537947052
102,0.013916381780600702,0.012230943817957501,0.011514354426522422,58985686,59008238,ENSG00000101160,1,0.01255389334169354
103,0.0019926710364432955,0.0016182096400513169,0.001477274962222005,63981132,64033100,ENSG00000101161,1,0.0016960518795722057
105,0.006536880232113024,0.006845335624535422,0.006480208303362621,59033145,59042809,ENSG00000101166,1,0.006620808053337022
108,0.01775435247299259,0.020073009004708677,0.01948730422122332,62136733,62143440,ENSG00000101182,1,0.0191048885663082
114,0.0014594651315507155,0.0010639142411266818,0.001094781301191261,62938147,62948475,ENSG00000101193,1,0.0012060535579562195
133,0.004699630130042,0.0041499414983182555,0.0037646411570044064,362835,397559,ENSG00000101255,1,0.0042047375951215545
140,0.0027646338109418014,0.002020664400556919,0.0017931696135047794,31514410,31577923,ENSG00000101294,1,0.0021928226083344996
144,0.001274981294903263,0.0012960761463755625,0.0011315992022606202,18507520,18561415,ENSG00000101310,1,0.0012342188811798151
149,0.004092904841541339,0.003506389547407219,0.0033931654928622663,9067825,9504593,ENSG00000101333,1,0.003664153293936941
150,0.030693218661009408,0.022321165004080448,0.020690360971196236,36541497,36551447,ENSG00000101335,1,0.024568248212095366
152,0.0020052226406439464,0.001553412657649781,0.0013852596989375183,32109714,32167258,ENSG00000101337,1,0.0016479649990770822
154,0.0023884926043081342,0.003284473603171907,0.002734146927088435,20034368,20056046,ENSG00000101343,1,0.002802371044856159
155,0.0029242775027997635,0.0026317242919086732,0.0024630885236673655,32207880,32238658,ENSG00000101346,1,0.0026730301061252677
158,0.002340178504731883,0.0018670382014509771,0.0017001020927141467,32277651,32335011,ENSG00000101350,1,0.0019691062662990024
161,0.001979354082392759,0.0018565765508532916,0.0016305898633994023,37289649,37317260,ENSG00000101363,1,0.0018221734988818176
163,0.005302891210753671,0.004258091247030915,0.003920017319271825,32819954,32850405,ENSG00000101367,1,0.004493666592352137
166,0.0016805308159753404,0.0020223196664450765,0.001846880093586633,33407957,33443763,ENSG00000101400,1,0.0018499101920023497
172,0.002468395013631922,0.0017113993092410244,0.001904347220660794,33811348,33854366,ENSG00000101421,1,0.0020280471811779132
174,0.005429194790699767,0.00544786461833297,0.005218336491959307,23626706,23638473,ENSG00000101439,1,0.005365131966997348
178,0.002468125482483111,0.0024679430340339087,0.0024090659939282767,34280268,34311802,ENSG00000101444,1,0.0024483781701484324
