filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,2.4040342705487314e-05,2.9116933667256214e-05,3.8380832035949946e-05,3.0369008056012e-05,3.649310922479759e-05,2.411166001848524e-05,2.1775179447925802e-05,2.4465874875240362e-05,2.8164829715013248e-05,2.395216997242877e-05,-7.13173129979257e-08,7.341754219330412e-06,1.3914957160709584e-05,2.2041783409987524e-06,1.2540939252368822e-05
0.5,8.791649742375228e-06,1.0738179671013015e-05,1.3790555382779127e-05,1.0943312985116936e-05,1.455040504534171e-05,8.814474517852838e-06,8.062645430709389e-06,8.116676271682868e-06,9.733713403381132e-06,9.275313498588644e-06,-2.282477547760948e-08,2.6755342403036263e-06,5.6738791110962595e-06,1.2095995817358043e-06,5.275091546753066e-06
1.0,6.95457792581823e-06,8.443697687457402e-06,1.0958056386288966e-05,8.672220531520973e-06,1.2160144784217483e-05,6.966603888709531e-06,6.357306476224806e-06,6.34878449204418e-06,7.66992351881856e-06,7.606933069335644e-06,-1.2025962891300582e-08,2.0863912112325957e-06,4.6092718942447866e-06,1.0022970127024134e-06,4.553211714881839e-06
1.5,6.171090623725848e-06,7.4638315660564776e-06,9.669564999753783e-06,7.658996378733613e-06,1.105394456573837e-05,6.1786326107318525e-06,5.660290154335771e-06,5.647862953750729e-06,6.830162453688855e-06,6.924552535334092e-06,-7.541987006004916e-09,1.8035414117207066e-06,4.021702046003054e-06,8.288339250447578e-07,4.1293920304042786e-06
2.0,5.704083409383363e-06,6.894273099497865e-06,8.853511731743331e-06,7.0288015094060776e-06,1.0345369873180772e-05,5.70915144848963e-06,5.264384783265404e-06,5.2462101456524285e-06,6.345963292289961e-06,6.537021855068399e-06,-5.0680391062670184e-09,1.6298883162324612e-06,3.6073015860909025e-06,6.828382171161169e-07,3.8083480181123733e-06
2.5,5.368555561468483e-06,6.496065279455747e-06,8.286395885955223e-06,6.567496789796085e-06,9.825409580764136e-06,5.372233850536749e-06,5.003665931071545e-06,4.994631252974274e-06,6.026193985101131e-06,6.2835580215075535e-06,-3.6782890682665983e-09,1.4923993483842024e-06,3.291764632980949e-06,5.413028046949539e-07,3.5418515592565824e-06
3.0,5.110389584541605e-06,6.194336675458574e-06,7.863413579621218e-06,6.216930520361676e-06,9.42463212682106e-06,5.113191129216227e-06,4.800098527215387e-06,4.80980255491594e-06,5.785651149401701e-06,6.088801084716311e-06,-2.801544674621814e-09,1.3942381482431866e-06,3.053611024705278e-06,4.3127937095997455e-07,3.3358310421047484e-06
3.5,4.8960188618366855e-06,5.941054339572541e-06,7.5263394096517025e-06,5.933183254141391e-06,9.090842987158503e-06,4.898261528682097e-06,4.631472516285252e-06,4.658912713989517e-06,5.591193767269984e-06,5.927493214779624e-06,-2.242666845411867e-09,1.309581823287289e-06,2.8674266956621856e-06,3.419894868714068e-07,3.163349772378879e-06
4.0,4.71495394876342e-06,5.724945038475346e-06,7.250803447601956e-06,5.696542316711756e-06,8.80995449132967e-06,4.716881334958402e-06,4.4920392569658925e-06,4.52581020042136e-06,5.418775703876902e-06,5.793958459610221e-06,-1.927386194981861e-09,1.2329057815094532e-06,2.7249932471805967e-06,2.77766612834854e-07,3.0159960317194487e-06
4.5,4.554146123907489e-06,5.537018458903957e-06,7.008746189566902e-06,5.494724031320786e-06,8.56653798452198e-06,4.555788360433003e-06,4.366531775031729e-06,4.408455868807538e-06,5.26859387902687e-06,5.680636784347819e-06,-1.6422365255140816e-09,1.170486683872228e-06,2.600290320759364e-06,2.2613015229391656e-07,2.885901200174161e-06
5.0,4.411740386327158e-06,5.3719538316722396e-06,6.801350340357118e-06,5.3177108294623836e-06,8.353950367637119e-06,4.413134184923762e-06,4.251533942629196e-06,4.2998130345174875e-06,5.13534481640483e-06,5.580243848439598e-06,-1.3937985966036868e-09,1.1204198890430436e-06,2.5015373058396305e-06,1.8236601305755377e-07,2.773706519197521e-06
