filter_size,Grp_1_20=>Grp_1_20_ut,Grp_21_40=>Grp_1_20_ut,Grp_41_60=>Grp_1_20_ut,Grp_61_80=>Grp_1_20_ut,Grp_81_100=>Grp_1_20_ut,Grp_1_20=>Grp_1_20_lt,Grp_21_40=>Grp_1_20_lt,Grp_41_60=>Grp_1_20_lt,Grp_61_80=>Grp_1_20_lt,Grp_81_100=>Grp_1_20_lt,Grp_1_20=>Grp_1_20_diff,Grp_21_40=>Grp_1_20_diff,Grp_41_60=>Grp_1_20_diff,Grp_61_80=>Grp_1_20_diff,Grp_81_100=>Grp_1_20_diff
0.0,0.00012605415259082462,0.00015984242507001203,0.00012945727217220952,0.00021753319033661063,0.00016846845140855294,0.00012670795633411467,0.00011355586841991651,0.00017347121809270903,0.0001138980998434962,0.00017727039153191763,-6.538037432900581e-07,4.628655665009552e-05,-4.401394592049951e-05,0.00010363509049311443,-8.801940123364695e-06
0.5,7.600466509017294e-05,0.00010209201112573179,7.980003336729111e-05,0.00013720049048401362,0.00011487882967523514,7.636294520167939e-05,7.09097860114176e-05,0.00010495162602664242,6.635755820899995e-05,0.00012549832529961804,-3.5828011150644437e-07,3.1182225114314194e-05,-2.5151592659351313e-05,7.084293227501367e-05,-1.0619495624382899e-05
1.0,6.89311829497171e-05,9.279203250513877e-05,6.961840056096685e-05,0.0001243210786794737,0.00010723941551428674,6.916890395710052e-05,6.418865639214275e-05,9.540865432399309e-05,6.054941014601548e-05,0.00011996348064375773,-2.3772100738342719e-07,2.8603376112996024e-05,-2.579025376302624e-05,6.377166853345823e-05,-1.2724065129470998e-05
1.5,6.582340593109115e-05,8.798580279065125e-05,6.483870402890057e-05,0.00011828597565484916,0.00010324128206960981,6.598868566844333e-05,6.0397257307105335e-05,9.123650871914948e-05,5.8252403889712416e-05,0.0001175834221071338,-1.6527973735218826e-07,2.7588545483545914e-05,-2.6397804690248908e-05,6.003357176513674e-05,-1.4342140037523982e-05
2.0,6.333446326322253e-05,8.457345290233462e-05,6.116964906786244e-05,0.0001137346375983054,9.985026866340134e-05,6.34543897403765e-05,5.767480601397503e-05,8.818550358024315e-05,5.6716673795571e-05,0.00011547696958172256,-1.1992647715396404e-07,2.689864688835959e-05,-2.7015854512380707e-05,5.7017963802734406e-05,-1.5626700918321216e-05
2.5,6.134937800122242e-05,8.208599159161543e-05,5.830060415812886e-05,0.00011019495827403019,9.70543666262357e-05,6.143834524660067e-05,5.539793648133119e-05,8.589270645052462e-05,5.563334801041008e-05,0.00011370342054025134,-8.896724537825018e-08,2.6688055110284242e-05,-2.759210229239576e-05,5.456161026362011e-05,-1.6649053914015636e-05
3.0,5.962754686834122e-05,8.015714191158247e-05,5.617094346106983e-05,0.00010754136528131998,9.448245537911778e-05,5.9694740340878576e-05,5.386309312356174e-05,8.388918808286375e-05,5.4882640368948495e-05,0.00011190046834187176,-6.71934725373594e-08,2.629404878802073e-05,-2.771824462179392e-05,5.265872491237149e-05,-1.7418012962753987e-05
3.5,5.803409770116171e-05,7.838612391933437e-05,5.4263492607015236e-05,0.00010518624878733624,9.210586550979891e-05,5.8086083530559896e-05,5.281780062657554e-05,8.204855512485658e-05,5.425636940824693e-05,0.0001101880285789332,-5.198582939818663e-08,2.5568323292758825e-05,-2.778506251784134e-05,5.092987937908931e-05,-1.8082163069134294e-05
4.0,5.656384959488495e-05,7.675952607459278e-05,5.252563695452943e-05,0.00010315849532651211,8.990562919221129e-05,5.660517765112293e-05,5.195855364497716e-05,8.035678963013573e-05,5.374118114754392e-05,0.00010848640637719913,-4.1328056237979044e-08,2.4800972429615624e-05,-2.7831152675606307e-05,4.941731417896819e-05,-1.858077718498785e-05
4.5,5.520409964119291e-05,7.525987834230861e-05,5.09378891723484e-05,0.00010131869674331033,8.786201106834083e-05,5.523780207814565e-05,5.1188967721990336e-05,7.879545385509735e-05,5.326385638844237e-05,0.00010682070789553945,-3.370243695273857e-08,2.4070910620318278e-05,-2.7857564682748953e-05,4.805484035486796e-05,-1.895869682719862e-05
5.0,5.3940147005474276e-05,7.386846675344192e-05,4.9479729547141094e-05,9.961353944577692e-05,8.595537272504978e-05,5.396825902673234e-05,5.0480661011957855e-05,7.734546837191615e-05,5.2804977638865545e-05,0.00010518920139486435,-2.811202125806053e-08,2.3387805741484064e-05,-2.7865738824775053e-05,4.680856180691137e-05,-1.9233828669814568e-05
