,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0,1.3045971521789769e-05,0.0,54153446,54173986,ENSG00000019186,0,4.348657173929923e-06
2,0.0003209026488228089,0.0003708575862251344,0.00036535735842857926,52051663,52204308,ENSG00000020256,0,0.0003523725311588408
6,2.797676492476453e-05,6.8660291578907015e-06,1.3039318342700811e-05,63659300,63698684,ENSG00000026036,0,1.5960704141785345e-05
7,0.00011234172254514224,0.00017294404948574386,0.00014990298269691894,51003656,51023107,ENSG00000026559,0,0.00014506291824260167
8,2.9382177010967334e-05,2.76419510340758e-05,3.1799856425362944e-05,50586108,50691542,ENSG00000042062,0,2.9607994823468693e-05
9,0.0,7.829546230268356e-06,0.0,37521206,37523690,ENSG00000053438,0,2.6098487434227854e-06
11,0.0,0.0,2.891725279056643e-06,55997357,56005519,ENSG00000054803,0,9.639084263522144e-07
12,0.00047987087571318217,0.0005156260754759783,0.00050626349310658,62804835,62814000,ENSG00000060491,0,0.0005005868147652468
13,0.0003109014107928735,0.0004210048396219756,0.00047777755932562957,35615829,35621094,ENSG00000061656,0,0.00040322793658015954
17,2.1399633067655223e-05,3.738835575598669e-05,3.2771288490916637e-05,46894624,47188844,ENSG00000064655,0,3.0519759104852846e-05
18,2.1618476920772824e-05,7.626777800614826e-06,6.684951283061287e-06,53936777,54070594,ENSG00000064787,0,1.1976735334816312e-05
19,0.0,0.0,0.0,63400208,63472677,ENSG00000075043,0,0.0
20,0.0,0.0,0.0,24949269,24959928,ENSG00000077984,0,0.0
21,0.00044209465140196646,0.0004016067938320642,0.0005362164478642302,33490075,33650036,ENSG00000078699,0,0.00045997263103275367
24,4.0234824700796845e-06,6.3086375648336815e-06,6.635505138072842e-06,34955810,35002437,ENSG00000078814,0,5.65587505766207e-06
25,0.0,0.0,0.0,33007704,33023703,ENSG00000078898,0,0.0
26,0.000572542908155036,0.000691177879543805,0.0007336158606948769,46345980,46364458,ENSG00000080189,0,0.000665778882797906
27,0.0004698320962239889,0.0004891757479960405,0.00040120407083391583,36996349,37095997,ENSG00000080839,0,0.0004534039716846484
28,0.0006707560436449643,0.0006689144208093889,0.0010034731078521681,36306336,36528637,ENSG00000080845,0,0.0007810478574355071
30,3.0809340450630675e-05,6.649405411044596e-05,5.379945296544712e-05,59577509,59847711,ENSG00000087495,0,5.0367615842174586e-05
31,0.0009103487657828256,0.0007420093082826971,0.0010029208801463417,56629306,56639283,ENSG00000087510,0,0.0008850929847372882
32,0.0004419688274876733,0.0003020712751802761,0.00033018209719879116,56369389,56392337,ENSG00000087586,0,0.00035807406662224684
33,0.0001440119379364601,0.00016011568843087454,0.00019791974487973484,56412112,56460387,ENSG00000087589,0,0.00016734912374902317
35,8.838887018372397e-05,8.540124082833913e-05,6.697560654708333e-05,32762385,32809359,ENSG00000088305,0,8.025523918638214e-05
36,2.6651935590868287e-05,1.2536707132624662e-05,0.0,31475288,31484895,ENSG00000088320,0,1.3062880907830984e-05
37,0.00046942153765151064,0.00046182377732169224,0.00046298247197101345,31739271,31801805,ENSG00000088325,0,0.00046474259564807213
38,2.1627988375242383e-05,2.8485830567659946e-05,3.388532108673327e-05,35558737,35607562,ENSG00000088340,0,2.7999713343211866e-05
39,0.0007347327128175703,0.0007656552097466687,0.0007596534375079915,31944337,31952046,ENSG00000088356,0,0.0007533471200240769
40,0.00038522183077599286,0.00031186290032955255,0.00043924698151654606,36091504,36232799,ENSG00000088367,0,0.0003787772375406972
41,0.0003008833184023311,0.00035285913740387904,0.0002990885597324312,6006093,6040053,ENSG00000088766,0,0.00031761033851288045
43,0.0002252658498168291,0.00018719950770530063,0.00020123306528954852,4120980,4187747,ENSG00000088826,0,0.00020456614093722608
44,0.0,0.0,0.0,3686970,3712600,ENSG00000088827,0,0.0
46,0.0004962091705740184,0.0004301754837572243,0.00048318689150135535,1442162,1473842,ENSG00000088833,0,0.0004698571819441994
47,2.560906048488809e-05,2.8910767175497367e-05,2.322887666419036e-05,3227417,3239559,ENSG00000088836,0,2.5916234774858602e-05
49,0.0003906807514606176,0.00039219399553195927,0.0004380512340101294,2481817,2524702,ENSG00000088876,0,0.00040697532700090206
50,0.0,8.815702098787738e-06,5.151370503352085e-06,2692780,2760108,ENSG00000088881,0,4.655690867379941e-06
51,4.655115116540602e-06,0.0,0.0,2794074,2800627,ENSG00000088882,0,1.5517050388468673e-06
52,0.0008550763257535921,0.0007743767799829821,0.001223453588150144,3846799,3876123,ENSG00000088888,0,0.0009509688979622396
53,0.00031982322579884805,0.00027002138586075986,0.0003296566880490155,3162617,3173549,ENSG00000088899,0,0.00030650043323620784
55,0.0010153532628442575,0.0009052576422510375,0.0009616200180310971,21125983,21246622,ENSG00000088970,0,0.0009607436410421307
57,0.0011658978677102343,0.0007829984482729247,0.0009188565146299405,13714322,13784919,ENSG00000089048,0,0.0009559176102043664
59,0.0010669627476985804,0.0009802652258954067,0.0011730860545949482,4852356,5010293,ENSG00000089057,0,0.0010734380093963118
61,5.8486079803747705e-05,3.77294466137569e-05,3.720404072902336e-05,18383367,18467281,ENSG00000089091,0,4.447318904884266e-05
62,0.0,0.0,1.152306082359942e-06,20052514,20360703,ENSG00000089101,0,3.84102027453314e-07
63,0.0003856112789373035,0.00041305788855978373,0.000522610729101607,13389392,13638932,ENSG00000089123,0,0.0004404266321995647
64,0.00032888522828433366,0.0002892275891636775,0.00032072093904851265,16272104,16573448,ENSG00000089177,0,0.0003129445854988413
65,0.0002339001474740995,0.00024205157139498525,0.00027484461922802774,5937228,5950558,ENSG00000089195,0,0.00025026544603237087
66,0.0,0.0,0.0,5911510,5925353,ENSG00000089199,0,0.0
67,2.284766184281854e-06,0.0,5.652035701721297e-06,62816244,62841159,ENSG00000092758,0,2.6456006286677168e-06
68,0.0005310458452834502,0.0006101592207870287,0.0006568484106333884,45898621,45912155,ENSG00000100979,0,0.0005993511589012891
69,0.0004544475089648155,0.0004637075992545557,0.0005678694170746064,45934683,45948023,ENSG00000100982,0,0.0004953415084313258
71,0.0,0.0,0.0,25070885,25082141,ENSG00000100987,0,0.0
76,9.105540193990836e-05,0.00012093520952268243,9.495921864557472e-05,25391008,25452700,ENSG00000101003,0,0.00010231661003605517
77,7.153591642079236e-05,6.384780729273578e-05,9.226378171481231e-05,25452697,25585531,ENSG00000101004,0,7.588250180944681e-05
78,7.458524571440484e-05,8.255031323583267e-05,6.150278810692364e-05,46118271,46129863,ENSG00000101017,0,7.287944901905373e-05
79,0.0007758301719021544,0.000664377837937785,0.0007135644318007658,35302566,35412031,ENSG00000101019,0,0.0007179241472135683
80,0.0006817652478669692,0.0005840708023179159,0.0007368169244127919,47209214,47356889,ENSG00000101040,0,0.000667550991532559
81,0.0,0.0,3.5488334553546545e-06,43558968,43588237,ENSG00000101049,0,1.182944485118218e-06
83,7.968698298214016e-06,2.6238569569217015e-05,2.6283866631232172e-05,43667019,43716495,ENSG00000101057,0,2.01637114995544e-05
84,0.0,0.0,0.0,44355699,44432845,ENSG00000101076,0,0.0
86,2.828785990884797e-05,2.281066931514935e-05,9.330436528004148e-05,36612318,36646196,ENSG00000101082,0,4.8134298168012934e-05
88,2.5362118173699567e-05,3.767366764742246e-05,4.5129202111175426e-05,51386957,51562831,ENSG00000101096,0,3.605499597743248e-05
89,1.0214770295789364e-05,3.843911095902572e-06,1.0107685598851406e-05,44751808,44810546,ENSG00000101098,0,8.055455663514446e-06
90,6.351604832510563e-05,6.593563235793171e-05,4.876307835881879e-05,44910060,44959035,ENSG00000101104,0,5.9404919680618705e-05
92,1.1495465021471228e-05,1.802436685909128e-05,1.1058983614130209e-05,51782331,51802521,ENSG00000101115,0,1.352627183156424e-05
95,0.0010610661186425787,0.0009103785387124044,0.001067441680310942,54475593,54651169,ENSG00000101134,0,0.0010129621125553082
97,0.0,0.0,0.0,57168753,57266641,ENSG00000101144,0,0.0
98,0.0006528118082955283,0.0005440646509024776,0.0005706375576316735,57351223,57379211,ENSG00000101146,0,0.0005891713389432266
101,0.0004320254195658785,0.00042626396978674296,0.0006241562770815066,58981208,58995133,ENSG00000101158,0,0.0004941485554780427
104,0.0,3.133232966543605e-06,2.7463117898889896e-06,59019429,59026654,ENSG00000101162,0,1.959848252144198e-06
106,0.0,0.0,0.0,62214960,62220278,ENSG00000101180,0,0.0
107,0.0002993929745201224,0.0002357160883510701,0.00029940598780074423,62183028,62203568,ENSG00000101181,0,0.0002781716835573123
109,0.0,7.82169915435648e-06,2.2852671746351554e-06,62642503,62685785,ENSG00000101187,0,3.368988776330545e-06
110,2.6098521152426307e-06,4.9105554665007575e-06,2.1520767972379545e-06,62708836,62762771,ENSG00000101188,0,3.2241614596604473e-06
111,0.0010530032499383413,0.001058695768601256,0.0011698899348407605,62796473,62801729,ENSG00000101189,0,0.0010938629844601192
113,0.0006852996539119935,0.0005867420590849232,0.000823268955966444,62877738,62937952,ENSG00000101191,0,0.0006984368896544535
115,0.00025519679645269515,0.0003810828412180381,0.0003356932506776121,62952707,62969585,ENSG00000101194,0,0.0003239909627827818
116,0.0,0.0,0.0,63235883,63240495,ENSG00000101197,0,0.0
117,0.0,0.0,0.0,63240784,63272694,ENSG00000101198,0,0.0
