,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
1,2.342284014675968e-05,2.159616315531074e-05,3.1627329022931554e-05,54153446,54173986,ENSG00000019186,0,2.5548777441667325e-05
2,0.00041271113493657495,0.00036361280552457486,0.0003541014851798124,52051663,52204308,ENSG00000020256,0,0.00037680847521365403
6,1.141418749601427e-05,2.288976358893285e-05,2.0806629424014594e-05,63659300,63698684,ENSG00000026036,0,1.837019350298724e-05
7,0.00018400302728826208,0.00017495484398698997,0.00016013708074145253,51003656,51023107,ENSG00000026559,0,0.00017303165067223487
8,1.206250126195524e-05,3.336534874864465e-05,1.3088347520206592e-05,50586108,50691542,ENSG00000042062,0,1.9505399176935495e-05
9,0.0,2.160157961030856e-05,5.931611441004293e-06,37521206,37523690,ENSG00000053438,0,9.177730350437617e-06
11,0.0,0.0,0.0,55997357,56005519,ENSG00000054803,0,0.0
12,0.00031123518258597557,0.0003434396195707241,0.00034369160114025576,62804835,62814000,ENSG00000060491,0,0.00033278880109898515
13,6.188453597175014e-05,0.0001100410964276333,0.00012086542715921001,35615829,35621094,ENSG00000061656,0,9.759701985286448e-05
14,0.0012759291710149033,0.0010694427360733775,0.0010384150541538268,46366050,46432985,ENSG00000062598,0,0.0011279289870807026
15,0.00011668732437662651,0.0001657035451435742,0.00023423018254298606,44714844,44728509,ENSG00000064205,0,0.00017220701735439558
17,5.7373801834424915e-05,1.9837271593175338e-05,4.357717934256802e-05,46894624,47188844,ENSG00000064655,0,4.0262750923389423e-05
18,6.339433788818921e-06,8.767560206815472e-06,1.925998508478223e-06,53936777,54070594,ENSG00000064787,0,5.677664168037539e-06
19,0.0,0.0,0.0,63400208,63472677,ENSG00000075043,0,0.0
20,0.0,0.0,0.0,24949269,24959928,ENSG00000077984,0,0.0
21,0.0003577802863890735,0.0003035687787208467,0.0002425701088329084,33490075,33650036,ENSG00000078699,0,0.00030130639131427617
23,0.0014578670708161995,0.0009342799519428146,0.0008865906969471758,34704339,34713439,ENSG00000078804,0,0.0010929125732353966
24,1.2585087854635734e-06,0.0,4.779381357196848e-06,34955810,35002437,ENSG00000078814,0,2.012630047553474e-06
25,0.0,0.0,0.0,33007704,33023703,ENSG00000078898,0,0.0
26,0.0006005447148807274,0.0006508575857348516,0.000608517318697972,46345980,46364458,ENSG00000080189,0,0.0006199732064378502
27,0.0009410035616139974,0.0008435170242572151,0.0008444300364925866,36996349,37095997,ENSG00000080839,0,0.0008763168741212664
28,0.0009919551079376483,0.0006614485300830789,0.0005408483771275957,36306336,36528637,ENSG00000080845,0,0.0007314173383827743
30,1.0203756154436292e-05,8.231996268530238e-06,3.745866633418039e-05,59577509,59847711,ENSG00000087495,0,1.8631472919048975e-05
33,5.937831955136624e-05,4.1060686605968604e-05,6.065128383956863e-05,56412112,56460387,ENSG00000087589,0,5.369676333230115e-05
35,4.7075018719030096e-05,7.130620810278632e-05,4.7673245990685506e-05,32762385,32809359,ENSG00000088305,0,5.535149093750064e-05
36,0.0,8.647138415449502e-06,0.0,31475288,31484895,ENSG00000088320,0,2.8823794718165007e-06
38,4.059022729076684e-06,9.823987971193819e-06,5.395168485133204e-06,35558737,35607562,ENSG00000088340,0,6.426059728467902e-06
39,0.00048261716396889664,0.00040708270754593863,0.00040684429580404473,31944337,31952046,ENSG00000088356,0,0.00043218138910629326
40,0.00023276413857770925,0.00020027115642181638,0.0001776062796795462,36091504,36232799,ENSG00000088367,0,0.0002035471915596906
41,0.0003210174858022306,0.00034501550422375856,0.00030698162021633224,6006093,6040053,ENSG00000088766,0,0.00032433820341410714
42,0.001295738027437871,0.0011226787477626396,0.001005723640289136,3471018,3651118,ENSG00000088812,0,0.0011413801384965489
43,0.00027127525424245393,0.0002509313849053951,0.0002167454351024248,4120980,4187747,ENSG00000088826,0,0.00024631735808342464
44,0.0,0.0,0.0,3686970,3712600,ENSG00000088827,0,0.0
46,0.0006150118414521819,0.0005725435686883617,0.00048884707679571,1442162,1473842,ENSG00000088833,0,0.0005588008289787511
47,9.612336925904366e-06,1.1632293218874126e-05,3.285390396085947e-05,3227417,3239559,ENSG00000088836,0,1.803284470187932e-05
