,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.09828550779816936,0.09846253454172882,0.12851061822912774,45981770,46005050,ENSG00000142156,1,0.10841955352300864
4,0.0077567908901526325,0.00665454620323246,0.008113840553835091,33324387,33359864,ENSG00000142166,1,0.007508392549073394
5,0.012638333126118475,0.01562928636950489,0.011404044998325168,31659666,31668931,ENSG00000142168,1,0.01322388816464951
6,0.18061226900949812,0.1811450040001463,0.2046730288333725,46098112,46132848,ENSG00000142173,1,0.18881010061433898
10,0.018943511175357662,0.017127665072730454,0.023678379686577652,25880550,26171128,ENSG00000142192,1,0.01991651864488859
19,0.01041966692202181,0.009315078256268424,0.0068324290734912,25585656,25607517,ENSG00000154719,1,0.008855724750593812
20,0.007078719455772711,0.006465497609391165,0.0072328351858428645,25639258,25717562,ENSG00000154721,1,0.0069256840836689135
21,0.00816185825655937,0.008300587354431824,0.006583915061922592,25716503,25735673,ENSG00000154723,1,0.0076821202243045955
22,0.006903581121182393,0.006313286139322749,0.006757465894788008,25734570,25772460,ENSG00000154727,1,0.006658111051764383
23,0.0166319511358944,0.015420712648424944,0.017298819595125,26835755,26845409,ENSG00000154734,1,0.01645049445981478
24,0.035717657328721314,0.03278068093092362,0.03417699088124439,26917922,26967088,ENSG00000154736,1,0.03422510971362978
25,0.03330673108133846,0.030261107226456134,0.027232562373406613,14371115,14383484,ENSG00000155304,1,0.03026680022706707
27,0.006974903731465547,0.006287052691506674,0.006649989312786161,15729982,15880064,ENSG00000155313,1,0.006637315245252794
30,0.00810058311745796,0.007067697022928676,0.0069581153467107885,29024629,29054488,ENSG00000156256,1,0.007375465162365809
31,0.023058067951184136,0.02168313786449379,0.019239617675204036,29055805,29073797,ENSG00000156261,1,0.021326941163627322
33,0.008355910612183631,0.007020635717492761,0.0074093184415756986,29194071,29630751,ENSG00000156273,1,0.00759528825708403
50,0.014522546351410315,0.01406126886659863,0.01400490849841592,33403413,33479348,ENSG00000159128,1,0.014196241238808286
52,0.01001631283620927,0.009230525225075142,0.01209417007613231,33543038,33577481,ENSG00000159140,1,0.01044700271247224
55,0.016554587506264352,0.01682138073129332,0.014865299009394426,34513142,34615113,ENSG00000159200,1,0.016080422415650702
58,0.010711581770525235,0.011971776601068837,0.010510015497400993,36069941,36073166,ENSG00000159228,1,0.011064457956331689
59,0.007942770175232353,0.007520665637979391,0.006025164566693518,36135079,36146562,ENSG00000159231,1,0.0071628667933017545
60,0.00865119939645479,0.00747946416894135,0.007680298004529319,36320189,36386148,ENSG00000159256,1,0.007936987189975153
113,0.006503155501108103,0.005372312699162867,0.005651536710193719,14961235,15065936,ENSG00000180530,1,0.005842334970154896
115,0.0074927700983151374,0.007154842842572377,0.007862023240523625,41167801,41282530,ENSG00000182240,1,0.00750321206047038
118,0.021431359251966257,0.018018456801809274,0.02163756108455866,37073226,37203112,ENSG00000182670,1,0.020362459046111395
125,0.07125204804916264,0.06724593708978621,0.0713966204184742,44849585,44873903,ENSG00000183255,1,0.06996486851914101
137,0.006075511542407982,0.006027613009472549,0.006088927352230694,44768580,44801826,ENSG00000184787,1,0.006064017301370408
140,0.014404186066213468,0.013849018709111035,0.013620085203892702,44805617,44818779,ENSG00000184900,1,0.013957763326405734
157,0.07963870782120303,0.10128277109170364,0.07143744300727198,18857779,18858276,ENSG00000198618,1,0.08411964064005954
158,0.009634977100585501,0.009076281727171837,0.00948492732713081,34073578,34106260,ENSG00000198743,1,0.009398728718296048
159,0.007216810586867422,0.006487811378230636,0.006604622113864772,28928144,28992956,ENSG00000198862,1,0.006769748026320944
167,0.017868813826804684,0.018737311321991777,0.014971971051895242,39342315,39349647,ENSG00000205581,1,0.0171926987335639
409,0.07268448692627481,0.07129916150606709,0.04632635436290807,8208473,8208652,ENSG00000275708,1,0.06343666759841667
