,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.09813027588211332,0.0994128611314649,0.10613521721611058,45981770,46005050,ENSG00000142156,1,0.10122611807656294
4,0.0063181114445037675,0.005819617885348729,0.006852783396067743,33324387,33359864,ENSG00000142166,1,0.006330170908640079
5,0.01809778109695195,0.016242409594506964,0.011875846594618671,31659666,31668931,ENSG00000142168,1,0.01540534576202586
6,0.1944508190415419,0.17990408915352693,0.18637985688409164,46098112,46132848,ENSG00000142173,1,0.1869115883597202
10,0.01557923585311048,0.015263218499994206,0.01796710002365066,25880550,26171128,ENSG00000142192,1,0.01626985145891845
19,0.010829148430256973,0.007980830221125435,0.008466162259792675,25585656,25607517,ENSG00000154719,1,0.009092046970391695
20,0.006581676639229369,0.00592912660830806,0.007318976160850592,25639258,25717562,ENSG00000154721,1,0.006609926469462673
21,0.008316478951384647,0.009053808413902575,0.007816822760794987,25716503,25735673,ENSG00000154723,1,0.008395703375360736
22,0.006309416302121075,0.006171196584715144,0.006629150077585575,25734570,25772460,ENSG00000154727,1,0.006369920988140597
23,0.015288254183346256,0.01567033072937875,0.016204977250920453,26835755,26845409,ENSG00000154734,1,0.01572118738788182
24,0.030019427764499236,0.02994986732477689,0.03697651878802845,26917922,26967088,ENSG00000154736,1,0.03231527129243486
25,0.03278479847620125,0.029942141050367816,0.03373174589916242,14371115,14383484,ENSG00000155304,1,0.03215289514191049
27,0.006512939216065746,0.0060127528710892915,0.006373189917233237,15729982,15880064,ENSG00000155313,1,0.006299627334796091
30,0.007890869194141033,0.007293475961615649,0.007099451808503389,29024629,29054488,ENSG00000156256,1,0.007427932321420023
31,0.021459441909420136,0.021171724629325882,0.021375447787967055,29055805,29073797,ENSG00000156261,1,0.02133553810890436
33,0.007634106753248797,0.006798731948660673,0.007560357508959145,29194071,29630751,ENSG00000156273,1,0.007331065403622872
50,0.017567299390864675,0.014579076042216818,0.015015048931546282,33403413,33479348,ENSG00000159128,1,0.015720474788209256
52,0.009142460212590686,0.009082924430292186,0.010002594256916695,33543038,33577481,ENSG00000159140,1,0.00940932629993319
55,0.017822377871348126,0.016427453340690453,0.01607808988046064,34513142,34615113,ENSG00000159200,1,0.016775973697499738
58,0.013193480964057428,0.013490727187877825,0.012471559299969003,36069941,36073166,ENSG00000159228,1,0.013051922483968087
59,0.00962626420316102,0.007875164995135773,0.00816783890810527,36135079,36146562,ENSG00000159231,1,0.00855642270213402
60,0.008199890778660056,0.007510925509414279,0.008644559119585189,36320189,36386148,ENSG00000159256,1,0.00811845846921984
113,0.005667990398917847,0.005211652219577148,0.006096931002378952,14961235,15065936,ENSG00000180530,1,0.005658857873624649
115,0.0076141754833999545,0.007504736950612042,0.007353940083977308,41167801,41282530,ENSG00000182240,1,0.007490950839329769
118,0.017864538221902895,0.01715915485097936,0.019339427270155928,37073226,37203112,ENSG00000182670,1,0.018121040114346062
125,0.07054272418819175,0.06882334025758388,0.07236417155170968,44849585,44873903,ENSG00000183255,1,0.07057674533249511
137,0.0065741345507552805,0.006266952103670828,0.005910526553309505,44768580,44801826,ENSG00000184787,1,0.006250537735911871
140,0.01481833656280416,0.013784299383263655,0.013126459548989746,44805617,44818779,ENSG00000184900,1,0.013909698498352519
157,0.09017998627827874,0.11528934260501832,0.0937841863539222,18857779,18858276,ENSG00000198618,1,0.09975117174573976
158,0.007979805922209426,0.0085813438218486,0.010019865777153341,34073578,34106260,ENSG00000198743,1,0.008860338507070456
159,0.006508328762435937,0.006144773946073857,0.0071910554681369945,28928144,28992956,ENSG00000198862,1,0.006614719392215596
167,0.020568302985876908,0.018860877226673574,0.01749921671856758,39342315,39349647,ENSG00000205581,1,0.01897613231037269
373,0.0037825588242714407,0.010120587451948887,0.006723582414899704,8987370,8987430,ENSG00000264063,1,0.006875576230373344
409,0.05745095530649797,0.06358237442484398,0.04713744879339536,8208473,8208652,ENSG00000275708,1,0.056056926174912446
