,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
3,0.0460335319152059,0.042870150920829284,0.04539131331632811,45981770,46005050,ENSG00000142156,1,0.04476499871745443
4,0.006792781161852731,0.007900847973138342,0.007399096684596679,33324387,33359864,ENSG00000142166,1,0.007364241939862584
5,0.019475257254049978,0.017447701648743322,0.014841945954710948,31659666,31668931,ENSG00000142168,1,0.01725496828583475
6,0.10118795008402622,0.08015754127926705,0.0931627667225546,46098112,46132848,ENSG00000142173,1,0.09150275269528262
10,0.011419713037087657,0.013896732000268487,0.011135578741754403,25880550,26171128,ENSG00000142192,1,0.012150674593036849
14,0.007727370554759405,0.008789736051376746,0.005914447089476454,17593653,17612945,ENSG00000154640,1,0.007477184565204202
19,0.01652133015368252,0.01751106135923782,0.01684520852615419,25585656,25607517,ENSG00000154719,1,0.016959200013024842
21,0.01214983240344766,0.010453544789930568,0.00999939370053818,25716503,25735673,ENSG00000154723,1,0.010867590297972136
22,0.008802894121064067,0.0068955707433860005,0.007487438200529021,25734570,25772460,ENSG00000154727,1,0.0077286343549930305
23,0.031579210221421766,0.04772806739999405,0.03468212945359162,26835755,26845409,ENSG00000154734,1,0.03799646902500248
24,0.010709155279699876,0.006960700895226046,0.003388013410773133,26917922,26967088,ENSG00000154736,1,0.007019289861899685
25,0.05265094481726144,0.04816091127052934,0.058259672272011995,14371115,14383484,ENSG00000155304,1,0.05302384278660092
27,0.003914747895498492,0.006065329195945245,0.004640138506140297,15729982,15880064,ENSG00000155313,1,0.004873405199194678
30,0.014817502680882281,0.013818645592326947,0.015720364004887393,29024629,29054488,ENSG00000156256,1,0.014785504092698873
31,0.043531491686297566,0.04173541562322402,0.04406918574601669,29055805,29073797,ENSG00000156261,1,0.04311203101851276
33,0.006931665421984957,0.0080693576490222,0.007143495473818348,29194071,29630751,ENSG00000156273,1,0.007381506181608502
36,0.004752804454209924,0.005089378680323675,0.00523605002008773,37223420,37267919,ENSG00000157538,1,0.0050260777182071096
50,0.016229444011716204,0.01307138957653679,0.0221602023328096,33403413,33479348,ENSG00000159128,1,0.017153678640354195
52,0.010652289558670255,0.010393441085197007,0.0130990628045327,33543038,33577481,ENSG00000159140,1,0.011381597816133321
53,0.005399709025981165,0.005787299170106074,0.005614228650866606,33559542,33588706,ENSG00000159147,1,0.0056004122823179485
55,0.00730320159068558,0.012733175316720925,0.010026325597828394,34513142,34615113,ENSG00000159200,1,0.0100209008350783
58,0.020089333455852548,0.017268265669845052,0.017110923114497596,36069941,36073166,ENSG00000159228,1,0.018156174080065063
59,0.02462830808745351,0.01904929929099747,0.0205624287047895,36135079,36146562,ENSG00000159231,1,0.021413345361080163
60,0.01151652909576698,0.009294539343704802,0.010636324296045899,36320189,36386148,ENSG00000159256,1,0.01048246424517256
113,0.007408678180942182,0.008917756938118068,0.012328837568510847,14961235,15065936,ENSG00000180530,1,0.0095517575625237
118,0.014572196868801011,0.012354313132196964,0.01753489356115977,37073226,37203112,ENSG00000182670,1,0.014820467854052582
119,0.0201804935737231,0.009986329679714427,0.004335197216812063,45405165,45513720,ENSG00000182871,1,0.011500673490083197
125,0.06091864916769107,0.07632685059759713,0.06698016726005708,44849585,44873903,ENSG00000183255,1,0.06807522234178176
137,0.006262200235682432,0.007663550740987797,0.0062831162054056726,44768580,44801826,ENSG00000184787,1,0.006736289060691967
140,0.017581979622987607,0.015939825062085255,0.01678434068165972,44805617,44818779,ENSG00000184900,1,0.016768715122244194
157,0.13019121187671936,0.12802018126711998,0.12887196329028358,18857779,18858276,ENSG00000198618,1,0.12902778547804097
158,0.012319873605377634,0.007286548864818069,0.006044948467763504,34073578,34106260,ENSG00000198743,1,0.008550456979319736
159,0.009858067590332751,0.008712286797729951,0.010024744604490913,28928144,28992956,ENSG00000198862,1,0.009531699664184538
167,0.03822156517526503,0.03507119664400306,0.03431800417786223,39342315,39349647,ENSG00000205581,1,0.035870255332376776
226,0.0093590580068854,0.009824307092819886,0.006967281689877788,28539318,28540355,ENSG00000226935,1,0.008716882263194359
409,0.029200493781918746,0.0628945745938872,0.05475432442574055,8208473,8208652,ENSG00000275708,1,0.048949797600515495
