,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
2,1.0128496465920258e-05,0.0,0.0,1.6631098204685944e-05,0.0,7.259072452802152e-06,4.1420971272071165e-06,0.0,4.3727363090692695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264071121158316e-06,0.0,51176652,51183727,ACR|-|-|22q13.33|protein-coding,0,2.1332176990877646e-06
3,9.398302534656241e-05,0.00020172802912833492,7.816825509524083e-05,0.0004538470783513125,0.0001891396530692336,6.287637756912451e-05,0.00012035750795341819,9.503022298476323e-05,3.1249066794080383e-05,0.0006239811677753677,9.848430284801179e-05,5.453416650244647e-05,7.649106897651264e-05,1.9562611789628076e-05,0.0005234259383828871,0.00015569182034344908,0.00011147618390256452,6.756783744309989e-05,4.830377268181708e-05,7.234246296653477e-05,0.00019655418671337375,50920153,50924866,ADM2|AM2|dJ579N16.4|-|22q13.33|protein-coding,0,0.00016070451126751255
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6383629231917032e-06,2.812125444759036e-06,0.0,1.771461925525969e-06,2.058926879466891e-06,0.0,0.0,0.0,1.985395825387614e-06,24825176,24891042,ADORA2A-AS1|C22orf45|-|22q11.23|ncRNA,0,4.888701427776768e-07
5,1.766598220800045e-05,4.732658811446773e-05,6.806487518497161e-06,3.897913641723268e-06,1.0389693801555903e-05,3.074430685892676e-05,4.9941856790897224e-05,1.5744652328836514e-05,4.0207843622417424e-05,3.484442941827015e-05,4.319070630924854e-05,2.1390100259212015e-05,4.8843694647652645e-05,3.252284210025668e-05,4.716614254002421e-05,0.00018029545819797644,3.804112520157875e-05,1.1094882995582906e-05,4.0130900080555184e-05,2.878604711187002e-05,2.36262103221126e-05,24823530,24838328,ADORA2A|A2aR|ADORA2|RDC8|-|22q11.23|protein-coding,0,3.679323162236488e-05
7,4.2162810869761074e-05,3.105419167615993e-06,2.8714869218659894e-06,0.0,2.2432293435177516e-06,8.753587369555536e-06,2.0000411842800076e-05,0.0,7.892255777344534e-06,2.6308243898131678e-05,1.008574185792892e-05,5.400470857523825e-06,8.294212298657997e-06,6.969180450055002e-06,5.3866625184985875e-06,2.1651201311984066e-06,0.0,6.3240833074822555e-06,2.38899352959963e-05,1.401567836907529e-06,2.4817447817345173e-06,21321447,21335649,AIFM3|AIFL|-|22q11.21|protein-coding,0,8.844579263170286e-06
8,0.0006994551222220979,0.000676111861173354,0.0007365895711423646,0.0005918332212683161,0.0007369598716967267,0.0005384523742931478,0.0007389501274937494,0.0006115672811729497,0.0005743215859594637,0.0008131766238938467,0.0007465822090598677,0.0005862158170049391,0.000648484524535816,0.0004949340782775903,0.0007840878514731603,0.0006753206518310667,0.0006426793188050224,0.0007551177366793725,0.0007914064968888598,0.0007339902948974199,0.0005685180945997431,50296854,50312106,ALG12|CDG1G|ECM39|PP14673|hALG12|-|22q13.33|protein-coding,0,0.0006735597483032796
9,0.0008411362995302615,0.0012121072095038741,0.0008179483672619009,0.001017485390944497,0.001049359073957146,0.000804689531606215,0.0006176458544826839,0.000814448372610243,0.0008715610028710749,0.0006543475982322539,0.0008229965356069997,0.0008422616706028334,0.0008431425193475302,0.0007722341003955683,0.000673595578837616,0.0007946975027012333,0.001065151505644205,0.0008718359057929046,0.000679291449666421,0.0009674052461977892,0.0009266835014996687,38226862,38240353,ANKRD54|LIAR|-|22q13.1|protein-coding,0,0.0008552392484425201
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.983543035682525e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17134599,17156430,ANKRD62P1-PARP4P3|VWFP1-ANKRD62P1-PARP4P3|-|22q11.1|pseudo,0,2.3731157312773928e-07
12,0.00013814798086656354,0.000399605338488826,0.00011379596319987441,0.00018606041116492398,6.446332745056277e-05,7.707426927828167e-05,6.757535598957895e-05,0.0001815133489910152,0.0001259561361222148,3.4284679548097134e-05,9.053436514823253e-05,0.00016635568072882214,0.00028548473936615426,0.00023059428647024093,9.472643111798735e-05,0.00033706983860702465,0.00031109404707373547,0.0001764086396297682,7.104112338019953e-05,0.00022058521494713879,0.00019367536276656172,39353527,39388783,APOBEC3A_B|-|-|22q13 alternate reference locus|protein-coding,0,0.0001698117400159907
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466988429974439e-06,0.0,0.0,0.0,0.0,4.528142242316632e-06,0.0,39353527,39359188,APOBEC3A|A3A|ARP3|PHRBN|bK150C2.1|-|22q13.1|protein-coding,0,4.283395558233843e-07
