,101_19YR_F,102_19YR_M,103_19YR_M,104_19YR_M,105_20YR_M,106_20YR_F,14_1YR_M,15_12YR_M,79_1YR_M,80_2YR_F,81_3YR_M,82_3YR_M,83_5YR_M,84_6YR_M,85_7YR_M,86_7YR_M,87_8YR_M,88_8YR_M,89_9YR_F,90_10YR_M,91_10YR_M,92_11YR_F,93_11YR_F,94_12YR_M,95_13YR_M,97_16YR_F,98_17YR_M,99_17YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
1,0.0023672329185632553,0.002190075198480782,0.002485012980569606,0.0024743086276293818,0.0026199272701350087,0.00282302970963106,0.0028388746616656163,0.0023087730957541074,0.00245929896768915,0.002293228216235595,0.0025476602307191107,0.0022678466086179377,0.0023834448896881306,0.002324859643823764,0.0025701832745099852,0.0024151428533923168,0.0028094246034292203,0.0021487529085428606,0.002408231874641603,0.0023712342518258113,0.00247497533072363,0.002102035659790254,0.0021500608290855637,0.002213177762678886,0.002523176259835287,0.002342625996394657,0.002110703720364325,0.002132898311750237,41865129,41924993,ACO2|ACONM|HEL-S-284|ICRD|OCA8|OPA9|-|22q13.2|protein-coding,1,0.002398435594863113
6,0.0030537996598029387,0.0022555203484887452,0.002828707333369593,0.002330587316451729,0.002845951238790771,0.0029242841141680163,0.002860923112133317,0.002695988709297773,0.0030458259286254403,0.0023533217852152945,0.0029347871943006436,0.0027097823413773205,0.0030403347289317865,0.0032173474952482736,0.004206624102013754,0.0025402585341200716,0.0022050051669053935,0.0018762692487062531,0.0027303401481087704,0.0022687543606839003,0.0031721419685198987,0.002158569192206821,0.002402047451960633,0.002778270537189576,0.003310836885972699,0.0029695696081029656,0.0020758598362606044,0.0025874609255741453,40742504,40762752,ADSL|AMPS|ASASE|ASL|-|22q13.1|protein-coding,1,0.002727827474018826
11,0.0021271377503741737,0.0020503920976984785,0.0021050588182751208,0.0018720730378820232,0.002358018835491278,0.002472907629305965,0.0026096436642410945,0.0018235961408492585,0.0021460491130534617,0.0020945284188044304,0.002018481414746776,0.0020367822336812293,0.0017506052284054696,0.0017433183576561987,0.0018497042750326943,0.0016786011984851565,0.0021107432667488114,0.0016243702645073375,0.002025383746428334,0.001917032092095012,0.001988399390266208,0.0018631215793108212,0.0017848964555428725,0.00209993607143933,0.0020531503384106312,0.0018546982407274932,0.0016978745752981928,0.0020446613036646855,29723669,29784572,AP1B1|ADTB1|AP105A|BAM22|CLAPB2|-|22q12.2|protein-coding,1,0.0019928987692293767
16,0.0027698810825985587,0.0033191153373936778,0.0030145388570288973,0.0032763390158691134,0.0023606680242554906,0.0032471362728965078,0.0028645674841114494,0.003497251453084462,0.002284296325587979,0.001770599386016597,0.0025276873734245645,0.0023586649542452357,0.001654507736209391,0.002557238794500518,0.0024047507318388393,0.002639940863355627,0.002642133062804791,0.001179837013410581,0.0008739844901716121,0.0015678483162224822,0.002721583678061638,0.0014732443298508854,0.0027228056437409117,0.0022806765047477836,0.002328211894478722,0.002747024911522076,0.0017624887158417082,0.0018194416090911787,39410265,39414825,APOBEC3C|A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3|-|22q13.1|protein-coding,1,0.0023809451379414744
26,0.003947621470746556,0.0035150055823154735,0.0034388228473944005,0.0031242753214563135,0.003744507900543192,0.004590120629091006,0.0028756828186447527,0.003353413479249084,0.003149462590772262,0.003458055614951692,0.003780168949992245,0.003641172697915679,0.0034522843437057387,0.004663723751273605,0.0035251376880183483,0.003414529991664424,0.0034041611962488433,0.0031901460104552916,0.003727970112447486,0.0031009098804059675,0.004183337492246357,0.0027023383493752777,0.0041943273581528375,0.003861262750847082,0.004483147631400991,0.004449342681722064,0.0025719561647523288,0.0035035498215651613,43192532,43253408,ARFGAP3|ARFGAP1|-|22q13.2|protein-coding,1,0.0036088012545483737
30,0.0017326172361311813,0.0016390225833627075,0.0016513690067951766,0.0010103787695428246,0.0018463641509849744,0.0019075902981207109,0.0017680670651908903,0.001721531155757586,0.0017554861134672281,0.00170957971751495,0.002033562960050821,0.001793461400595704,0.0014204055747693198,0.001978901919501631,0.001824229119184529,0.0018274068154818552,0.0016452668043419273,0.0015421273046339551,0.0016990423874602225,0.001720251897452792,0.0019477669788609037,0.0016037063277352709,0.0015664517941890556,0.0017517318168987844,0.0018635793368985381,0.001707926135207657,0.001517387732371214,0.001581394104411777,30184597,30234293,ASCC2|ASC1p100|p100|-|22q12.2|protein-coding,1,0.0017059502323897927
32,0.015624418227770354,0.01643107340174429,0.020877027509256196,0.021054274489329984,0.02017369285714888,0.014294655771186859,0.012091752895544648,0.022085810557496838,0.014689985013144209,0.016232981120535145,0.017198056763268042,0.019249772150433758,0.022018299192058534,0.020596056081942725,0.02454723629392424,0.02412025216757789,0.018109834246048295,0.01872966126336484,0.01793459882901042,0.02079119552946988,0.025190969519726023,0.021409080101802955,0.018479827674480958,0.022629594795568066,0.023248840742342604,0.022182396201394717,0.01355568854760618,0.017575016117227126,39916569,39918691,ATF4|CREB-2|CREB2|TAXREB67|TXREB|-|22q13.1|protein-coding,1,0.019325787430728738
34,0.005887383943476369,0.006590705030138715,0.006634771300095469,0.005981383179812362,0.007017098948043267,0.00818737898231261,0.004219818313479402,0.004349757132685217,0.00636531894158402,0.007502126427402338,0.006768149162189588,0.006823130066337578,0.007622461338564782,0.009235587715711762,0.008993145935314108,0.008438437342067092,0.007631714089657534,0.006507151068445196,0.006681285578222252,0.007872524041171345,0.007394761210296591,0.006071009134203595,0.00786917622419194,0.0069687709538966865,0.007551742154061325,0.008186661661300337,0.006540726792686125,0.006094584208525949,18074903,18111588,ATP6V1E1|ATP6E|ATP6E2|ATP6V1E|P31|Vma4|-|22q11.21|protein-coding,1,0.006999527174138341
35,0.003429868212355279,0.003610056871612754,0.0034314161180159512,0.0027190889357188745,0.003933322808828879,0.004906451719611614,0.004520205673776958,0.003290490942048238,0.0035580620743633504,0.003984080143417831,0.003945148827338521,0.0031172593434396203,0.001957250963503804,0.004185435713874566,0.0035966760848491143,0.003507648875353606,0.0030348132062788693,0.002463267603751313,0.003711825321234584,0.0031198075484055307,0.0036138084016346162,0.0021806678571545846,0.0033636891601029548,0.0034049489408275904,0.003930729470820353,0.0047492112192597455,0.0031106560431867184,0.004108289440843088,46067678,46241187,ATXN10|E46L|HUMEEP|SCA10|-|22q13.31|protein-coding,1,0.0035172920543431745
61,0.0016905511568007063,0.0017108119060755245,0.0018329996988667037,0.001518102549221117,0.0018053017251396816,0.0015384978375544997,0.0015002057247981658,0.0015492833407111236,0.0013618032896206955,0.0010704681474243425,0.0015376043046806394,0.0016547223128619674,0.001366112039973254,0.001763969007409904,0.0018273485260230798,0.0015544085022873608,0.0017370788283805785,0.0016545292078834902,0.0018962254167251176,0.001681516378966125,0.001668517636211155,0.0014836280398865813,0.0018633719881586328,0.0013037856195324625,0.0022567211354339073,0.0015549490301048682,0.0013580161339867467,0.0011661395658409345,39052658,39069855,CBY1|C22orf2|CBY|HS508I15A|PGEA1|PIGEA-14|PIGEA14|arb1|-|22q13.1|protein-coding,1,0.0016038096089485488
