StartPos,EndPos,Gene_ID,WT_1_1,WT_2_1,WT_3_1,HGPS_917_SCR_1,HGPS_478_SCR_1,HGPS_297_SCR_1,HGPS_917_NT_1,HGPS_478_NT_1,HGPS_297_NT_1,WRN_1_NT_1,WRN_2_NT_1,WRN_3_NT_1,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,HGPS_917_L1_ASO_1,HGPS_478_L1_ASO_1,HGPS_297_L1_ASO_1,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1
10939388,10961338,ENSG00000283047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11474744,11479643,ENSG00000288262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11827523,11910358,ENSG00000286406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12602466,12626642,ENSG00000283023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15290718,15297196,ENSG00000236235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15550904,15553838,ENSG00000235759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15562017,15564276,ENSG00000215268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15572089,15573265,ENSG00000213727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15784959,15829984,ENSG00000206195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15794901,15797909,ENSG00000271127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15823197,15823890,ENSG00000272872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15914721,15915800,ENSG00000233866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16575363,16582707,ENSG00000239435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16590751,16592810,ENSG00000198445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16595089,16595485,ENSG00000240122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16601887,16698742,ENSG00000100181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16601911,16615111,ENSG00000283633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16616170,16617114,ENSG00000267338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16645695,16646581,ENSG00000249288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16690103,16704477,ENSG00000241717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16857619,16860718,ENSG00000220248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16869478,16871126,ENSG00000237689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16904219,16904696,ENSG00000230481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16933521,16934003,ENSG00000253481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17036570,17060825,ENSG00000237438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
