,120_51YR_M,121_52YR_M,122_55YR_M,123_57YR_M,124_60YR_M,28_43YR_F,29_44YR_M,30_41YR_M,31_47YR_M,32_50YR_F,33_46YR_M,34_50YR_M,35_42YR_F,36_47YR_M,37_41YR_F,38_43YR_M,39_44YR_M,40_45YR_M,41_46YR_M,42_46YR_M,43_47YR_M,StartPos,EndPos,Gene_ID,labels,mean_value
2,0.0013182780652488517,0.0014085699596294088,0.0014868655541220629,0.001707345003932725,0.0015010648651647052,0.0013422177747378203,0.0011081173390004174,0.00129677215824718,0.001540341996648829,0.0014980754906816311,0.0011787155935628383,0.0015665215062262794,0.0015880369829771252,0.0015026664942960162,0.0012036147929180793,0.0013496130102327196,0.001183366001373733,0.001262154596350073,0.0010931480999958252,0.001166136375164419,0.001437519819433304,27035525,27150016,ABI1|ABI-1|ABLBP4|E3B1|NAP1BP|SSH3BP|SSH3BP1|-|10p12.1|protein-coding,1,0.001368530546664002
11,0.02851760482343841,0.009512277218470522,0.00568384817841464,0.011895814435661527,0.016991507608043376,0.005616504241371254,0.01972687401399784,0.0053133405920299265,0.03105517306975707,0.018209523883804094,0.00680921335325694,0.020823547608947095,0.04135770677354036,0.011289046388346005,0.10276875370822158,0.002870925840160968,0.017532087674114162,0.005965058246437887,0.027461850773394733,0.005767953254983735,0.01678904661530713,90694831,90712580,ACTA2|AAT6|ACTSA|MYMY5|-|10q23.31|protein-coding,1,0.019617031347699966
12,0.004378638531096192,0.005778045583269747,0.004733107674224783,0.004266328341836659,0.005307553128334212,0.004726024689793346,0.003093837588164179,0.004797178917378377,0.00481722508679389,0.004129115661645134,0.004380218693573066,0.0047451996401507174,0.005361302215814998,0.00459563330099573,0.004217695215180737,0.0046292106349819775,0.004851554441434631,0.004290888339606593,0.004207764287123447,0.004590063120203311,0.005577720158928538,104238986,104262512,ACTR1A|ARP1|Arp1A|CTRN1|-|10q24.32|protein-coding,1,0.004641633583358585
13,0.0006879069689640831,0.005524115157364564,0.0023526729104200784,0.0033574319457796292,0.0008520090655869385,0.002278071100858518,0.001560327519873647,0.005692808416290996,0.0023612873048571813,0.0034735735817711722,0.002669922398801316,0.0037290007358485623,0.005087370896559066,0.002600261959933963,0.0040830310574171075,0.002352090926981768,0.002385467833348206,0.0020712016731667168,0.00214516662859664,0.0022511906652772505,0.004788748157958552,127700954,128077127,ADAM12|ADAM12-OT1|CAR10|MCMP|MCMPMltna|MLTN|MLTNA|-|10q26.2|protein-coding,1,0.002966840805031236
18,0.0026986343089148586,0.0019052304569067615,0.002738126061715836,0.00210950755053024,0.0015289828153323332,0.003024431239736106,0.0036252712917735114,0.002270241210854378,0.0015381531629111806,0.003061861177947892,0.0030439220616438802,0.001673572118277136,0.0012807451171779826,0.0035493144826472364,0.003513855148610779,0.001816872443220934,0.0015220469100068142,0.001640730237493033,0.0035104979939070925,0.0018101418351943136,0.0016676304351881215,111765562,111895323,ADD3|ADDL|CPSQ3|-|10q25.1-q25.2|protein-coding,1,0.0023585603838090674
20,0.008001379707342845,0.002964165468688448,0.005327063053759388,0.0034735302006141684,0.007929209433080708,0.006200518553028792,0.0052781949180567824,0.0025073196076253654,0.004005831053077095,0.0027418895678725883,0.0033246771120533157,0.008223704787110023,0.004115866800708593,0.002363216103184838,0.004904378964596431,0.0033389716845371015,0.0015865282540086303,0.0012008699715820687,0.0012511600126998202,0.00392600712906376,0.0029927810628812327,88728188,88730666,ADIRF|AFRO|APM2|C10orf116|apM-2|-|10q23.2|protein-coding,1,0.004078917306931999
21,0.0012005386165203802,0.0014131671200720635,0.0011028952317904692,0.0014231642010541514,0.001122272363282984,0.0013143013676886123,0.0009357917202021789,0.0012086489236783177,0.00179776210985531,0.0008580347776577532,0.001148314864825163,0.0016678144160353569,0.0019406841985709692,0.0012385338210408796,0.0010575705654842832,0.0013359818795087997,0.0017745019705102132,0.0014386131591658164,0.0010784313042047668,0.0015211376281654774,0.0014669178682683878,75910943,76469061,ADK|AK|-|10q22.2|10q11-q24|protein-coding,1,0.001335479909884873
34,0.001228585551949269,0.0015668794483273732,0.002047374902576078,0.002148232081993545,0.001421842200291121,0.001461958396709217,0.0010665539032583926,0.0005247050403009543,0.0007474535572594262,0.0006225894887083754,0.001392070578708901,0.0007462266436320664,0.0004719205404258605,0.0012377371499671735,0.000814623320556044,0.0017818116021762365,0.0013297653200459371,0.0015016983815135734,0.0008582215650785619,0.0018719276410902133,0.001352011789065269,5005454,5020158,AKR1C1|2-ALPHA-HSD|20-ALPHA-HSD|C9|DD1|DD1/DD2|DDH|DDH1|H-37|HAKRC|HBAB|MBAB|-|10p15.1|protein-coding,1,0.0012473423382682663
40,0.0017939223660827326,0.002103744203294125,0.0026199940209040993,0.0016697505658000611,0.0016830431267285647,0.002389352205542276,0.002029452211987979,0.0024849328254144248,0.001705433123103591,0.002724535836430357,0.002337321144343132,0.00182185072168888,0.0020237482110875464,0.001954161719158237,0.0031540035516162894,0.0016829859044278175,0.0021792369388524717,0.0017052945221384438,0.0021217746689708526,0.0014256619016589959,0.0019174392359491877,97365686,97416567,ALDH18A1|ADCL3|ARCL3A|GSAS|P5CS|PYCS|SPG9|SPG9A|SPG9B|-|10q24.1|protein-coding,1,0.002072744714532384
53,0.004766969621636025,0.004097658064376462,0.006650817421823403,0.0042148714255147955,0.0041525392946975695,0.0045829050382270205,0.005108760668701468,0.006735731867418357,0.004000325804585434,0.00563986522585199,0.005991457316669859,0.004422057487173829,0.004485606610935812,0.004834272499892268,0.004825408178097401,0.004821815890739672,0.004744609773334059,0.003683379577609389,0.006247202356484326,0.004067492224762305,0.004286742897647783,81914880,81965433,ANXA11|ANX11|CAP50|-|10q22.3|protein-coding,1,0.00487430901172282
55,0.003189635929148105,0.004648147131200536,0.0036297181661129265,0.0030523820860618813,0.003988101106537455,0.0037656387635384963,0.002893610254241729,0.0035010396010311533,0.0034368006095835627,0.0032522647594460845,0.0031542916323840193,0.003516889828571168,0.0032218041533505605,0.0037685438772025693,0.003321428516006155,0.002766333125567814,0.0021164650684456134,0.002436015604235854,0.0035352067194720795,0.0026574181968186533,0.003345483034565092,75134859,75173843,ANXA7|ANX7|SNX|SYNEXIN|-|10q22.2|protein-coding,1,0.0032951056268343583
59,0.0008938969291706007,0.0012298657955131214,0.0009584017871713713,0.0011383806817325689,0.0004897334661604113,0.0011429576902626188,0.001059325479651084,0.0010683953376005864,0.00028912503825484416,0.0016652757683413343,0.0015482376296921012,0.0011816084489517853,0.000768342115778339,0.0014317627687361646,0.0008369523966512939,0.0011848598244638033,0.0004886359323827977,0.0009630624769419011,0.0004305824621183868,0.0010829172429099214,0.0011930086366095246,26727266,26856732,APBB1IP|INAG1|PREL1|RARP1|RIAM|-|10p12.1|protein-coding,1,0.0010021584718616456
