,WRN_1_SCR_1,WRN_2_SCR_1,WRN_3_SCR_1,StartPos,EndPos,Gene_ID,labels,mean_value
60,0.009350878898005803,0.00832173003418159,0.009983808723816366,21759657,21867680,ENSG00000100030,1,0.009218805885334587
81,0.15926226014302708,0.18327691082350184,0.1418900722977409,37675636,37679802,ENSG00000100097,1,0.16147641442142327
106,0.026368434759140514,0.023910898181202078,0.025870658385959547,38468078,38483447,ENSG00000100196,1,0.025383330442100713
108,0.009199463307662945,0.008850753232735431,0.009015165546316267,38483438,38507660,ENSG00000100201,1,0.00902179402890488
115,0.009057821102025566,0.008396598496239353,0.009309794145507129,28794555,28800597,ENSG00000100219,1,0.008921404581257349
122,0.2034904751368702,0.18093809257619847,0.20827334611050474,32801705,32863041,ENSG00000100234,1,0.1975673046078578
147,0.014878827297255785,0.019802662505703263,0.016419853049548724,43151547,43163242,ENSG00000100300,1,0.017033780950835926
153,0.1209043718057643,0.1198642850736425,0.10015497274039692,39312882,39320389,ENSG00000100316,1,0.11364120987326791
164,0.015491131311842153,0.014365874215027559,0.020928939767742596,36281280,36388010,ENSG00000100345,1,0.016928648431537435
170,0.010428029613633294,0.011245493095919063,0.01116722852501813,36510855,36529184,ENSG00000100353,1,0.010946917078190161
180,0.011137035579704368,0.009963651002166861,0.011548170677229309,40824535,40856639,ENSG00000100380,1,0.010882952419700179
214,0.03226004369581057,0.033221473657506266,0.029993720126033737,39519695,39522683,ENSG00000128272,1,0.031825079159783526
235,0.01287220612876053,0.01242468501331904,0.012788991494724547,17592136,17628749,ENSG00000131100,1,0.01269529421226804
361,0.01825079429502911,0.017446991000476104,0.016453015302408436,41621163,41664048,ENSG00000196419,1,0.017383600199304548
372,0.008786468664368665,0.01032170782505462,0.010923946684046797,31104772,31120069,ENSG00000198832,1,0.010010707724490026
599,0.011084203796832594,0.01463280676065828,0.010875728837006085,23894383,23895227,ENSG00000240972,1,0.012197579798165652
610,0.008746049010082982,0.00814136626711437,0.008444762755315409,42796502,42858106,ENSG00000242247,1,0.00844405934417092
