filter_size,WT=>WT_ut,HGPS_ASO=>WT_ut,HGPS_NT=>WT_ut,HGPS_NT=>HGPS_ASO_ut,WRN_ASO=>WT_ut,WRN_NT=>WT_ut,WRN_NT=>WRN_ASO_ut,WT=>WT_lt,HGPS_ASO=>WT_lt,HGPS_NT=>WT_lt,HGPS_NT=>HGPS_ASO_lt,WRN_ASO=>WT_lt,WRN_NT=>WT_lt,WRN_NT=>WRN_ASO_lt,WT=>WT_diff,HGPS_ASO=>WT_diff,HGPS_NT=>WT_diff,HGPS_NT=>HGPS_ASO_diff,WRN_ASO=>WT_diff,WRN_NT=>WT_diff,WRN_NT=>WRN_ASO_diff
0.0,0.0003700195207943765,0.0007253562967701198,0.0023331290116469687,0.0025835435211135436,0.0011367303595572968,0.0019122751653835835,0.0016485417330449445,0.00037017642641368496,0.0011160265410151146,0.0007734351955921753,0.0007101137137619202,0.0013746298868650949,0.0024578505183044876,0.0021179598838426007,-1.5690561930845667e-07,-0.00039067024424499486,0.0015596938160547934,0.0018734298073516233,-0.0002378995273077981,-0.0005455753529209041,-0.00046941815079765614
0.5,3.711997619212969e-05,6.895804265773821e-05,0.0001717067943826565,0.00019372063602562863,9.264877105268558e-05,0.00014361952377597352,0.00013157598826647106,3.712146503260991e-05,0.00010965880766014285,6.574736423541819e-05,6.213781855158177e-05,0.00012153761211116737,0.00021213564369171656,0.00018264244604764097,-1.488840480222864e-09,-4.0700765002404644e-05,0.00010595943014723832,0.00013158281747404686,-2.8888841058481797e-05,-6.851611991574305e-05,-5.106645778116991e-05
1.0,2.2332668109552175e-05,4.307536242424003e-05,9.640012496268546e-05,0.00011337823458467589,5.624251112592828e-05,8.449917690745373e-05,7.930171333322992e-05,2.2334935807785338e-05,7.407187144417248e-05,4.0734479597907795e-05,3.940795381829214e-05,7.761844402986702e-05,0.00013580515489655,0.00012040393841084783,-2.267698233163071e-09,-3.099650901993245e-05,5.566564536477767e-05,7.397028076638375e-05,-2.1375932903938742e-05,-5.130597798909628e-05,-4.110222507761791e-05
1.5,1.630513582247273e-05,3.296620438538484e-05,7.642106841892795e-05,9.115425736447512e-05,4.4442432471036764e-05,6.581323516580759e-05,6.41381225127407e-05,1.6306702152405262e-05,5.996464448750569e-05,3.300409611152176e-05,3.106686780852791e-05,6.396588479089282e-05,0.00011416215954696789,0.00010131724912486453,-1.5663299325335692e-09,-2.6998440102120852e-05,4.3416972307406184e-05,6.0087389555947215e-05,-1.9523452319856052e-05,-4.83489243811603e-05,-3.7179126612123825e-05
2.0,1.3123141230587688e-05,2.747171231436997e-05,6.769939421051149e-05,8.096490558835294e-05,3.8045998439929224e-05,5.674274951107775e-05,5.586629022801273e-05,1.3124008540536554e-05,5.1923031119088715e-05,2.921652271662297e-05,2.638180869995882e-05,5.661278483716549e-05,0.00010341751312905127,8.966827224898252e-05,-8.67309948865961e-10,-2.4451318804718746e-05,3.848287149388852e-05,5.458309688839412e-05,-1.856678639723627e-05,-4.667476361797352e-05,-3.3801982020969795e-05
2.5,1.1113304154293265e-05,2.3715394721335935e-05,6.23561997674405e-05,7.476433586191833e-05,3.375418627231586e-05,5.1456388121953694e-05,4.992623160025005e-05,1.1113873611357443e-05,4.649489065491598e-05,2.6871304513772187e-05,2.3470088289934856e-05,5.1466419723953935e-05,9.652730920424728e-05,8.23045038639439e-05,-5.694570641772513e-10,-2.2779495933580047e-05,3.548489525366832e-05,5.1294247571983476e-05,-1.7712233451638076e-05,-4.507092108229359e-05,-3.237827226369385e-05
3.0,9.693181404926286e-06,2.1078628671858563e-05,5.890649267041296e-05,7.11030140379873e-05,3.069547973515187e-05,4.805023883992209e-05,4.592498955069973e-05,9.693591764847789e-06,4.262620648569667e-05,2.524819320559648e-05,2.165556991601626e-05,4.774561235463986e-05,9.131670476069105e-05,7.667365791835947e-05,-4.103599215024101e-10,-2.154757781383811e-05,3.365829946481648e-05,4.944744412197104e-05,-1.705013261948799e-05,-4.326646592076896e-05,-3.074866836765974e-05
3.5,8.642749530559072e-06,1.9268515141439392e-05,5.6769872810842865e-05,6.876028368869864e-05,2.8546139797129382e-05,4.600088061757171e-05,4.276992900426434e-05,8.643059357090654e-06,3.951546235454522e-05,2.4026267009584944e-05,2.0598234539085254e-05,4.478674768310246e-05,8.688266664730734e-05,7.19710487621884e-05,-3.098265315822985e-10,-2.0246947213105825e-05,3.274360580125792e-05,4.816204914961339e-05,-1.6240607885973075e-05,-4.0881786029735634e-05,-2.9201119757924057e-05
4.0,7.91842891532516e-06,1.7988957909016375e-05,5.522952756239229e-05,6.673957251364025e-05,2.694693756898475e-05,4.464036153931403e-05,4.048076782222582e-05,7.918672579413332e-06,3.696993050557996e-05,2.304093700599083e-05,1.987582734353591e-05,4.260463012281421e-05,8.316950284091126e-05,6.781929365938546e-05,-2.436640881723289e-10,-1.8980972596563587e-05,3.218859055640147e-05,4.686374517010435e-05,-1.5657692553829463e-05,-3.852914130159723e-05,-2.7338525837159637e-05
4.5,7.339997767578491e-06,1.7074310745344237e-05,5.406134490098573e-05,6.499889568489362e-05,2.5626893524187215e-05,4.376949554627109e-05,3.892266045746978e-05,7.340194261236833e-06,3.475461161051431e-05,2.220152686200684e-05,1.9283924191009737e-05,4.072013063463421e-05,7.980615796962294e-05,6.42082189334939e-05,-1.964936583414282e-10,-1.768030086517007e-05,3.185981803897889e-05,4.5714971493883884e-05,-1.5093237110446995e-05,-3.603666242335185e-05,-2.528555847602412e-05
