,WRN_1_L1_ASO_1,WRN_2_L1_ASO_1,WRN_3_L1_ASO_1,StartPos,EndPos,Gene_ID,labels,mean_value
0,0.0012373981504983419,0.0011846565950548009,0.0011396494389313795,35104112,35116341,ENSG00000005238,0,0.0011872347281615073
3,0.002288030023545468,0.0021721733999836767,0.0020314130950396104,99979185,100099052,ENSG00000023318,0,0.002163872172856252
5,0.0062039986854241095,0.0046134185816853876,0.004484233525072144,115019575,115118257,ENSG00000041982,0,0.0051005502640605474
7,0.00977520161727392,0.007247186783295349,0.006772241121344728,125234853,125241382,ENSG00000044574,0,0.007931543173971331
8,0.0029104928548670367,0.002604012084089667,0.0022872692219659,93451685,93566112,ENSG00000048828,0,0.0026005913869742016
10,0.0010735863928234826,0.0013899843350415472,0.0012773109337077136,136848724,136851027,ENSG00000054148,0,0.0012469605538575812
13,0.002112187573505367,0.0018937207767391396,0.0017770109960825863,122844556,122905359,ENSG00000056586,0,0.001927639782109031
15,0.0020578306088342643,0.0020193895985550396,0.0019105384370253985,100427143,100451734,ENSG00000066697,0,0.001995919548138234
18,0.0028469168838571586,0.002811621184360502,0.0025106792954818977,105244622,105439171,ENSG00000070214,0,0.0027230724545665194
24,0.0017362680469870213,0.0018186671390278844,0.0020130464960814,2720469,2844095,ENSG00000080608,0,0.001855993894032102
29,0.00416599757823961,0.0037977798462114497,0.0038887331562566228,33025273,33039907,ENSG00000086061,0,0.003950836860235894
30,0.015302247138242887,0.013618702642685792,0.012021701300895318,33104082,33167356,ENSG00000086062,0,0.013647550360607998
31,0.00610185685367219,0.006968229606830451,0.008234530294678202,33264879,33282070,ENSG00000086065,0,0.007101538918393615
33,0.0034213765927239613,0.003469251374100754,0.0033759909341169133,92000087,92115413,ENSG00000090054,0,0.0034222063003138763
36,0.003682523296553223,0.00372097580840913,0.003486247771244788,120815496,120842951,ENSG00000095261,0,0.00362991562540238
37,0.0016804377575463632,0.0014239583571033984,0.0011989178620038293,122370530,122395703,ENSG00000095303,0,0.0014344379922178636
41,0.0009740031236752474,0.000953765237774145,0.001196449815244453,98056732,98083077,ENSG00000095380,0,0.0010414060588979483
42,0.0011524719587702487,0.0009534003493494956,0.0010202870230490164,98199011,98255649,ENSG00000095383,0,0.0010420531103895868
51,0.001956311027200815,0.0017140388611433218,0.0016818899313188187,4490468,4587469,ENSG00000106688,0,0.001784079939887652
56,0.006509458675989539,0.006858798672742533,0.005604076036162419,88388430,88478694,ENSG00000106723,0,0.006324111128298164
58,0.0017780737405049176,0.0015909210875925117,0.0014948058875517889,109015135,109119947,ENSG00000106771,0,0.001621266905216406
63,0.004545634454668899,0.004409466379921616,0.004413941711372852,99104038,99154192,ENSG00000106799,0,0.004456347515321123
